거래ID,고객ID,거래일,거래금액,카테고리,결제방법
T012966,C01117,2023-04-14,162560.0,식품,카드
T012967,C01439,2023-02-27,249528.0,의류,간편결제
T012968,C00735,2023-06-02,351855.0,생활,간편결제
T012969,C00630,2023-03-24,263109.0,생활,카드
T012970,C00685,2023-02-15,218266.0,식품,카드
T012971,C00269,2023-07-08,102803.0,뷰티,카드
T012972,C00529,2023-01-21,95703.0,식품,현금
T012973,C01169,2023-07-26,293842.0,의류,카드
T012974,C01942,2023-06-18,187130.0,뷰티,카드
T012975,C01234,2023-07-03,257769.0,의류,카드
T012976,C01812,2023-06-21,458175.0,생활,카드
T012977,C01826,2024-05-19,478283.0,의류,카드
T012978,C01167,2023-05-09,259831.0,뷰티,카드
T012979,C01228,2024-04-09,449952.0,의류,카드
T012980,C00901,2023-01-15,218087.0,뷰티,카드
T012981,C00017,2023-08-30,219083.0,전자,간편결제
T012982,C01371,2024-02-14,420759.0,뷰티,현금
T012983,C00403,2023-05-29,84210.0,뷰티,카드
T012984,C01496,2023-02-09,201065.0,뷰티,간편결제
T012985,C01315,2023-10-07,28407.0,식품,카드
T012986,C01243,2023-05-18,269157.0,식품,간편결제
T012987,C00779,2024-02-08,485760.0,의류,간편결제
T012988,C01139,2023-04-29,105453.0,뷰티,현금
T012989,C01961,2023-04-04,266721.0,전자,카드
T012990,C01241,2023-03-08,112472.0,식품,카드
T012991,C00459,2024-02-09,452374.0,뷰티,간편결제
T012992,C01874,2023-05-04,169722.0,뷰티,현금
T012993,C01873,2023-05-02,52480.0,전자,카드
T012994,C00580,2023-03-15,121192.0,식품,간편결제
T012995,C00620,2023-08-06,432577.0,의류,카드
T012996,C01960,2023-02-11,303101.0,식품,간편결제
T012997,C00647,2023-11-10,143675.0,의류,카드
T012998,C01236,2023-07-16,84940.0,생활,카드
T012999,C00136,2023-10-01,68665.0,전자,간편결제
T013000,C01237,2023-02-22,192197.0,생활,간편결제
T013001,C01556,2023-05-06,305751.0,의류,간편결제
T013002,C01350,2023-08-08,346298.0,식품,현금
T013003,C00443,2023-01-19,8404.0,뷰티,간편결제
T013004,C00933,2024-06-08,67429.0,뷰티,카드
T013005,C01330,2023-06-20,201209.0,뷰티,카드
T013006,C01678,2023-04-14,272539.0,전자,카드
T013007,C00610,2023-05-19,65985.0,뷰티,카드
T013008,C01274,2024-05-08,473879.0,식품,카드
T013009,C01302,2023-11-07,365662.0,식품,간편결제
T013010,C00901,2023-04-17,140144.0,의류,카드
T013011,C00090,2024-03-23,253034.0,뷰티,카드
T013012,C01767,2023-09-21,35806.0,뷰티,카드
T013013,C00198,2024-03-06,168924.0,뷰티,간편결제
T013014,C01975,2023-03-24,320255.0,의류,카드
T013015,C00992,2024-02-28,216344.0,뷰티,카드
T013016,C00517,2023-08-27,62185.0,의류,현금
T013017,C00777,2024-01-21,435714.0,의류,간편결제
T013018,C00909,2024-04-09,157694.0,전자,간편결제
T013019,C00149,2024-02-04,22389.0,전자,간편결제
T013020,C00698,2024-06-19,201180.0,생활,간편결제
T013021,C00177,2023-07-23,83702.0,뷰티,현금
T013022,C00555,2023-02-28,9311.0,생활,현금
T013023,C01659,2023-01-19,200925.0,생활,카드
T013024,C01473,2023-08-02,423229.0,의류,간편결제
T013025,C00348,2024-02-27,165428.0,식품,간편결제
T013026,C01610,2023-04-09,94990.0,의류,간편결제
T013027,C01737,2023-05-13,210724.0,전자,카드
T013028,C00965,2023-10-28,176201.0,생활,카드
T013029,C00351,2023-05-29,58321.0,생활,카드
T013030,C01748,2024-05-17,411184.0,뷰티,간편결제
T013031,C00594,2023-05-17,242123.0,식품,현금
T013032,C01358,2023-12-31,448692.0,의류,카드
T013033,C01458,2023-01-28,77162.0,식품,간편결제
T013034,C00712,2023-07-28,278939.0,뷰티,현금
T013035,C01706,2023-04-28,4955.0,생활,카드
T013036,C01533,2023-11-15,87763.0,식품,간편결제
T013037,C00725,2023-03-07,117737.0,생활,현금
T013038,C00012,2023-01-13,187934.0,생활,카드
T013039,C01110,2023-06-04,114626.0,의류,간편결제
T013040,C00335,2023-05-02,265865.0,식품,카드
T013041,C01106,2024-06-24,342202.0,의류,간편결제
T013042,C00547,2024-01-10,336174.0,식품,간편결제
T013043,C01730,2023-05-21,432415.0,뷰티,현금
T013044,C01375,2023-07-07,261857.0,생활,카드
T013045,C01487,2023-02-27,108797.0,뷰티,간편결제
T013046,C00856,2023-09-03,61605.0,뷰티,현금
T013047,C01310,2024-02-21,405351.0,생활,카드
T013048,C01472,2023-05-28,239737.0,식품,카드
T013049,C00638,2024-02-04,163947.0,뷰티,카드
T013050,C01465,2023-02-10,265611.0,전자,카드
T013051,C00118,2023-09-08,454939.0,생활,간편결제
T013052,C00908,2024-01-14,22077.0,생활,간편결제
T013053,C01304,2023-04-13,134903.0,의류,간편결제
T013054,C00787,2023-10-24,385876.0,식품,간편결제
T013055,C01647,2023-02-28,85836.0,의류,간편결제
T013056,C01687,2023-03-09,148278.0,식품,카드
T013057,C01664,2024-06-14,358651.0,의류,현금
T013058,C00340,2024-03-30,136342.0,의류,간편결제
T013059,C00070,2023-10-26,,의류,현금
T013060,C00063,2023-06-22,470587.0,전자,간편결제
T013061,C00977,2023-10-10,1849.0,전자,간편결제
T013062,C00169,2023-07-28,267229.0,뷰티,간편결제
T013063,C00928,2024-05-21,61380.0,전자,현금
T013064,C00118,2023-01-22,373559.0,생활,카드
T013065,C01991,2024-01-15,31975.0,전자,현금
T013066,C00378,2024-02-28,116576.0,식품,카드
T013067,C00792,2023-06-20,258686.0,의류,간편결제
T013068,C01896,2023-06-16,382841.0,식품,간편결제
T013069,C01482,2023-06-19,289531.0,전자,간편결제
T013070,C00780,2023-07-02,54580.0,의류,간편결제
T013071,C00022,2023-10-11,17880.0,생활,카드
T013072,C01633,2023-05-18,227841.0,전자,간편결제
T013073,C00801,2023-08-04,93953.0,의류,간편결제
T013074,C01853,2023-12-11,321377.0,생활,현금
T013075,C00279,2023-02-16,86389.0,생활,간편결제
T013076,C00940,2023-03-18,286125.0,식품,간편결제
T013077,C00669,2023-03-29,245188.0,의류,카드
T013078,C01110,2024-06-26,35602.0,생활,간편결제
T013079,C01896,2023-05-10,170343.0,뷰티,현금
T013080,C00133,2024-06-14,133083.0,전자,간편결제
T013081,C01529,2024-05-02,387202.0,의류,간편결제
T013082,C01465,2023-03-05,137987.0,식품,간편결제
T013083,C01647,2024-04-29,187602.0,식품,현금
T013084,C01913,2023-02-20,348171.0,의류,현금
T013085,C00779,2023-02-10,107469.0,의류,카드
T013086,C00727,2023-04-01,390478.0,뷰티,간편결제
T013087,C00049,2023-04-05,363520.0,뷰티,간편결제
T013088,C00642,2024-04-25,151123.0,전자,간편결제
T013089,C01876,2023-07-29,494394.0,생활,간편결제
T013090,C00481,2023-01-17,102445.0,생활,카드
T013091,C00722,2024-05-29,472935.0,뷰티,카드
T013092,C00913,2024-05-25,255448.0,의류,현금
T013093,C00196,2023-09-11,337018.0,의류,현금
T013094,C01565,2023-06-01,102473.0,의류,카드
T013095,C01233,2023-03-21,41168.0,생활,카드
T013096,C01804,2023-08-25,211642.0,생활,간편결제
T013097,C01857,2023-08-11,41167.0,전자,카드
T013098,C00819,2023-02-16,298839.0,식품,현금
T013099,C01405,2023-07-11,492488.0,식품,카드
T013100,C01673,2023-07-02,114571.0,의류,현금
T013101,C00155,2023-02-07,193024.0,의류,간편결제
T013102,C00667,2023-05-01,32906.0,전자,간편결제
T013103,C00349,2024-06-09,370509.0,생활,현금
T013104,C01301,2023-09-12,406925.0,뷰티,카드
T013105,C01679,2023-12-27,345111.0,식품,간편결제
T013106,C00899,2024-01-05,198204.0,생활,간편결제
T013107,C00551,2024-04-06,57710.0,뷰티,카드
T013108,C00982,2024-06-11,324836.0,생활,현금
T013109,C00700,2023-07-08,171079.0,뷰티,현금
T013110,C01194,2023-03-20,60954.0,의류,간편결제
T013111,C00412,2024-05-23,235849.0,전자,간편결제
T013112,C01692,2023-03-08,285002.0,의류,카드
T013113,C01675,2023-03-18,244893.0,전자,간편결제
T013114,C00997,2023-03-23,37371.0,의류,카드
T013115,C00176,2023-02-22,41770.0,생활,간편결제
T013116,C01935,2024-04-01,43377.0,의류,카드
T013117,C01926,2023-04-16,208556.0,생활,카드
T013118,C01701,2023-01-26,408725.0,전자,카드
T013119,C00153,2023-11-03,290315.0,전자,카드
T013120,C00508,2023-03-19,109322.0,식품,카드
T013121,C01819,2023-07-01,10301.0,생활,현금
T013122,C00929,2023-12-25,230009.0,생활,간편결제
T013123,C01406,2023-07-19,52591.0,전자,간편결제
T013124,C01646,2024-03-16,285217.0,뷰티,현금
T013125,C01325,2024-04-09,479829.0,생활,카드
T013126,C00527,2023-10-10,407502.0,뷰티,카드
T013127,C01188,2023-12-08,2397.0,전자,간편결제
T013128,C01678,2023-03-19,298654.0,뷰티,간편결제
T013129,C00080,2023-05-30,479228.0,뷰티,간편결제
T013130,C01998,2023-12-03,476226.0,식품,카드
T013131,C01393,2023-04-24,234737.0,식품,간편결제
T013132,C00658,2024-05-21,474888.0,식품,카드
T013133,C01656,2023-12-07,107533.0,뷰티,간편결제
T013134,C01846,2023-01-04,318139.0,의류,간편결제
T013135,C01526,2023-12-10,338698.0,전자,카드
T013136,C00450,2023-02-13,66547.0,의류,카드
T013137,C00137,2023-09-11,261434.0,생활,카드
T013138,C00095,2023-01-31,44338.0,뷰티,간편결제
T013139,C01152,2023-09-23,207400.0,의류,카드
T013140,C01848,2023-04-02,232973.0,뷰티,현금
T013141,C00706,2023-09-14,390531.0,뷰티,현금
T013142,C01272,2023-09-30,268204.0,뷰티,간편결제
T013143,C01119,2023-01-18,227711.0,생활,현금
T013144,C01564,2023-11-06,106346.0,의류,카드
T013145,C01725,2024-06-20,288913.0,의류,간편결제
T013146,C00237,2023-05-01,125489.0,전자,간편결제
T013147,C00902,2024-02-05,86185.0,뷰티,카드
T013148,C01341,2023-05-20,189510.0,생활,카드
T013149,C01866,2024-01-13,261103.0,생활,카드
T013150,C00924,2023-03-10,127156.0,생활,카드
T013151,C00763,2024-06-16,299634.0,식품,간편결제
T013152,C01206,2023-06-17,251425.0,뷰티,간편결제
T013153,C01437,2024-04-12,496291.0,식품,현금
T013154,C01077,2024-02-17,388156.0,생활,카드
T013155,C01397,2023-04-17,438491.0,전자,카드
T013156,C01178,2023-05-30,282134.0,뷰티,카드
T013157,C01780,2023-02-22,34541.0,식품,간편결제
T013158,C01495,2023-07-26,4289.0,생활,카드
T013159,C00051,2023-10-20,34970.0,식품,카드
T013160,C01755,2024-03-21,456711.0,식품,카드
T013161,C01024,2023-05-02,69166.0,전자,간편결제
T013162,C01006,2023-07-16,75206.0,식품,카드
T013163,C00302,2024-05-11,88533.0,전자,간편결제
T013164,C00805,2023-05-02,30220.0,전자,카드
T013165,C00833,2024-04-21,482928.0,식품,간편결제
T013166,C00599,2024-03-19,239257.0,의류,카드
T013167,C00143,2023-07-31,68145.0,식품,간편결제
T013168,C01074,2024-01-06,99347.0,생활,카드
T013169,C01213,2023-01-08,339226.0,의류,간편결제
T013170,C01311,2023-12-06,175534.0,의류,카드
T013171,C00054,2023-06-06,481352.0,전자,현금
T013172,C01940,2023-08-02,290115.0,뷰티,카드
T013173,C01548,2023-05-27,105356.0,생활,카드
T013174,C00083,2023-10-06,456214.0,식품,간편결제
T013175,C01074,2024-05-03,373557.0,전자,간편결제
T013176,C00034,2023-06-27,324990.0,전자,간편결제
T013177,C00917,2023-09-20,,전자,간편결제
T013178,C01410,2023-07-20,463712.0,의류,카드
T013179,C00592,2023-08-31,143414.0,생활,카드
T013180,C00762,2024-04-05,278763.0,전자,카드
T013181,C01039,2023-12-19,296985.0,뷰티,간편결제
T013182,C01552,2023-02-02,276674.0,생활,현금
T013183,C00494,2024-01-05,237856.0,의류,카드
T013184,C00194,2024-05-03,165380.0,뷰티,간편결제
T013185,C00157,2023-02-16,437670.0,전자,간편결제
T013186,C01625,2024-01-26,427773.0,의류,카드
T013187,C00250,2023-11-30,177798.0,전자,간편결제
T013188,C01776,2023-05-13,203923.0,생활,현금
T013189,C01752,2023-07-07,103221.0,식품,카드
T013190,C00027,2023-01-16,140265.0,전자,간편결제
T013191,C00787,2023-09-17,80703.0,생활,간편결제
T013192,C01752,2023-04-28,121140.0,생활,카드
T013193,C00022,2023-03-27,235604.0,생활,간편결제
T013194,C00469,2023-01-24,26345.0,생활,카드
T013195,C01791,2023-03-24,377801.0,뷰티,카드
T013196,C00118,2023-10-20,28050.0,식품,간편결제
T013197,C00938,2023-06-06,137511.0,식품,현금
T013198,C00539,2023-04-28,283785.0,생활,카드
T013199,C00609,2023-02-18,220633.0,전자,간편결제
T013200,C00066,2023-09-21,423946.0,전자,간편결제
T013201,C01535,2023-12-30,442959.0,의류,카드
T013202,C01068,2023-08-05,134424.0,뷰티,간편결제
T013203,C01425,2023-04-03,87988.0,식품,간편결제
T013204,C00126,2023-06-02,118184.0,전자,간편결제
T013205,C01481,2024-06-23,442173.0,의류,간편결제
T013206,C00688,2023-03-14,230949.0,전자,카드
T013207,C00589,2023-06-27,13285.0,의류,카드
T013208,C01269,2024-02-24,431594.0,의류,간편결제
T013209,C00762,2024-01-13,288666.0,뷰티,카드
T013210,C01036,2024-06-25,,생활,카드
T013211,C00515,2024-01-29,19121.0,전자,간편결제
T013212,C00841,2023-10-26,327599.0,의류,카드
T013213,C00103,2023-08-04,133300.0,식품,카드
T013214,C00182,2023-05-29,117216.0,전자,현금
T013215,C01011,2023-04-29,372464.0,생활,현금
T013216,C00381,2023-08-30,185944.0,전자,현금
T013217,C00304,2023-10-15,477531.0,전자,카드
T013218,C00351,2023-10-24,263657.0,의류,간편결제
T013219,C01208,2024-06-22,235769.0,의류,간편결제
T013220,C00168,2023-10-24,180877.0,생활,카드
T013221,C01788,2024-05-16,456562.0,전자,카드
T013222,C01733,2023-03-21,177543.0,생활,카드
T013223,C00127,2024-03-04,362745.0,뷰티,현금
T013224,C01983,2023-12-15,408470.0,뷰티,카드
T013225,C01475,2023-01-04,328187.0,전자,간편결제
T013226,C01920,2023-03-28,78408.0,전자,현금
T013227,C00451,2023-12-22,200112.0,생활,간편결제
T013228,C01223,2023-04-29,23743.0,뷰티,현금
T013229,C01895,2024-02-29,490237.0,뷰티,카드
T013230,C00978,2023-03-10,460105.0,생활,간편결제
T013231,C01524,2024-03-24,208783.0,의류,간편결제
T013232,C00008,2023-05-28,22520.0,의류,간편결제
T013233,C01933,2023-03-02,26606.0,뷰티,간편결제
T013234,C00391,2024-05-01,371936.0,식품,카드
T013235,C01668,2023-04-30,257770.0,뷰티,간편결제
T013236,C01598,2023-05-21,215362.0,전자,카드
T013237,C00805,2023-05-09,304253.0,의류,간편결제
T013238,C00507,2023-12-01,212875.0,생활,현금
T013239,C01209,2024-05-15,5366.0,생활,현금
T013240,C00828,2023-08-08,184295.0,생활,현금
T013241,C01076,2023-07-02,259979.0,식품,간편결제
T013242,C01039,2023-01-17,121363.0,전자,카드
T013243,C01622,2024-05-09,304673.0,생활,간편결제
T013244,C00476,2023-08-27,276555.0,생활,간편결제
T013245,C00450,2023-04-05,15197.0,생활,간편결제
T013246,C00972,2023-07-29,241751.0,전자,현금
T013247,C01381,2023-03-25,191961.0,뷰티,간편결제
T013248,C01434,2024-05-21,92769.0,전자,간편결제
T013249,C01218,2023-03-31,238071.0,의류,현금
T013250,C01965,2024-05-08,84185.0,뷰티,카드
T013251,C00908,2024-02-04,475011.0,뷰티,간편결제
T013252,C01460,2023-02-25,352377.0,의류,간편결제
T013253,C01328,2023-12-19,9481.0,생활,카드
T013254,C01215,2024-03-02,138926.0,생활,간편결제
T013255,C01973,2023-12-21,409295.0,의류,카드
T013256,C00566,2024-04-28,432919.0,의류,간편결제
T013257,C00459,2023-10-05,406636.0,식품,카드
T013258,C00298,2023-12-29,180760.0,식품,현금
T013259,C00893,2024-04-13,99511.0,뷰티,간편결제
T013260,C00013,2023-06-06,398696.0,전자,간편결제
T013261,C00792,2023-09-28,105007.0,전자,간편결제
T013262,C00024,2023-11-10,359644.0,식품,현금
T013263,C00139,2023-02-06,32997.0,생활,간편결제
T013264,C01053,2024-06-21,321478.0,의류,카드
T013265,C01335,2023-02-08,390910.0,의류,카드
T013266,C01342,2024-03-11,497396.0,식품,간편결제
T013267,C00884,2023-06-04,23345.0,식품,카드
T013268,C01978,2024-02-02,10220.0,생활,카드
T013269,C01662,2023-10-24,285834.0,전자,현금
T013270,C01200,2023-02-06,226735.0,전자,카드
T013271,C00471,2023-04-27,204633.0,식품,카드
T013272,C01721,2024-06-05,31881.0,생활,카드
T013273,C01827,2023-07-07,324275.0,전자,간편결제
T013274,C01863,2023-04-17,205417.0,식품,현금
T013275,C01050,2023-04-06,59906.0,전자,카드
T013276,C01417,2023-06-13,85406.0,뷰티,카드
T013277,C01359,2023-11-15,191190.0,생활,카드
T013278,C00773,2024-06-29,290500.0,의류,간편결제
T013279,C00071,2023-08-25,75883.0,의류,카드
T013280,C00989,2023-10-23,260176.0,의류,간편결제
T013281,C01764,2024-05-19,19744.0,뷰티,간편결제
T013282,C00113,2023-10-14,,뷰티,카드
T013283,C01044,2023-05-07,229032.0,뷰티,카드
T013284,C00304,2023-04-02,303720.0,뷰티,간편결제
T013285,C00659,2024-04-01,8146.0,의류,카드
T013286,C01810,2024-06-14,162174.0,의류,카드
T013287,C00492,2024-03-04,200369.0,생활,현금
T013288,C01792,2023-01-19,467973.0,전자,현금
T013289,C00824,2023-03-13,397627.0,의류,간편결제
T013290,C00627,2023-02-18,283006.0,의류,간편결제
T013291,C01146,2023-02-20,354980.0,식품,카드
T013292,C01484,2023-05-06,23488.0,전자,카드
T013293,C01181,2024-03-04,385892.0,식품,간편결제
T013294,C01454,2023-04-22,18611.0,식품,현금
T013295,C00062,2024-04-27,415018.0,생활,간편결제
T013296,C00060,2023-04-24,142410.0,식품,간편결제
T013297,C01272,2023-03-25,91173.0,뷰티,카드
T013298,C00810,2023-07-18,148849.0,전자,현금
T013299,C00327,2023-02-17,89146.0,식품,간편결제
T013300,C01975,2023-01-10,254398.0,의류,간편결제
T013301,C00582,2023-08-27,471815.0,뷰티,카드
T013302,C01057,2023-02-16,406114.0,의류,간편결제
T013303,C00799,2023-01-04,477419.0,뷰티,간편결제
T013304,C00203,2023-12-05,95907.0,생활,현금
T013305,C01285,2023-06-22,45249.0,뷰티,카드
T013306,C01578,2023-03-02,121370.0,뷰티,간편결제
T013307,C01796,2024-01-27,265533.0,의류,카드
T013308,C01918,2023-06-04,197739.0,전자,현금
T013309,C00624,2023-11-09,65438.0,전자,간편결제
T013310,C01812,2023-10-25,304922.0,전자,간편결제
T013311,C01730,2023-11-24,73210.0,생활,간편결제
T013312,C00736,2023-11-09,132875.0,식품,카드
T013313,C00512,2023-07-29,38801.0,의류,현금
T013314,C00274,2023-04-16,345734.0,전자,카드
T013315,C01432,2024-02-25,434163.0,생활,카드
T013316,C00141,2023-08-18,286005.0,식품,카드
T013317,C00745,2023-02-19,120655.0,의류,카드
T013318,C01528,2023-03-28,23155.0,생활,카드
T013319,C01803,2023-12-13,310623.0,식품,간편결제
T013320,C01535,2023-11-05,69715.0,생활,현금
T013321,C01531,2024-03-14,482328.0,식품,간편결제
T013322,C00553,2023-03-21,72162.0,뷰티,카드
T013323,C00180,2023-02-11,137552.0,뷰티,간편결제
T013324,C01060,2023-10-02,20377.0,의류,간편결제
T013325,C00891,2023-10-04,324101.0,뷰티,현금
T013326,C00924,2023-05-13,119301.0,전자,간편결제
T013327,C01426,2024-03-29,,식품,간편결제
T013328,C01140,2023-04-02,92018.0,의류,간편결제
T013329,C00673,2023-03-17,70204.0,식품,카드
T013330,C00936,2023-01-27,370270.0,생활,카드
T013331,C00488,2023-08-05,6941.0,의류,간편결제
T013332,C00215,2024-04-26,86388.0,뷰티,카드
T013333,C00817,2023-07-25,330263.0,뷰티,현금
T013334,C01980,2023-04-27,18753.0,생활,간편결제
T013335,C00356,2023-03-08,26973.0,식품,간편결제
T013336,C01386,2023-03-12,78651.0,의류,간편결제
T013337,C00935,2024-01-21,200158.0,식품,카드
T013338,C01859,2023-08-31,64593.0,생활,간편결제
T013339,C00309,2024-02-19,352555.0,뷰티,간편결제
T013340,C01934,2023-11-06,147802.0,생활,카드
T013341,C01838,2024-05-06,26261.0,식품,카드
T013342,C00002,2024-04-03,462201.0,의류,카드
T013343,C01893,2023-07-15,252083.0,뷰티,카드
T013344,C01758,2023-08-03,137545.0,식품,카드
T013345,C01493,2024-04-19,486337.0,전자,카드
T013346,C01396,2023-06-25,207429.0,생활,간편결제
T013347,C00475,2023-12-16,313055.0,생활,카드
T013348,C01291,2023-01-29,37324.0,생활,카드
T013349,C00006,2024-04-12,387894.0,뷰티,간편결제
T013350,C00634,2023-05-04,170281.0,생활,간편결제
T013351,C00373,2023-10-14,492856.0,전자,카드
T013352,C01014,2023-01-21,258100.0,뷰티,카드
T013353,C00518,2023-06-04,75065.0,의류,현금
T013354,C00685,2023-10-16,383874.0,전자,카드
T013355,C00850,2023-04-19,356038.0,전자,카드
T013356,C01128,2023-04-25,211059.0,의류,간편결제
T013357,C00722,2023-07-13,208102.0,전자,간편결제
T013358,C00441,2024-04-30,,전자,현금
T013359,C01721,2023-11-15,125073.0,뷰티,현금
T013360,C00041,2023-07-17,229459.0,전자,현금
T013361,C00519,2024-06-28,66039.0,의류,카드
T013362,C00590,2023-08-02,295113.0,전자,카드
T013363,C00388,2023-07-20,60901.0,생활,간편결제
T013364,C01143,2023-04-18,136105.0,생활,카드
T013365,C00285,2023-03-01,289387.0,생활,카드
T013366,C00557,2023-01-28,244883.0,전자,카드
T013367,C01001,2023-07-20,322543.0,뷰티,간편결제
T013368,C00241,2024-04-20,274413.0,생활,카드
T013369,C01397,2023-02-19,464971.0,뷰티,카드
T013370,C00535,2023-04-27,285822.0,식품,간편결제
T013371,C01348,2023-05-28,85687.0,뷰티,카드
T013372,C01258,2024-01-21,151878.0,뷰티,간편결제
T013373,C01872,2023-11-07,38105.0,생활,간편결제
T013374,C00238,2023-03-13,45180.0,뷰티,카드
T013375,C00477,2023-04-27,326889.0,뷰티,간편결제
T013376,C01408,2023-04-16,121418.0,뷰티,카드
T013377,C00798,2023-05-10,442251.0,생활,카드
T013378,C00880,2023-10-02,217140.0,생활,간편결제
T013379,C01813,2024-02-13,419927.0,식품,카드
T013380,C01701,2024-01-11,246994.0,식품,카드
T013381,C01463,2023-03-26,34381.0,식품,간편결제
T013382,C01490,2023-08-02,437755.0,뷰티,카드
T013383,C00329,2024-04-07,53212.0,생활,간편결제
T013384,C01798,2023-09-03,252166.0,의류,간편결제
T013385,C00519,2023-03-16,129929.0,식품,간편결제
T013386,C00964,2023-02-27,200528.0,의류,현금
T013387,C01015,2023-05-17,30432.0,전자,카드
T013388,C00138,2023-03-14,146009.0,뷰티,간편결제
T013389,C00115,2023-08-15,285426.0,식품,카드
T013390,C00011,2023-03-25,454154.0,식품,간편결제
T013391,C00322,2023-08-23,12332.0,전자,간편결제
T013392,C00977,2023-12-15,110324.0,생활,간편결제
T013393,C00536,2023-10-05,250828.0,식품,간편결제
T013394,C00896,2024-05-09,94112.0,생활,카드
T013395,C00516,2023-03-23,104478.0,전자,카드
T013396,C01877,2023-04-05,273257.0,생활,카드
T013397,C01500,2023-05-06,224053.0,의류,카드
T013398,C01640,2023-06-02,310396.0,생활,현금
T013399,C00663,2023-03-20,226784.0,생활,간편결제
T013400,C00683,2023-05-23,202031.0,뷰티,간편결제
T013401,C00340,2023-01-08,234463.0,식품,간편결제
T013402,C01790,2023-02-16,127541.0,생활,카드
T013403,C01833,2023-09-30,276502.0,의류,간편결제
T013404,C00480,2024-06-03,298186.0,뷰티,카드
T013405,C00269,2023-07-31,122134.0,전자,간편결제
T013406,C01180,2023-12-29,337503.0,뷰티,간편결제
T013407,C00665,2024-05-22,427962.0,뷰티,간편결제
T013408,C01625,2024-01-27,177639.0,의류,카드
T013409,C01937,2023-08-27,466802.0,식품,간편결제
T013410,C00845,2023-04-09,11578.0,뷰티,카드
T013411,C00844,2023-08-02,223877.0,전자,간편결제
T013412,C00171,2023-08-12,371562.0,의류,간편결제
T013413,C01835,2023-01-07,22063.0,식품,카드
T013414,C01861,2024-05-11,362613.0,식품,간편결제
T013415,C01077,2024-05-21,497386.0,전자,현금
T013416,C00543,2023-04-08,366413.0,의류,현금
T013417,C00962,2023-05-08,147391.0,의류,간편결제
T013418,C00249,2024-05-23,385102.0,뷰티,카드
T013419,C01930,2023-11-25,173661.0,생활,간편결제
T013420,C01498,2023-08-16,91391.0,전자,카드
T013421,C00949,2023-04-15,101477.0,식품,카드
T013422,C00005,2023-10-10,82820.0,의류,카드
T013423,C00182,2023-08-27,146955.0,뷰티,카드
T013424,C00562,2023-09-24,221156.0,전자,현금
T013425,C00897,2024-02-27,13661.0,의류,현금
T013426,C00488,2023-07-30,54817.0,식품,카드
T013427,C00057,2023-03-18,188713.0,생활,현금
T013428,C01555,2023-05-08,276480.0,의류,카드
T013429,C01497,2023-04-22,425369.0,의류,간편결제
T013430,C00289,2023-07-13,255342.0,전자,카드
T013431,C01585,2024-01-06,474507.0,뷰티,간편결제
T013432,C00884,2023-10-23,219146.0,식품,카드
T013433,C00696,2023-02-10,,생활,카드
T013434,C00929,2023-11-12,110217.0,전자,카드
T013435,C00037,2023-11-06,398437.0,생활,카드
T013436,C01714,2023-07-26,121040.0,전자,카드
T013437,C01292,2023-09-30,268973.0,전자,간편결제
T013438,C00354,2023-06-28,180873.0,의류,카드
T013439,C01339,2023-06-14,206980.0,생활,카드
T013440,C00014,2023-12-16,266844.0,식품,간편결제
T013441,C01029,2023-01-12,194834.0,의류,카드
T013442,C01953,2023-01-16,311972.0,전자,현금
T013443,C01798,2023-12-31,388838.0,생활,현금
T013444,C01805,2023-02-10,59691.0,전자,간편결제
T013445,C01917,2023-07-04,52865.0,뷰티,카드
T013446,C01352,2023-07-14,472120.0,식품,카드
T013447,C00148,2023-06-16,63738.0,식품,카드
T013448,C00249,2024-04-27,433543.0,뷰티,간편결제
T013449,C00619,2023-03-19,231106.0,뷰티,카드
T013450,C00736,2024-06-14,479932.0,전자,카드
T013451,C01378,2023-10-03,67337.0,뷰티,현금
T013452,C01551,2023-10-08,258083.0,식품,간편결제
T013453,C01656,2023-06-13,492383.0,뷰티,카드
T013454,C01072,2023-09-25,384075.0,뷰티,카드
T013455,C00211,2023-03-18,274588.0,의류,간편결제
T013456,C00227,2023-03-13,455653.0,전자,카드
T013457,C01010,2023-06-08,417570.0,생활,카드
T013458,C01122,2023-04-24,117245.0,의류,간편결제
T013459,C01445,2023-04-11,169094.0,식품,카드
T013460,C00346,2023-11-11,182343.0,전자,간편결제
T013461,C00260,2023-05-17,308844.0,의류,카드
T013462,C00444,2023-09-24,292249.0,전자,카드
T013463,C00774,2023-09-26,218038.0,생활,카드
T013464,C01116,2024-01-30,131887.0,의류,카드
T013465,C01727,2023-02-11,211700.0,전자,카드
T013466,C01195,2024-03-08,457611.0,전자,간편결제
T013467,C01124,2023-01-13,10618.0,뷰티,간편결제
T013468,C00185,2024-03-12,169489.0,생활,현금
T013469,C01540,2023-08-26,162313.0,식품,카드
T013470,C00139,2023-03-29,263349.0,식품,카드
T013471,C01273,2023-07-10,227271.0,전자,간편결제
T013472,C01081,2023-10-29,337445.0,뷰티,현금
T013473,C00847,2024-04-04,472244.0,생활,현금
T013474,C01375,2023-11-01,266028.0,뷰티,간편결제
T013475,C01102,2023-09-09,323906.0,뷰티,카드
T013476,C00509,2023-08-25,377877.0,전자,카드
T013477,C01667,2023-04-18,48035.0,전자,카드
T013478,C01590,2023-02-16,111580.0,생활,간편결제
T013479,C00895,2023-10-03,440084.0,전자,카드
