고객ID,연월,로그인횟수,서비스이용시간(분),문의횟수,불만횟수
C01845,2023-02,32,1201,3,1
C01845,2023-03,24,1585,2,1
C01845,2023-04,41,1040,3,0
C01845,2023-05,55,1236,0,0
C01845,2023-06,42,1285,2,0
C01845,2023-07,43,1575,0,0
C01845,2023-08,23,1373,4,0
C01845,2023-09,23,2292,0,0
C01845,2023-10,37,1112,0,1
C01845,2023-11,25,1936,0,0
C01845,2023-12,47,1579,1,0
C01845,2024-01,17,1550,3,0
C01845,2024-02,29,1487,4,0
C01845,2024-03,14,1959,2,2
C01845,2024-04,37,1387,1,0
C01845,2024-05,49,2170,1,0
C01845,2024-06,29,2205,1,1
C01846,2023-01,38,1311,0,0
C01846,2023-03,47,1127,0,1
C01846,2023-05,54,1223,0,1
C01846,2023-06,40,1527,1,1
C01846,2023-08,43,1766,1,0
C01846,2023-09,22,1869,0,0
C01846,2023-10,36,1523,2,0
C01846,2023-11,27,1971,3,0
C01846,2024-02,33,1286,1,0
C01846,2024-03,33,1441,3,0
C01846,2024-04,22,1552,2,0
C01846,2024-06,12,1761,2,0
C01847,2023-03,38,1262,2,0
C01847,2023-05,17,1186,1,0
C01847,2023-06,41,1225,3,0
C01847,2023-07,52,1235,1,1
C01847,2023-08,38,1450,1,0
C01847,2024-02,22,1166,0,0
C01847,2024-03,34,1571,2,0
C01847,2024-05,26,1684,0,0
C01847,2024-06,38,1890,1,0
C01848,2023-02,43,2039,0,2
C01848,2023-03,32,1860,4,0
C01848,2023-06,44,1440,2,0
C01848,2023-07,32,1103,6,1
C01848,2023-08,30,1356,4,2
C01848,2023-09,32,1277,5,4
C01848,2023-12,20,1450,7,1
C01848,2024-01,15,818,5,1
C01848,2024-04,9,736,4,2
C01848,2024-06,11,712,8,2
C01849,2023-02,25,2179,0,0
C01849,2023-03,35,1548,1,0
C01849,2023-05,35,2343,0,0
C01849,2023-07,32,1293,5,0
C01849,2023-08,50,2274,3,0
C01849,2023-09,48,1734,0,1
C01849,2023-10,38,1517,4,0
C01849,2023-11,29,1262,1,0
C01849,2023-12,27,1127,5,1
C01849,2024-05,39,2028,0,0
C01849,2024-06,33,1493,0,0
C01850,2023-01,33,1436,2,0
C01850,2023-02,23,1873,0,0
C01850,2023-06,22,1386,0,0
C01850,2023-07,28,1900,3,0
C01850,2023-09,29,2192,2,0
C01850,2023-12,39,570,1,1
C01850,2024-01,52,1159,2,0
C01850,2024-02,23,1385,1,1
C01850,2024-03,23,1895,2,0
C01851,2023-01,28,1583,2,0
C01851,2023-03,57,1645,2,0
C01851,2023-04,39,1252,2,0
C01851,2023-05,43,888,1,0
C01851,2023-06,42,1825,2,0
C01851,2023-07,44,1660,6,1
C01851,2023-08,52,1297,0,1
C01851,2023-09,51,1672,0,0
C01851,2023-10,36,1688,4,2
C01851,2023-12,42,1389,2,0
C01851,2024-01,33,1863,3,0
C01851,2024-02,25,1930,2,1
C01851,2024-03,30,2052,1,0
C01851,2024-04,30,1801,0,1
C01851,2024-05,32,1763,4,0
C01852,2023-01,24,2065,2,0
C01852,2023-02,41,1162,0,0
C01852,2023-03,22,2007,1,0
C01852,2023-04,35,1822,3,0
C01852,2023-06,57,1049,3,0
C01852,2023-07,26,797,1,1
C01852,2023-08,53,789,0,0
C01852,2023-10,55,1894,3,0
C01852,2023-11,47,2001,2,0
C01852,2023-12,48,1333,2,0
C01852,2024-01,55,1928,1,0
C01852,2024-02,31,954,1,0
C01852,2024-04,40,1416,3,0
C01852,2024-05,35,1688,0,0
C01852,2024-06,26,1868,0,0
C01853,2023-02,20,2127,1,0
C01853,2023-03,4,1962,2,0
C01853,2023-08,38,1603,4,0
C01853,2023-12,26,1490,2,1
C01853,2024-01,45,869,1,0
C01853,2024-03,33,1364,6,1
C01853,2024-04,19,1299,0,0
C01853,2024-06,44,1828,4,0
C01854,2023-01,49,924,2,1
C01854,2023-02,7,1597,4,1
C01854,2023-03,47,1156,1,0
C01854,2023-04,39,1494,1,0
C01854,2023-05,26,1346,3,1
C01854,2023-06,44,1601,0,0
C01854,2023-07,24,1594,4,0
C01854,2023-08,38,1396,0,0
C01854,2023-09,22,1774,3,0
C01854,2023-10,28,1599,2,0
C01854,2023-11,23,1908,4,1
C01854,2023-12,48,1880,2,0
C01854,2024-01,37,2513,4,0
C01854,2024-04,13,1453,1,0
C01854,2024-05,26,1257,2,0
C01854,2024-06,27,1917,0,0
C01855,2023-01,52,1966,5,0
C01855,2023-02,26,2468,3,1
C01855,2023-03,45,2364,4,0
C01855,2023-04,34,2030,3,0
C01855,2023-06,36,1650,3,1
C01855,2023-07,17,1661,2,0
C01855,2023-08,18,1037,4,1
C01855,2023-09,20,905,4,2
C01855,2023-10,28,1142,1,3
C01855,2023-11,33,893,1,0
C01855,2023-12,14,921,7,2
C01855,2024-01,11,744,4,1
C01855,2024-02,7,579,2,3
C01855,2024-03,0,214,9,2
C01855,2024-04,1,688,5,2
C01855,2024-05,13,620,3,5
C01856,2023-01,43,1717,3,0
C01856,2023-02,29,1017,1,1
C01856,2023-03,28,876,5,0
C01856,2023-06,45,2596,1,0
C01856,2023-08,30,2537,2,0
C01856,2023-09,18,1805,0,1
C01856,2023-10,34,1535,3,0
C01856,2023-12,35,1638,0,1
C01856,2024-04,47,2029,1,0
C01856,2024-06,30,2313,3,0
C01857,2023-01,48,1825,0,2
C01857,2023-02,31,1836,1,2
C01857,2023-03,31,1626,1,0
C01857,2023-04,21,1907,2,1
C01857,2023-05,38,1250,4,3
C01857,2023-06,22,1201,4,2
C01857,2023-07,21,1506,1,3
C01857,2023-09,27,1348,3,3
C01857,2023-10,29,1289,2,3
C01857,2023-11,16,1067,4,1
C01857,2023-12,15,1194,8,1
C01857,2024-01,16,1390,4,2
C01857,2024-03,7,359,5,1
C01857,2024-04,20,109,6,2
C01857,2024-05,17,0,6,2
C01857,2024-06,7,414,10,4
C01858,2023-02,22,1649,2,2
C01858,2023-03,28,969,2,1
C01858,2023-04,30,813,4,2
C01858,2023-06,55,857,3,0
C01858,2023-07,24,1162,2,1
C01858,2023-08,47,1134,3,0
C01858,2023-11,11,2156,3,1
C01858,2023-12,34,668,4,0
C01858,2024-02,41,1810,2,0
C01858,2024-03,38,1180,3,1
C01858,2024-04,14,932,2,0
C01858,2024-05,46,1290,3,0
C01858,2024-06,35,1369,1,0
C01859,2023-01,49,1401,1,1
C01859,2023-03,39,2163,4,0
C01859,2023-06,36,1433,0,0
C01859,2023-07,34,1246,2,0
C01859,2023-08,26,1384,0,1
C01859,2023-10,36,1862,1,0
C01859,2024-01,43,1812,3,0
C01859,2024-02,31,1761,2,2
C01859,2024-03,31,1455,1,0
C01859,2024-05,32,1791,3,1
C01860,2023-01,32,1381,3,0
C01860,2023-02,38,1052,2,0
C01860,2023-04,32,1055,4,1
C01860,2023-06,46,1606,5,1
C01860,2023-08,40,1562,1,0
C01860,2023-10,39,1023,3,0
C01860,2023-11,18,1308,2,0
C01860,2024-01,37,1628,1,0
C01860,2024-04,42,1614,1,0
C01860,2024-06,29,1578,0,0
C01861,2023-01,30,1442,2,0
C01861,2023-02,13,1633,3,0
C01861,2023-03,49,1442,1,0
C01861,2023-04,16,2244,0,1
C01861,2023-05,36,1148,1,0
C01861,2023-06,29,1426,1,0
C01861,2023-07,28,1468,2,0
C01861,2023-08,41,1141,1,0
C01861,2023-09,42,1209,2,0
C01861,2023-10,33,1179,1,0
C01861,2023-12,31,1291,2,0
C01861,2024-01,31,1038,1,1
C01861,2024-02,37,788,1,0
C01861,2024-03,55,1692,0,0
C01861,2024-04,29,1683,3,0
C01861,2024-05,28,812,3,0
C01861,2024-06,44,2204,2,0
C01862,2023-01,34,1559,0,1
C01862,2023-02,25,1430,3,0
C01862,2023-04,15,1180,2,1
C01862,2023-05,28,1788,3,0
C01862,2023-06,42,1889,2,0
C01862,2023-07,27,1448,0,2
C01862,2023-08,48,1274,2,2
C01862,2023-09,43,1727,1,0
C01862,2023-10,29,2313,3,0
C01862,2023-11,40,1951,1,0
C01862,2023-12,44,1778,1,0
C01862,2024-02,45,1529,2,0
C01862,2024-03,38,1631,2,0
C01862,2024-04,35,631,0,1
C01863,2023-01,47,1145,2,0
C01863,2023-03,20,1611,2,0
C01863,2023-04,27,1449,3,0
C01863,2023-08,37,1811,1,0
C01863,2023-09,31,1415,0,0
C01863,2023-10,47,1288,0,0
C01863,2023-12,44,1965,0,2
C01863,2024-02,44,868,2,0
C01863,2024-04,37,1102,1,0
C01863,2024-05,26,1716,2,0
C01864,2023-02,33,2221,2,0
C01864,2023-03,20,1043,0,1
C01864,2023-04,40,959,1,0
C01864,2023-07,35,1660,2,1
C01864,2023-10,31,1594,1,0
C01864,2024-02,34,1312,3,1
C01864,2024-04,19,1273,0,1
C01864,2024-05,34,1788,1,1
C01864,2024-06,42,1702,3,0
C01865,2023-01,33,1329,3,0
C01865,2023-02,21,1486,0,0
C01865,2023-03,29,2228,3,0
C01865,2023-05,21,1284,5,1
C01865,2023-06,33,1369,2,0
C01865,2023-07,37,1863,1,0
C01865,2023-08,28,1133,1,0
C01865,2023-10,37,1832,0,0
C01865,2023-11,45,1675,0,0
C01865,2023-12,29,1930,2,0
C01865,2024-01,51,1412,0,0
C01865,2024-02,56,1553,0,0
C01865,2024-04,68,1325,0,0
C01865,2024-05,26,1352,1,0
C01865,2024-06,51,1578,2,1
C01866,2023-01,31,2105,4,0
C01866,2023-03,49,1788,2,1
C01866,2023-04,45,1530,2,2
C01866,2023-05,43,1391,2,0
C01866,2023-06,20,1414,5,2
C01866,2023-07,32,1300,4,3
C01866,2023-08,19,1904,1,3
C01866,2023-09,27,1348,1,1
C01866,2023-10,21,1285,2,2
C01866,2024-01,1,779,1,3
C01866,2024-02,22,1065,3,2
C01866,2024-03,15,978,10,2
C01866,2024-04,4,0,6,4
C01867,2023-01,31,1044,2,1
C01867,2023-02,26,1687,2,1
C01867,2023-03,20,1594,3,0
C01867,2023-04,37,1227,1,0
C01867,2023-08,27,1319,1,0
C01867,2023-09,40,1793,2,1
C01867,2023-11,24,1897,4,1
C01867,2023-12,41,1480,1,0
C01867,2024-01,18,1602,0,1
C01867,2024-02,17,1678,1,1
C01867,2024-03,41,2170,2,1
C01867,2024-05,36,930,2,2
C01868,2023-01,23,1637,3,0
C01868,2023-03,35,1532,1,0
C01868,2023-04,58,2143,3,0
C01868,2023-05,44,1796,1,0
C01868,2023-07,66,1585,5,1
C01868,2023-08,36,1809,3,0
C01868,2023-10,37,1794,1,0
C01868,2023-11,54,988,0,0
C01868,2024-01,39,1590,1,1
C01868,2024-02,31,1900,0,1
C01868,2024-04,56,916,0,0
C01868,2024-06,33,1515,2,0
C01869,2023-01,49,2013,1,1
C01869,2023-02,28,2187,0,0
C01869,2023-03,30,1226,1,1
C01869,2023-04,25,1245,0,0
C01869,2023-05,23,1182,1,0
C01869,2023-06,25,1705,0,1
C01869,2023-07,45,1066,4,0
C01869,2023-08,59,2266,1,1
C01869,2023-09,41,1841,1,1
C01869,2023-10,36,1015,1,1
C01869,2023-11,42,2322,4,1
C01869,2023-12,33,1630,2,0
C01869,2024-01,23,1885,0,1
C01869,2024-02,51,1402,0,1
C01869,2024-03,24,1473,0,0
C01869,2024-04,34,1206,0,0
C01869,2024-06,24,1902,1,0
C01870,2023-01,50,1356,3,1
C01870,2023-02,43,1613,1,0
C01870,2023-03,35,942,4,0
C01870,2023-04,36,1140,3,0
C01870,2023-05,40,1828,3,1
C01870,2023-06,22,1094,2,0
C01870,2023-07,46,794,2,0
C01870,2023-08,32,825,2,1
C01870,2023-09,35,1234,3,0
C01870,2023-10,36,1885,1,0
C01870,2023-11,32,982,3,0
C01870,2023-12,27,2738,1,0
C01870,2024-01,46,1377,1,0
C01870,2024-02,29,1486,3,0
C01870,2024-03,29,1780,2,0
C01870,2024-04,45,1576,2,2
C01870,2024-05,47,1130,2,0
C01870,2024-06,40,2355,0,1
C01871,2023-02,38,2418,3,1
C01871,2023-04,30,1604,2,0
C01871,2023-07,22,1648,2,1
C01871,2023-09,32,1425,4,0
C01871,2023-10,47,1667,4,0
C01871,2023-12,44,1889,5,1
C01871,2024-02,28,1330,1,0
C01871,2024-03,41,1251,0,0
C01871,2024-05,25,1333,1,0
C01872,2023-01,53,1962,0,0
C01872,2023-02,52,1822,0,0
C01872,2023-03,28,1448,2,0
C01872,2023-04,24,1465,4,0
C01872,2023-08,18,1010,3,1
C01872,2023-11,27,1143,4,3
C01872,2023-12,4,548,4,2
C01872,2024-03,14,0,4,4
C01873,2023-02,29,2082,3,1
C01873,2023-04,22,1904,0,1
C01873,2023-05,40,1510,3,1
C01873,2023-07,32,936,4,0
C01873,2023-08,14,1188,1,2
C01873,2023-09,12,652,8,0
C01873,2023-12,9,925,3,3
C01873,2024-05,13,393,5,4
C01874,2023-02,53,2167,1,1
C01874,2023-04,42,2526,0,1
C01874,2023-05,47,1128,0,0
C01874,2023-08,23,1379,4,2
C01874,2023-11,13,1689,6,1
C01874,2024-01,12,1243,3,3
C01874,2024-02,11,627,8,3
C01874,2024-03,10,632,5,1
C01874,2024-04,12,359,4,3
C01875,2023-01,37,792,2,0
C01875,2023-02,41,2123,6,1
C01875,2023-04,36,1432,3,0
C01875,2023-05,46,870,2,0
C01875,2023-06,26,1845,5,0
C01875,2023-07,27,1564,2,1
C01875,2023-08,17,1744,2,1
C01875,2023-09,28,1023,2,1
C01875,2023-11,17,1095,1,0
C01875,2023-12,49,965,0,0
C01875,2024-01,28,1719,2,0
C01875,2024-02,28,1873,0,0
C01875,2024-03,44,1383,1,0
C01875,2024-04,20,1444,2,1
C01875,2024-05,28,1499,2,0
C01875,2024-06,39,1375,3,0
C01876,2023-01,46,1745,1,1
C01876,2023-02,29,1339,2,0
C01876,2023-03,33,1704,0,0
C01876,2023-05,27,1428,2,0
C01876,2023-06,35,1957,1,0
C01876,2023-07,46,2183,0,0
C01876,2023-08,24,2010,0,0
C01876,2023-10,15,1804,1,0
C01876,2023-12,44,1909,0,1
C01876,2024-01,34,851,2,0
C01876,2024-02,19,1527,3,1
C01876,2024-04,39,1734,3,0
C01876,2024-05,31,1698,2,0
C01877,2023-01,61,1873,1,0
C01877,2023-02,47,1660,2,1
C01877,2023-03,28,2204,0,1
C01877,2023-06,7,1782,2,1
C01877,2023-12,32,1022,2,2
C01877,2024-02,14,672,0,1
C01877,2024-03,6,985,5,1
C01877,2024-04,18,708,4,2
C01877,2024-06,13,399,2,2
C01878,2023-01,31,1686,1,1
C01878,2023-02,42,1402,0,0
C01878,2023-03,34,1507,0,0
C01878,2023-04,37,1192,1,0
C01878,2023-06,41,1471,2,0
C01878,2023-07,34,1659,2,1
C01878,2023-08,45,1646,4,0
C01878,2023-09,37,1259,1,0
C01878,2023-10,30,1096,1,0
C01878,2023-11,52,1209,2,0
C01878,2024-02,18,1865,1,0
C01878,2024-03,40,1791,2,1
C01878,2024-04,36,1338,0,0
C01879,2023-01,35,1556,2,1
C01879,2023-02,24,1270,2,0
C01879,2023-03,48,1653,1,0
C01879,2023-04,41,1432,2,1
C01879,2023-05,33,1827,3,0
C01879,2023-06,40,1754,1,0
C01879,2023-07,48,1784,2,0
C01879,2023-08,49,1377,3,0
C01879,2023-09,48,2393,1,0
C01879,2023-10,34,2143,1,0
C01879,2023-11,28,1722,0,0
C01879,2023-12,44,708,0,1
C01879,2024-01,53,1370,3,0
C01879,2024-02,22,1438,1,0
C01879,2024-03,29,1341,2,0
C01879,2024-04,26,1202,3,0
C01879,2024-05,31,989,1,0
C01879,2024-06,30,2243,2,0
C01880,2023-01,38,1435,1,1
C01880,2023-02,33,941,2,0
C01880,2023-03,36,426,3,0
C01880,2023-04,36,818,0,0
C01880,2023-05,21,1313,0,0
C01880,2023-06,32,577,0,0
C01880,2023-07,32,1746,3,0
C01880,2023-08,35,1383,2,0
C01880,2023-09,31,1293,1,0
C01880,2023-10,13,1304,2,0
C01880,2023-11,24,1306,4,0
C01880,2023-12,27,826,1,0
C01880,2024-01,24,1854,0,0
C01880,2024-02,36,1583,3,1
C01880,2024-03,36,1496,1,0
C01880,2024-04,49,1371,4,0
C01880,2024-05,46,1678,1,1
C01880,2024-06,30,1386,2,0
C01881,2023-02,29,1898,4,0
C01881,2023-03,43,1830,5,0
C01881,2023-05,47,1485,7,0
C01881,2023-06,38,1622,2,1
C01881,2023-07,41,1432,2,0
C01881,2023-08,30,1285,3,1
C01881,2023-09,21,1691,3,1
C01881,2023-10,18,1424,5,2
C01881,2023-11,10,705,4,3
C01881,2024-01,21,1069,5,2
C01881,2024-02,12,914,6,3
C01881,2024-03,10,822,5,2
C01881,2024-04,3,524,8,4
C01881,2024-06,11,325,6,4
C01882,2023-01,27,2296,0,0
C01882,2023-02,43,1796,2,0
C01882,2023-03,41,1747,2,0
C01882,2023-04,39,2010,3,0
C01882,2023-05,32,1832,2,0
C01882,2023-07,43,2037,0,0
C01882,2023-08,38,1149,3,0
C01882,2023-09,24,1293,2,0
C01882,2023-10,29,1763,2,1
C01882,2023-11,50,1199,1,1
C01882,2023-12,29,1460,0,0
C01882,2024-01,33,1733,3,0
C01882,2024-03,35,1211,2,1
C01882,2024-04,36,1116,1,0
C01882,2024-05,31,1683,2,1
C01883,2023-01,30,2025,0,0
C01883,2023-02,40,1730,0,0
C01883,2023-03,29,1666,0,0
C01883,2023-04,55,1858,2,2
C01883,2023-05,33,2177,5,1
C01883,2023-06,50,1745,1,1
C01883,2023-07,24,1315,6,0
C01883,2023-08,17,1020,6,2
C01883,2023-10,22,1126,0,1
C01883,2023-11,23,1080,0,1
C01883,2023-12,27,1129,4,3
C01883,2024-01,18,1090,4,2
C01883,2024-02,3,1000,5,3
C01883,2024-03,8,480,10,2
C01883,2024-04,14,363,2,2
C01883,2024-05,2,459,7,5
C01883,2024-06,4,0,7,3
C01884,2023-01,15,1540,1,0
C01884,2023-03,32,1300,2,0
C01884,2023-06,34,1010,0,0
C01884,2023-07,18,1280,2,0
C01884,2023-11,35,1550,4,0
C01884,2023-12,22,2350,4,0
C01884,2024-03,19,1543,1,0
C01884,2024-04,28,716,1,0
C01884,2024-05,3,1717,3,0
C01884,2024-06,39,2140,2,0
C01885,2023-01,37,1674,2,0
C01885,2023-02,37,1322,1,0
C01885,2023-03,37,1030,1,0
C01885,2023-04,34,2087,0,1
C01885,2023-06,40,550,0,0
C01885,2023-07,30,2330,1,0
C01885,2023-08,43,668,3,0
C01885,2023-09,47,2030,3,0
C01885,2023-10,45,1879,1,0
C01885,2023-11,32,1010,2,0
C01885,2023-12,44,1387,4,0
C01885,2024-01,32,2148,4,0
C01885,2024-02,31,1935,4,0
C01885,2024-03,49,997,2,0
C01885,2024-04,43,646,3,0
C01885,2024-05,37,1564,0,0
C01885,2024-06,23,1090,2,1
C01886,2023-02,20,1327,2,0
C01886,2023-03,29,699,2,0
C01886,2023-06,21,1827,1,0
C01886,2023-09,44,1472,3,0
C01886,2023-10,38,1909,2,0
C01886,2023-12,28,1116,3,0
C01886,2024-01,27,1952,2,0
C01886,2024-02,33,1107,2,0
C01886,2024-04,39,1832,1,0
C01886,2024-06,45,2082,2,0
C01887,2023-01,20,1174,2,0
C01887,2023-03,49,1421,0,0
C01887,2023-04,38,1587,1,0
C01887,2023-05,21,2176,0,1
C01887,2023-06,31,692,3,0
C01887,2023-07,29,1162,1,0
C01887,2023-08,16,1476,0,0
C01887,2023-09,27,1679,3,0
C01887,2023-10,23,1160,2,0
C01887,2023-11,29,806,1,1
C01887,2024-01,32,1124,2,0
C01887,2024-03,31,1030,3,0
C01887,2024-04,29,973,2,0
C01887,2024-06,31,2125,1,0
C01888,2023-02,45,1941,0,0
C01888,2023-03,27,1442,4,0
C01888,2023-04,38,1411,3,0
C01888,2023-07,34,1488,2,2
C01888,2023-08,34,684,6,1
C01888,2023-12,26,1288,4,1
C01888,2024-01,24,1416,0,1
C01888,2024-02,27,1029,5,3
C01888,2024-04,30,734,6,2
C01888,2024-06,11,1049,8,2
C01889,2023-02,27,1455,4,0
C01889,2023-04,38,1238,4,0
C01889,2023-05,36,1185,0,0
C01889,2023-06,27,1963,0,0
C01889,2023-07,50,1936,1,0
C01889,2023-09,24,1507,1,1
C01889,2023-12,43,1410,0,1
C01889,2024-03,44,982,0,0
C01889,2024-04,47,1530,2,1
C01889,2024-05,43,2002,3,0
C01889,2024-06,33,2011,2,0
C01890,2023-02,51,1530,4,0
C01890,2023-05,23,1551,0,0
C01890,2023-08,34,945,3,0
C01890,2023-09,23,1496,0,1
C01890,2023-11,31,1195,0,1
C01890,2023-12,38,1261,1,0
C01890,2024-03,45,910,2,0
C01890,2024-05,52,1750,3,0
C01891,2023-01,28,1648,2,1
C01891,2023-02,24,1529,1,0
C01891,2023-04,29,1223,3,0
C01891,2023-05,31,946,0,1
C01891,2023-06,41,1916,3,0
C01891,2023-07,26,1887,4,0
C01891,2023-08,40,1013,0,1
C01891,2023-10,45,1302,3,1
C01891,2023-12,11,1133,3,0
C01891,2024-01,42,1461,1,0
C01891,2024-02,34,1905,0,0
C01891,2024-03,37,1870,1,0
C01891,2024-04,47,1997,0,0
C01891,2024-05,44,1642,1,0
C01891,2024-06,38,1804,1,1
C01892,2023-02,46,772,1,0
C01892,2023-03,23,1175,1,0
C01892,2023-05,49,1350,5,0
C01892,2023-06,32,2088,0,0
C01892,2023-08,31,1373,3,1
C01892,2023-11,23,1203,4,0
C01892,2023-12,32,1774,3,2
C01892,2024-02,31,1735,4,0
C01892,2024-03,33,634,2,1
C01892,2024-06,21,2066,1,1
C01893,2023-01,29,2303,4,0
C01893,2023-02,47,1830,0,1
C01893,2023-03,38,2139,3,0
C01893,2023-05,47,1797,0,2
C01893,2023-06,25,2067,5,0
C01893,2023-07,25,2208,5,0
C01893,2023-08,21,2253,6,1
C01893,2023-09,10,1274,3,3
C01893,2023-10,35,1301,2,1
C01893,2023-11,28,1291,2,1
C01893,2023-12,14,614,3,1
C01893,2024-01,13,833,3,3
C01893,2024-02,0,937,4,2
C01893,2024-03,15,1194,5,3
C01893,2024-04,25,928,3,3
C01893,2024-05,17,816,6,4
C01893,2024-06,6,276,5,4
C01894,2023-02,45,2256,1,1
C01894,2023-03,27,1168,3,0
C01894,2023-04,26,1573,2,0
C01894,2023-05,24,1448,1,0
C01894,2023-06,45,2346,3,1
C01894,2023-07,31,1309,1,0
C01894,2023-08,37,1068,0,1
C01894,2023-09,14,1270,2,0
C01894,2023-10,49,1518,2,0
C01894,2023-11,10,1249,1,0
C01894,2023-12,29,950,2,0
C01894,2024-02,38,2095,1,0
C01894,2024-04,47,1123,0,0
C01894,2024-05,33,2083,2,0
C01894,2024-06,31,1074,3,0
C01895,2023-01,39,1594,1,0
C01895,2023-02,22,2014,2,0
C01895,2023-03,11,1681,4,0
C01895,2023-04,32,2157,2,0
C01895,2023-05,37,1776,3,0
C01895,2023-06,42,1540,1,0
C01895,2023-07,41,1350,3,0
C01895,2023-08,26,2102,4,0
C01895,2023-09,35,1463,1,1
C01895,2023-10,44,1975,1,2
C01895,2023-11,25,1763,2,0
C01895,2023-12,37,1143,1,0
C01895,2024-01,40,1137,1,0
C01895,2024-02,43,1683,2,0
C01895,2024-03,26,1756,1,1
C01895,2024-04,45,1370,0,0
C01895,2024-05,42,1283,0,0
C01895,2024-06,18,1506,1,0
C01896,2023-01,46,1075,2,0
C01896,2023-03,33,1580,3,0
C01896,2023-04,46,1166,2,0
C01896,2023-09,47,1229,3,0
C01896,2023-10,38,2078,0,0
C01896,2023-11,48,1749,1,0
C01896,2024-02,27,1962,3,0
C01896,2024-05,39,1077,4,1
C01896,2024-06,40,1388,1,0
C01897,2023-02,35,827,0,0
C01897,2023-03,28,2135,6,0
C01897,2023-09,42,1797,2,0
C01897,2023-12,15,1294,2,1
C01897,2024-01,26,935,0,1
C01897,2024-02,21,1204,2,1
C01897,2024-03,33,1751,1,0
C01897,2024-06,34,1223,1,2
C01898,2023-01,20,2115,4,1
C01898,2023-03,47,1866,2,2
C01898,2023-04,33,1296,1,0
C01898,2023-06,30,1877,2,0
C01898,2023-08,39,1057,4,0
C01898,2023-09,47,1593,2,1
C01898,2023-10,33,1822,2,0
C01898,2024-01,44,1423,2,2
C01898,2024-02,46,1947,2,0
C01898,2024-03,44,1658,0,0
C01898,2024-04,42,1160,1,0
C01898,2024-05,55,1912,4,0
C01898,2024-06,24,1287,2,0
C01899,2023-01,28,1763,1,1
C01899,2023-03,47,1178,0,0
C01899,2023-04,30,2182,3,0
C01899,2023-05,25,1620,1,0
C01899,2023-07,33,1733,1,0
C01899,2023-08,26,1838,4,1
C01899,2023-09,43,1460,1,1
C01899,2023-10,32,2230,3,1
C01899,2023-11,36,1796,2,0
C01899,2023-12,33,1908,0,0
C01899,2024-01,25,1269,0,0
C01899,2024-02,39,1903,2,1
C01899,2024-04,22,1621,1,1
C01899,2024-05,28,1420,3,0
C01900,2023-01,21,800,3,0
C01900,2023-02,34,973,1,1
C01900,2023-04,51,1030,0,0
C01900,2023-05,23,1684,1,0
C01900,2023-06,49,2861,1,0
C01900,2023-07,39,1245,3,0
C01900,2023-09,27,1566,2,1
C01900,2023-11,38,1067,3,0
C01900,2023-12,31,1412,2,0
C01900,2024-01,31,956,2,1
C01900,2024-02,32,1835,1,0
C01900,2024-03,48,1674,0,1
C01900,2024-04,23,1875,2,1
C01900,2024-06,33,1768,2,0
C01901,2023-01,41,2299,3,0
C01901,2023-02,52,2071,0,1
C01901,2023-03,45,2057,2,0
C01901,2023-04,37,1885,1,1
C01901,2023-05,30,1211,5,0
C01901,2023-06,43,888,4,1
C01901,2023-08,35,921,4,2
C01901,2023-11,35,1429,3,2
C01901,2023-12,20,1510,4,1
C01901,2024-01,27,1301,4,2
C01901,2024-02,19,446,5,3
C01901,2024-03,18,1242,4,2
C01901,2024-04,20,832,7,3
C01901,2024-05,13,407,7,4
C01901,2024-06,0,807,7,3
C01902,2023-01,22,1902,3,0
C01902,2023-02,23,1333,1,0
C01902,2023-03,24,1177,3,0
C01902,2023-04,43,1546,2,1
C01902,2023-05,20,1475,1,1
C01902,2023-08,28,1691,2,0
C01902,2023-09,32,1741,2,1
C01902,2023-10,38,1380,3,1
C01902,2023-11,30,1099,0,1
C01902,2023-12,34,1179,3,0
C01902,2024-01,33,1378,0,0
C01902,2024-02,40,1512,1,0
C01902,2024-03,33,1219,4,1
C01902,2024-04,29,2457,0,0
C01902,2024-05,32,1356,3,1
C01902,2024-06,37,1890,0,0
C01903,2023-01,47,2105,1,1
C01903,2023-02,46,2025,2,1
C01903,2023-03,31,1845,1,1
C01903,2023-06,27,1766,0,2
C01903,2023-07,29,1439,4,3
C01903,2023-09,22,985,2,2
C01903,2023-11,39,1632,0,2
C01903,2023-12,18,759,2,1
C01903,2024-01,15,865,5,1
C01903,2024-02,20,822,4,0
C01903,2024-03,10,362,5,2
C01903,2024-04,17,887,7,2
C01903,2024-06,5,479,4,4
C01904,2023-01,39,2318,2,0
C01904,2023-02,32,2366,2,1
C01904,2023-03,36,1884,2,1
C01904,2023-04,39,1129,1,0
C01904,2023-06,32,1762,2,2
C01904,2023-07,17,1362,4,4
C01904,2023-08,25,1171,3,0
C01904,2023-09,14,780,4,4
C01904,2023-12,15,378,4,1
C01904,2024-03,4,1163,6,2
C01904,2024-05,20,778,3,4
C01904,2024-06,0,678,6,3
C01905,2023-01,40,1905,0,0
C01905,2023-02,42,1172,1,0
C01905,2023-06,21,1470,0,1
C01905,2023-07,42,978,4,0
C01905,2023-08,18,1174,0,0
C01905,2023-10,20,1023,0,0
C01905,2023-11,33,1951,0,0
C01905,2023-12,48,1552,3,0
C01905,2024-01,43,1143,3,0
C01905,2024-02,58,1281,3,0
C01905,2024-03,19,1531,0,2
C01905,2024-04,32,1525,2,0
