날짜,카테고리,카테고리매출,카테고리주문수
2024-07-06,뷰티,68.8,23
2024-07-06,생활,71.8,26
2024-07-06,스포츠,77.5,34
2024-07-06,가구,32.5,7
2024-07-06,도서,31.0,5
2024-07-06,완구,34.9,6
2024-07-06,반려,31.2,8
2024-07-07,식품,86.9,16
2024-07-07,의류,90.9,11
2024-07-07,전자,80.8,10
2024-07-07,뷰티,51.6,12
2024-07-07,생활,54.7,9
2024-07-07,스포츠,71.5,12
2024-07-07,가구,30.5,7
2024-07-07,도서,23.7,3
2024-07-07,완구,31.6,4
2024-07-07,반려,26.4,5
2024-07-08,식품,75.7,10
2024-07-08,의류,92.1,26
2024-07-08,전자,68.1,13
2024-07-08,뷰티,40.7,6
2024-07-08,생활,49.0,11
2024-07-08,스포츠,64.7,13
2024-07-08,가구,28.6,7
2024-07-08,도서,26.3,8
2024-07-08,완구,23.9,3
2024-07-08,반려,24.9,7
2024-07-09,식품,78.6,15
2024-07-09,의류,94.2,18
2024-07-09,전자,63.0,13
2024-07-09,뷰티,40.2,7
2024-07-09,생활,50.1,22
2024-07-09,스포츠,50.3,15
2024-07-09,가구,26.3,4
2024-07-09,도서,22.8,2
2024-07-09,완구,26.5,3
2024-07-09,반려,20.0,6
2024-07-10,식품,33.4,6
2024-07-10,의류,46.6,8
2024-07-10,전자,29.9,4
2024-07-10,뷰티,21.3,7
2024-07-10,생활,26.1,3
2024-07-10,스포츠,30.0,5
2024-07-10,가구,11.5,4
2024-07-10,도서,10.5,1
2024-07-10,완구,12.2,3
2024-07-10,반려,12.0,1
2024-07-11,식품,45.6,16
2024-07-11,의류,47.3,18
2024-07-11,전자,41.9,15
2024-07-11,뷰티,29.8,3
2024-07-11,생활,31.1,6
2024-07-11,스포츠,36.8,4
2024-07-11,가구,16.9,7
2024-07-11,도서,12.2,1
2024-07-11,완구,17.1,6
2024-07-11,반려,13.5,2
2024-07-12,식품,67.4,9
2024-07-12,의류,77.2,11
2024-07-12,전자,70.6,18
2024-07-12,뷰티,48.5,7
2024-07-12,생활,61.7,14
2024-07-12,스포츠,61.4,10
2024-07-12,가구,25.7,3
2024-07-12,도서,19.3,5
2024-07-12,완구,27.6,8
2024-07-12,반려,25.5,4
2024-07-13,식품,45.7,6
2024-07-13,의류,54.9,10
2024-07-13,전자,36.3,8
2024-07-13,뷰티,25.3,4
2024-07-13,생활,33.9,8
2024-07-13,스포츠,36.0,11
2024-07-13,가구,17.9,7
2024-07-13,도서,15.8,3
2024-07-13,완구,17.7,4
2024-07-13,반려,16.2,4
2024-07-14,식품,58.8,7
2024-07-14,의류,77.2,14
2024-07-14,전자,60.8,9
2024-07-14,뷰티,32.2,7
2024-07-14,생활,40.3,9
2024-07-14,스포츠,48.8,8
2024-07-14,가구,17.0,2
2024-07-14,도서,16.6,2
2024-07-14,완구,24.1,3
2024-07-14,반려,19.3,5
2024-07-15,식품,69.0,20
2024-07-15,의류,76.7,13
2024-07-15,전자,54.5,6
2024-07-15,뷰티,47.4,11
2024-07-15,생활,50.8,10
2024-07-15,스포츠,60.1,9
2024-07-15,가구,22.0,4
2024-07-15,도서,20.6,2
2024-07-15,완구,22.8,8
2024-07-15,반려,23.5,3
2024-07-16,식품,59.0,11
2024-07-16,의류,67.3,12
2024-07-16,전자,42.8,7
2024-07-16,뷰티,28.0,7
2024-07-16,생활,44.4,11
2024-07-16,스포츠,47.5,13
2024-07-16,가구,17.3,2
2024-07-16,도서,17.7,3
2024-07-16,완구,21.9,9
2024-07-16,반려,18.5,5
2024-07-17,식품,53.5,12
2024-07-17,의류,63.8,10
2024-07-17,전자,40.1,5
2024-07-17,뷰티,27.3,7
2024-07-17,생활,38.9,14
2024-07-17,스포츠,34.7,6
2024-07-17,가구,18.2,6
2024-07-17,도서,15.0,2
2024-07-17,완구,19.7,2
2024-07-17,반려,16.1,2
2024-07-18,식품,49.7,18
2024-07-18,의류,65.2,8
2024-07-18,전자,50.3,23
2024-07-18,뷰티,31.3,5
2024-07-18,생활,39.7,6
2024-07-18,스포츠,40.8,12
2024-07-18,가구,19.9,3
2024-07-18,도서,14.4,3
2024-07-18,완구,21.2,2
2024-07-18,반려,15.2,6
2024-07-19,식품,35.0,9
2024-07-19,의류,50.9,9
2024-07-19,전자,39.0,6
2024-07-19,뷰티,21.4,8
2024-07-19,생활,28.7,9
2024-07-19,스포츠,27.9,4
2024-07-19,가구,15.3,2
2024-07-19,도서,13.7,2
2024-07-19,완구,16.1,4
2024-07-19,반려,14.3,4
2024-07-20,식품,46.2,12
2024-07-20,의류,69.8,8
2024-07-20,전자,50.9,8
2024-07-20,뷰티,31.4,4
2024-07-20,생활,39.6,5
2024-07-20,스포츠,37.7,9
2024-07-20,가구,19.3,6
2024-07-20,도서,17.7,3
2024-07-20,완구,21.1,5
2024-07-20,반려,16.6,3
2024-07-21,식품,49.1,9
2024-07-21,의류,65.3,10
2024-07-21,전자,40.6,5
2024-07-21,뷰티,27.4,6
2024-07-21,생활,30.9,4
2024-07-21,스포츠,35.0,9
2024-07-21,가구,18.4,2
2024-07-21,도서,13.0,1
2024-07-21,완구,19.7,7
2024-07-21,반려,16.0,3
2024-07-22,식품,73.2,14
2024-07-22,의류,89.3,40
2024-07-22,전자,69.6,31
2024-07-22,뷰티,42.4,14
2024-07-22,생활,56.6,14
2024-07-22,스포츠,54.3,11
2024-07-22,가구,26.0,5
2024-07-22,도서,23.4,9
2024-07-22,완구,23.4,4
2024-07-22,반려,24.4,9
2024-07-23,식품,29.9,10
2024-07-23,의류,43.7,9
2024-07-23,전자,35.2,14
2024-07-23,뷰티,19.4,5
2024-07-23,생활,26.6,4
2024-07-23,스포츠,24.3,3
2024-07-23,가구,11.4,1
2024-07-23,도서,10.8,3
2024-07-23,완구,14.2,2
2024-07-23,반려,10.4,1
2024-07-24,식품,68.6,11
2024-07-24,의류,84.4,11
2024-07-24,전자,62.7,30
2024-07-24,뷰티,42.5,13
2024-07-24,생활,55.0,17
2024-07-24,스포츠,63.1,18
2024-07-24,가구,27.2,4
2024-07-24,도서,26.2,3
2024-07-24,완구,30.5,4
2024-07-24,반려,22.1,3
2024-07-25,식품,56.3,26
2024-07-25,의류,60.6,18
2024-07-25,전자,46.6,9
2024-07-25,뷰티,31.3,5
2024-07-25,생활,41.7,7
2024-07-25,스포츠,43.2,11
2024-07-25,가구,16.8,3
2024-07-25,도서,14.3,3
2024-07-25,완구,18.9,3
2024-07-25,반려,15.9,3
2024-07-26,식품,44.1,7
2024-07-26,의류,50.3,14
2024-07-26,전자,37.3,15
2024-07-26,뷰티,26.6,12
2024-07-26,생활,31.9,5
2024-07-26,스포츠,32.0,6
2024-07-26,가구,18.1,2
2024-07-26,도서,13.6,1
2024-07-26,완구,16.4,6
2024-07-26,반려,16.5,2
2024-07-27,식품,73.5,12
2024-07-27,의류,94.4,29
2024-07-27,전자,62.5,12
2024-07-27,뷰티,51.5,25
2024-07-27,생활,59.6,25
2024-07-27,스포츠,58.3,10
2024-07-27,가구,27.1,11
2024-07-27,도서,22.4,4
2024-07-27,완구,23.9,8
2024-07-27,반려,24.0,4
2024-07-28,식품,67.5,12
2024-07-28,의류,102.1,48
2024-07-28,전자,72.5,29
2024-07-28,뷰티,39.5,13
2024-07-28,생활,54.3,7
2024-07-28,스포츠,55.4,9
2024-07-28,가구,25.3,7
2024-07-28,도서,23.3,3
2024-07-28,완구,30.6,4
2024-07-28,반려,22.1,3
2024-07-29,식품,53.5,8
2024-07-29,의류,80.3,38
2024-07-29,전자,53.2,9
2024-07-29,뷰티,38.3,12
2024-07-29,생활,49.5,8
2024-07-29,스포츠,41.6,19
2024-07-29,가구,21.9,8
2024-07-29,도서,16.1,2
2024-07-29,완구,22.3,3
2024-07-29,반려,17.5,2
2024-07-30,식품,73.9,20
2024-07-30,의류,83.0,10
2024-07-30,전자,63.2,10
2024-07-30,뷰티,36.6,7
2024-07-30,생활,48.8,7
2024-07-30,스포츠,58.7,26
2024-07-30,가구,19.4,7
2024-07-30,도서,21.4,7
2024-07-30,완구,24.8,6
2024-07-30,반려,19.7,5
2024-07-31,식품,37.6,6
2024-07-31,의류,46.5,8
2024-07-31,전자,27.8,9
2024-07-31,뷰티,24.0,3
2024-07-31,생활,21.7,3
2024-07-31,스포츠,26.1,6
2024-07-31,가구,10.5,1
2024-07-31,도서,9.1,2
2024-07-31,완구,11.8,3
2024-07-31,반려,10.5,5
2024-08-01,식품,28.9,3
2024-08-01,의류,35.1,8
2024-08-01,전자,28.2,5
2024-08-01,뷰티,20.7,6
2024-08-01,생활,25.3,3
2024-08-01,스포츠,25.9,10
2024-08-01,가구,9.1,1
2024-08-01,도서,10.5,1
2024-08-01,완구,10.4,4
2024-08-01,반려,10.1,1
2024-08-02,식품,57.8,26
2024-08-02,의류,75.4,13
2024-08-02,전자,63.0,9
2024-08-02,뷰티,40.9,15
2024-08-02,생활,50.1,6
2024-08-02,스포츠,56.8,7
2024-08-02,가구,20.8,3
2024-08-02,도서,21.9,3
2024-08-02,완구,22.0,2
2024-08-02,반려,19.5,7
2024-08-03,식품,75.2,12
2024-08-03,의류,101.1,39
2024-08-03,전자,84.5,12
2024-08-03,뷰티,56.1,17
2024-08-03,생활,66.7,32
2024-08-03,스포츠,63.3,14
2024-08-03,가구,32.4,7
2024-08-03,도서,22.4,5
2024-08-03,완구,31.5,4
2024-08-03,반려,29.8,9
2024-08-04,식품,70.3,23
2024-08-04,의류,102.0,50
2024-08-04,전자,63.8,12
2024-08-04,뷰티,44.3,17
2024-08-04,생활,55.1,15
2024-08-04,스포츠,61.5,7
2024-08-04,가구,23.8,5
2024-08-04,도서,27.1,3
2024-08-04,완구,27.8,4
2024-08-04,반려,21.0,3
2024-08-05,식품,82.1,15
2024-08-05,의류,86.9,27
2024-08-05,전자,69.2,12
2024-08-05,뷰티,46.4,21
2024-08-05,생활,54.0,9
2024-08-05,스포츠,51.8,15
2024-08-05,가구,23.2,3
2024-08-05,도서,22.9,3
2024-08-05,완구,25.0,3
2024-08-05,반려,23.8,5
2024-08-06,식품,62.2,17
2024-08-06,의류,97.4,25
2024-08-06,전자,62.2,19
2024-08-06,뷰티,47.7,13
2024-08-06,생활,49.8,11
2024-08-06,스포츠,54.8,12
2024-08-06,가구,24.5,3
2024-08-06,도서,23.9,3
2024-08-06,완구,23.1,3
2024-08-06,반려,19.4,7
2024-08-07,식품,78.7,11
2024-08-07,의류,85.3,11
2024-08-07,전자,73.7,13
2024-08-07,뷰티,44.3,6
2024-08-07,생활,47.3,15
2024-08-07,스포츠,59.1,14
2024-08-07,가구,21.4,5
2024-08-07,도서,20.5,2
2024-08-07,완구,27.2,5
2024-08-07,반려,24.4,3
2024-08-08,식품,62.6,8
2024-08-08,의류,73.3,21
2024-08-08,전자,53.1,8
2024-08-08,뷰티,38.5,6
2024-08-08,생활,48.8,22
2024-08-08,스포츠,42.7,8
2024-08-08,가구,19.6,3
2024-08-08,도서,19.6,3
2024-08-08,완구,21.7,3
2024-08-08,반려,21.2,2
2024-08-09,식품,48.3,9
2024-08-09,의류,48.1,7
2024-08-09,전자,45.9,14
2024-08-09,뷰티,25.1,8
2024-08-09,생활,34.8,7
2024-08-09,스포츠,30.1,4
2024-08-09,가구,15.4,3
2024-08-09,도서,12.9,3
2024-08-09,완구,16.0,3
2024-08-09,반려,13.7,2
2024-08-10,식품,52.5,13
2024-08-10,의류,60.9,8
2024-08-10,전자,40.2,16
2024-08-10,뷰티,31.3,5
2024-08-10,생활,33.8,5
2024-08-10,스포츠,41.2,5
2024-08-10,가구,15.5,2
2024-08-10,도서,13.5,2
2024-08-10,완구,18.8,4
2024-08-10,반려,17.0,8
2024-08-11,식품,110.1,33
2024-08-11,의류,142.0,62
2024-08-11,전자,111.4,15
2024-08-11,뷰티,74.3,25
2024-08-11,생활,84.2,40
2024-08-11,스포츠,95.5,15
2024-08-11,가구,38.2,5
2024-08-11,도서,29.7,5
2024-08-11,완구,38.0,4
2024-08-11,반려,37.4,5
2024-08-12,식품,72.0,17
2024-08-12,의류,86.4,21
2024-08-12,전자,63.1,9
2024-08-12,뷰티,33.7,8
2024-08-12,생활,40.4,5
2024-08-12,스포츠,44.7,8
2024-08-12,가구,24.0,7
2024-08-12,도서,19.6,3
2024-08-12,완구,21.2,3
2024-08-12,반려,18.5,5
2024-08-13,식품,31.8,7
2024-08-13,의류,42.6,5
2024-08-13,전자,28.8,6
2024-08-13,뷰티,18.3,5
2024-08-13,생활,23.4,3
2024-08-13,스포츠,23.3,7
2024-08-13,가구,10.7,4
2024-08-13,도서,10.2,1
2024-08-13,완구,11.6,3
2024-08-13,반려,10.8,4
2024-08-14,식품,51.4,12
2024-08-14,의류,62.3,9
2024-08-14,전자,37.7,5
2024-08-14,뷰티,30.1,13
2024-08-14,생활,30.5,5
2024-08-14,스포츠,38.3,5
2024-08-14,가구,17.0,2
2024-08-14,도서,15.4,2
2024-08-14,완구,15.9,2
2024-08-14,반려,12.2,2
2024-08-15,식품,48.4,10
2024-08-15,의류,47.0,19
2024-08-15,전자,43.8,5
2024-08-15,뷰티,28.4,5
2024-08-15,생활,31.7,8
2024-08-15,스포츠,30.6,8
2024-08-15,가구,15.4,4
2024-08-15,도서,12.2,1
2024-08-15,완구,18.7,2
2024-08-15,반려,14.5,6
2024-08-16,식품,53.4,20
2024-08-16,의류,63.3,9
2024-08-16,전자,49.2,6
2024-08-16,뷰티,32.9,5
2024-08-16,생활,34.3,4
2024-08-16,스포츠,35.6,4
2024-08-16,가구,16.3,5
2024-08-16,도서,16.9,8
2024-08-16,완구,20.3,5
2024-08-16,반려,17.1,2
2024-08-17,식품,79.5,18
2024-08-17,의류,79.5,11
2024-08-17,전자,63.2,14
2024-08-17,뷰티,48.2,9
2024-08-17,생활,51.0,17
2024-08-17,스포츠,53.1,7
2024-08-17,가구,22.5,2
2024-08-17,도서,21.3,8
2024-08-17,완구,28.7,11
2024-08-17,반려,24.1,3
2024-08-18,식품,80.0,11
2024-08-18,의류,108.4,36
2024-08-18,전자,77.3,10
2024-08-18,뷰티,50.4,6
2024-08-18,생활,69.4,31
2024-08-18,스포츠,72.3,10
2024-08-18,가구,34.1,6
2024-08-18,도서,31.6,11
2024-08-18,완구,38.5,5
2024-08-18,반려,30.3,4
2024-08-19,식품,37.9,6
2024-08-19,의류,46.1,11
2024-08-19,전자,35.4,9
2024-08-19,뷰티,22.7,6
2024-08-19,생활,24.6,6
2024-08-19,스포츠,32.7,7
2024-08-19,가구,13.9,4
2024-08-19,도서,11.3,4
2024-08-19,완구,12.4,2
2024-08-19,반려,11.9,3
2024-08-20,식품,68.1,9
2024-08-20,의류,74.9,35
2024-08-20,전자,66.4,28
2024-08-20,뷰티,48.4,8
2024-08-20,생활,50.3,10
2024-08-20,스포츠,55.4,21
2024-08-20,가구,26.8,4
2024-08-20,도서,19.2,3
2024-08-20,완구,22.6,10
2024-08-20,반려,22.0,3
2024-08-21,식품,57.0,18
2024-08-21,의류,69.3,29
2024-08-21,전자,53.1,9
2024-08-21,뷰티,35.9,4
2024-08-21,생활,45.5,5
2024-08-21,스포츠,50.2,7
2024-08-21,가구,21.8,3
2024-08-21,도서,18.3,7
2024-08-21,완구,17.8,2
2024-08-21,반려,17.1,2
2024-08-22,식품,26.6,6
2024-08-22,의류,36.1,4
2024-08-22,전자,22.8,3
2024-08-22,뷰티,18.9,4
2024-08-22,생활,19.9,8
2024-08-22,스포츠,19.0,3
2024-08-22,가구,8.5,2
2024-08-22,도서,9.6,1
2024-08-22,완구,10.8,3
2024-08-22,반려,9.5,1
2024-08-23,식품,38.5,5
2024-08-23,의류,51.0,7
2024-08-23,전자,37.9,14
2024-08-23,뷰티,22.0,9
2024-08-23,생활,24.1,8
2024-08-23,스포츠,33.7,9
2024-08-23,가구,15.1,2
2024-08-23,도서,10.9,2
2024-08-23,완구,13.0,1
2024-08-23,반려,13.0,6
2024-08-24,식품,66.6,10
2024-08-24,의류,62.2,10
2024-08-24,전자,56.8,17
2024-08-24,뷰티,39.1,15
2024-08-24,생활,43.4,21
2024-08-24,스포츠,53.0,8
2024-08-24,가구,18.2,4
2024-08-24,도서,16.3,2
2024-08-24,완구,18.9,2
2024-08-24,반려,20.5,3
2024-08-25,식품,79.5,19
2024-08-25,의류,104.5,18
2024-08-25,전자,84.6,15
2024-08-25,뷰티,51.3,6
2024-08-25,생활,56.3,11
2024-08-25,스포츠,74.4,31
2024-08-25,가구,31.9,4
2024-08-25,도서,28.1,13
2024-08-25,완구,29.1,7
2024-08-25,반려,24.7,3
2024-08-26,식품,70.0,18
2024-08-26,의류,91.5,14
2024-08-26,전자,58.0,13
2024-08-26,뷰티,37.6,4
2024-08-26,생활,49.9,6
2024-08-26,스포츠,50.5,7
2024-08-26,가구,20.1,2
2024-08-26,도서,23.2,5
2024-08-26,완구,26.9,4
2024-08-26,반려,23.2,6
2024-08-27,식품,46.6,6
2024-08-27,의류,61.7,14
2024-08-27,전자,48.1,21
2024-08-27,뷰티,31.5,9
2024-08-27,생활,32.6,6
2024-08-27,스포츠,36.6,7
2024-08-27,가구,16.5,4
2024-08-27,도서,13.1,1
2024-08-27,완구,16.9,3
2024-08-27,반려,15.1,2
2024-08-28,식품,68.0,29
2024-08-28,의류,85.4,10
2024-08-28,전자,58.8,7
2024-08-28,뷰티,40.1,8
2024-08-28,생활,45.0,7
2024-08-28,스포츠,46.5,17
2024-08-28,가구,19.0,5
2024-08-28,도서,19.1,3
2024-08-28,완구,22.2,2
2024-08-28,반려,18.5,3
2024-08-29,식품,35.6,9
2024-08-29,의류,42.3,7
2024-08-29,전자,40.3,12
2024-08-29,뷰티,24.0,11
2024-08-29,생활,33.0,4
2024-08-29,스포츠,27.8,6
2024-08-29,가구,15.9,3
2024-08-29,도서,12.6,3
2024-08-29,완구,15.4,1
2024-08-29,반려,14.3,2
2024-08-30,식품,31.4,6
2024-08-30,의류,37.4,4
2024-08-30,전자,31.8,6
2024-08-30,뷰티,17.0,3
2024-08-30,생활,27.4,5
2024-08-30,스포츠,23.1,10
2024-08-30,가구,10.7,1
2024-08-30,도서,11.5,1
2024-08-30,완구,12.8,2
2024-08-30,반려,10.2,1
2024-08-31,식품,90.9,20
2024-08-31,의류,108.8,39
2024-08-31,전자,73.7,10
2024-08-31,뷰티,59.2,11
2024-08-31,생활,54.5,7
2024-08-31,스포츠,71.7,15
2024-08-31,가구,30.5,6
2024-08-31,도서,26.1,3
2024-08-31,완구,28.5,10
2024-08-31,반려,22.5,5
2024-09-01,식품,96.4,29
2024-09-01,의류,71.5,21
2024-09-01,전자,85.3,38
2024-09-01,뷰티,61.8,11
2024-09-01,생활,63.2,11
2024-09-01,스포츠,55.1,7
2024-09-01,가구,35.7,5
2024-09-01,도서,28.6,12
2024-09-01,완구,33.7,8
2024-09-01,반려,30.1,5
2024-09-02,식품,59.9,17
2024-09-02,의류,41.0,10
2024-09-02,전자,44.5,5
2024-09-02,뷰티,33.5,4
2024-09-02,생활,39.3,8
2024-09-02,스포츠,23.9,4
2024-09-02,가구,21.1,3
2024-09-02,도서,15.3,4
2024-09-02,완구,20.1,2
2024-09-02,반려,15.1,2
2024-09-03,식품,66.4,12
2024-09-03,의류,51.4,23
2024-09-03,전자,65.9,17
2024-09-03,뷰티,45.6,6
2024-09-03,생활,45.5,7
2024-09-03,스포츠,34.2,12
2024-09-03,가구,31.1,5
2024-09-03,도서,21.4,2
2024-09-03,완구,25.7,3
2024-09-03,반려,21.3,7
2024-09-04,식품,56.6,18
2024-09-04,의류,45.7,7
2024-09-04,전자,47.2,18
2024-09-04,뷰티,31.4,12
2024-09-04,생활,40.2,5
2024-09-04,스포츠,28.9,9
2024-09-04,가구,22.4,4
2024-09-04,도서,17.9,3
2024-09-04,완구,17.0,3
2024-09-04,반려,16.6,2
2024-09-05,식품,68.3,22
2024-09-05,의류,54.4,23
2024-09-05,전자,58.8,8
2024-09-05,뷰티,35.9,5
2024-09-05,생활,35.8,15
2024-09-05,스포츠,24.1,9
2024-09-05,가구,24.3,7
2024-09-05,도서,19.0,4
2024-09-05,완구,21.7,3
2024-09-05,반려,16.2,4
2024-09-06,식품,37.6,5
2024-09-06,의류,31.5,8
2024-09-06,전자,36.0,15
2024-09-06,뷰티,23.2,5
2024-09-06,생활,28.1,3
2024-09-06,스포츠,18.9,4
2024-09-06,가구,13.7,2
2024-09-06,도서,10.8,4
2024-09-06,완구,14.0,3
2024-09-06,반려,9.5,1
2024-09-07,식품,64.1,17
2024-09-07,의류,53.4,7
2024-09-07,전자,45.6,7
2024-09-07,뷰티,38.7,11
2024-09-07,생활,42.8,16
2024-09-07,스포츠,30.8,4
2024-09-07,가구,22.1,3
2024-09-07,도서,19.4,4
2024-09-07,완구,22.7,11
2024-09-07,반려,20.2,3
2024-09-08,식품,102.0,17
2024-09-08,의류,77.9,10
2024-09-08,전자,84.7,11
2024-09-08,뷰티,56.0,18
2024-09-08,생활,73.7,12
2024-09-08,스포츠,46.4,5
2024-09-08,가구,33.4,7
2024-09-08,도서,25.2,4
2024-09-08,완구,35.8,4
2024-09-08,반려,27.0,4
2024-09-09,식품,67.8,11
2024-09-09,의류,43.3,7
2024-09-09,전자,57.3,7
2024-09-09,뷰티,34.9,4
2024-09-09,생활,36.6,10
2024-09-09,스포츠,30.4,10
2024-09-09,가구,21.3,4
2024-09-09,도서,17.2,3
2024-09-09,완구,18.8,2
2024-09-09,반려,18.8,4
2024-09-10,식품,35.5,5
2024-09-10,의류,29.6,6
2024-09-10,전자,29.4,7
2024-09-10,뷰티,18.5,3
2024-09-10,생활,25.5,3
2024-09-10,스포츠,17.5,4
2024-09-10,가구,15.2,7
2024-09-10,도서,10.0,1
2024-09-10,완구,12.5,2
2024-09-10,반려,10.5,1
2024-09-11,식품,50.5,7
2024-09-11,의류,44.1,7
2024-09-11,전자,42.2,18
2024-09-11,뷰티,26.5,4
2024-09-11,생활,36.0,7
2024-09-11,스포츠,25.0,6
2024-09-11,가구,20.7,4
2024-09-11,도서,13.7,2
2024-09-11,완구,15.5,6
2024-09-11,반려,13.8,2
2024-09-12,식품,62.8,8
2024-09-12,의류,38.9,7
2024-09-12,전자,50.7,6
2024-09-12,뷰티,36.3,5
2024-09-12,생활,38.7,13
2024-09-12,스포츠,24.7,4
2024-09-12,가구,24.0,4
2024-09-12,도서,17.1,3
2024-09-12,완구,20.5,7
2024-09-12,반려,14.4,4
2024-09-13,식품,55.8,22
2024-09-13,의류,42.4,12
2024-09-13,전자,41.2,5
2024-09-13,뷰티,28.5,8
2024-09-13,생활,31.1,4
2024-09-13,스포츠,21.7,3
2024-09-13,가구,19.2,4
2024-09-13,도서,12.7,2
2024-09-13,완구,17.7,4
2024-09-13,반려,15.1,2
2024-09-14,식품,106.3,35
2024-09-14,의류,69.1,9
2024-09-14,전자,71.5,35
2024-09-14,뷰티,58.3,14
2024-09-14,생활,61.3,13
2024-09-14,스포츠,46.3,11
2024-09-14,가구,41.0,7
2024-09-14,도서,26.4,6
2024-09-14,완구,29.0,5
2024-09-14,반려,25.8,3
2024-09-15,식품,49.3,9
2024-09-15,의류,37.4,5
2024-09-15,전자,40.2,11
2024-09-15,뷰티,30.4,5
2024-09-15,생활,33.8,5
2024-09-15,스포츠,23.4,6
2024-09-15,가구,16.5,2
2024-09-15,도서,12.2,1
2024-09-15,완구,14.4,3
2024-09-15,반려,11.9,2
2024-09-16,식품,88.6,29
2024-09-16,의류,63.4,8
2024-09-16,전자,69.4,10
2024-09-16,뷰티,53.1,6
2024-09-16,생활,63.2,16
2024-09-16,스포츠,42.9,6
2024-09-16,가구,36.3,17
2024-09-16,도서,26.7,4
2024-09-16,완구,30.5,12
2024-09-16,반려,21.6,2
2024-09-17,식품,76.0,17
2024-09-17,의류,65.1,25
2024-09-17,전자,61.8,14
2024-09-17,뷰티,40.3,10
2024-09-17,생활,46.3,15
2024-09-17,스포츠,35.2,4
2024-09-17,가구,29.6,7
2024-09-17,도서,19.0,2
2024-09-17,완구,28.9,7
2024-09-17,반려,19.8,3
2024-09-18,식품,77.0,16
2024-09-18,의류,57.4,9
2024-09-18,전자,67.4,22
2024-09-18,뷰티,45.4,10
2024-09-18,생활,50.6,9
2024-09-18,스포츠,31.5,5
2024-09-18,가구,26.8,9
2024-09-18,도서,19.7,3
2024-09-18,완구,21.6,2
2024-09-18,반려,18.1,4
2024-09-19,식품,28.6,5
2024-09-19,의류,23.3,4
2024-09-19,전자,24.4,10
2024-09-19,뷰티,19.2,3
2024-09-19,생활,20.2,8
2024-09-19,스포츠,15.7,5
2024-09-19,가구,14.0,2
2024-09-19,도서,8.4,1
2024-09-19,완구,11.8,2
2024-09-19,반려,8.6,1
2024-09-20,식품,87.5,14
2024-09-20,의류,55.8,17
2024-09-20,전자,59.5,16
2024-09-20,뷰티,39.7,6
2024-09-20,생활,45.8,10
2024-09-20,스포츠,35.8,9
2024-09-20,가구,26.3,10
2024-09-20,도서,19.2,2
2024-09-20,완구,27.1,11
2024-09-20,반려,20.9,5
2024-09-21,식품,78.3,15
2024-09-21,의류,59.1,15
2024-09-21,전자,56.8,8
2024-09-21,뷰티,47.3,6
2024-09-21,생활,44.2,6
2024-09-21,스포츠,36.3,4
2024-09-21,가구,27.5,4
2024-09-21,도서,18.4,3
2024-09-21,완구,24.4,3
2024-09-21,반려,23.6,5
2024-09-22,식품,49.8,18
2024-09-22,의류,37.5,9
2024-09-22,전자,37.3,5
2024-09-22,뷰티,24.6,4
2024-09-22,생활,36.8,4
2024-09-22,스포츠,23.9,7
2024-09-22,가구,21.1,5
2024-09-22,도서,15.5,2
2024-09-22,완구,17.9,7
2024-09-22,반려,14.1,2
2024-09-23,식품,79.9,36
2024-09-23,의류,63.5,28
2024-09-23,전자,62.2,10
2024-09-23,뷰티,35.3,15
2024-09-23,생활,52.2,12
2024-09-23,스포츠,28.3,4
2024-09-23,가구,31.0,5
2024-09-23,도서,18.0,8
2024-09-23,완구,25.5,4
2024-09-23,반려,20.9,3
2024-09-24,식품,42.2,15
2024-09-24,의류,37.9,7
2024-09-24,전자,37.2,4
2024-09-24,뷰티,27.0,4
2024-09-24,생활,27.0,3
2024-09-24,스포츠,20.2,4
2024-09-24,가구,17.1,3
2024-09-24,도서,13.4,2
2024-09-24,완구,15.8,2
2024-09-24,반려,13.1,2
2024-09-25,식품,62.3,14
2024-09-25,의류,38.7,5
2024-09-25,전자,46.9,16
2024-09-25,뷰티,27.7,9
2024-09-25,생활,40.4,6
2024-09-25,스포츠,22.8,3
2024-09-25,가구,20.5,3
2024-09-25,도서,15.6,2
2024-09-25,완구,18.1,4
2024-09-25,반려,17.2,7
2024-09-26,식품,69.2,11
2024-09-26,의류,46.1,7
2024-09-26,전자,44.7,8
2024-09-26,뷰티,38.5,11
2024-09-26,생활,43.1,9
2024-09-26,스포츠,28.1,8
2024-09-26,가구,23.3,2
2024-09-26,도서,15.3,2
2024-09-26,완구,20.6,3
2024-09-26,반려,17.4,3
2024-09-27,식품,35.2,4
2024-09-27,의류,35.2,11
2024-09-27,전자,33.5,5
2024-09-27,뷰티,26.2,3
2024-09-27,생활,30.8,10
2024-09-27,스포츠,20.6,2
2024-09-27,가구,15.4,3
2024-09-27,도서,11.3,1
2024-09-27,완구,12.8,5
2024-09-27,반려,10.2,2
2024-09-28,식품,65.9,10
2024-09-28,의류,48.4,6
2024-09-28,전자,65.7,8
2024-09-28,뷰티,42.0,15
2024-09-28,생활,46.1,16
2024-09-28,스포츠,35.9,8
2024-09-28,가구,28.1,4
2024-09-28,도서,22.1,3
2024-09-28,완구,24.7,5
2024-09-28,반려,20.2,7
2024-09-29,식품,69.1,13
2024-09-29,의류,41.5,5
2024-09-29,전자,51.4,7
2024-09-29,뷰티,38.1,5
2024-09-29,생활,35.9,10
