유저ID,상품ID,평점,구매일자
USER027,ITEM012,4,2024-03-28
USER187,ITEM020,4,2024-09-28
USER048,ITEM019,3,2024-03-24
USER106,ITEM045,3,2024-08-28
USER087,ITEM014,1,2024-11-19
USER067,ITEM034,2,2024-06-20
USER106,ITEM010,5,2024-04-02
USER114,ITEM023,3,2024-09-02
USER115,ITEM010,3,2024-03-15
USER121,ITEM010,3,2024-05-18
USER008,ITEM008,3,2024-06-06
USER119,ITEM025,4,2024-05-14
USER131,ITEM018,4,2024-11-06
USER056,ITEM007,2,2024-01-11
USER150,ITEM006,3,2024-07-04
USER179,ITEM034,3,2024-01-09
USER114,ITEM048,5,2024-05-20
USER073,ITEM019,4,2024-12-20
USER049,ITEM022,4,2024-09-23
USER151,ITEM023,3,2024-02-23
USER138,ITEM023,4,2024-12-28
USER006,ITEM014,3,2024-03-19
USER018,ITEM005,2,2024-09-10
USER057,ITEM030,2,2024-04-16
USER136,ITEM006,1,2024-05-27
USER039,ITEM016,5,2024-10-05
USER011,ITEM001,2,2024-04-01
USER071,ITEM047,5,2024-11-03
USER090,ITEM043,2,2024-08-13
USER072,ITEM030,3,2024-09-09
USER089,ITEM026,3,2024-03-09
USER176,ITEM017,3,2024-09-08
USER120,ITEM020,2,2024-10-26
USER137,ITEM037,2,2024-01-30
USER028,ITEM007,4,2024-01-10
USER174,ITEM040,3,2024-12-31
USER025,ITEM042,2,2024-04-24
USER002,ITEM049,2,2024-06-23
USER177,ITEM034,3,2024-10-24
USER028,ITEM005,3,2024-06-06
USER153,ITEM029,3,2024-09-21
USER091,ITEM004,4,2024-01-19
USER104,ITEM033,4,2024-11-14
USER063,ITEM011,3,2024-11-26
USER008,ITEM026,1,2024-02-26
USER128,ITEM043,2,2024-06-12
USER143,ITEM002,3,2024-09-09
USER071,ITEM021,3,2024-06-10
USER150,ITEM004,3,2024-01-13
USER175,ITEM050,3,2024-10-28
USER077,ITEM046,2,2024-01-09
USER081,ITEM047,3,2024-12-18
USER046,ITEM049,3,2024-01-02
USER129,ITEM048,4,2024-12-13
USER102,ITEM012,4,2024-05-04
USER132,ITEM008,3,2024-11-24
USER080,ITEM047,3,2024-11-30
USER080,ITEM016,1,2024-07-03
USER081,ITEM032,4,2024-01-27
USER192,ITEM019,1,2024-02-18
USER059,ITEM032,3,2024-05-12
USER006,ITEM029,5,2024-02-12
USER100,ITEM035,3,2024-05-18
USER056,ITEM039,2,2024-10-18
USER100,ITEM006,3,2024-10-02
USER012,ITEM002,2,2024-08-11
USER154,ITEM028,5,2024-03-11
USER075,ITEM033,4,2024-03-08
USER095,ITEM006,3,2024-05-17
USER025,ITEM044,3,2024-06-21
USER172,ITEM025,3,2024-07-17
USER024,ITEM023,4,2024-04-16
USER061,ITEM050,3,2024-04-09
USER116,ITEM018,5,2024-07-31
USER146,ITEM024,3,2024-04-16
USER158,ITEM046,3,2024-12-24
USER192,ITEM007,2,2024-03-31
USER082,ITEM030,3,2024-05-09
USER028,ITEM018,4,2024-11-02
USER102,ITEM001,4,2024-12-21
USER075,ITEM050,2,2024-05-08
USER134,ITEM017,3,2024-06-29
USER180,ITEM014,5,2024-08-28
USER122,ITEM016,1,2024-12-24
USER190,ITEM007,3,2024-04-08
USER065,ITEM023,5,2024-10-27
USER125,ITEM035,1,2024-11-13
USER007,ITEM015,3,2024-09-12
USER003,ITEM033,2,2024-05-21
USER067,ITEM006,4,2024-09-14
USER003,ITEM014,4,2024-04-28
USER113,ITEM037,3,2024-01-28
USER062,ITEM034,2,2024-07-19
USER176,ITEM020,3,2024-08-05
USER179,ITEM005,3,2024-05-25
USER138,ITEM011,2,2024-06-18
USER116,ITEM026,3,2024-08-14
USER175,ITEM010,2,2024-10-04
USER078,ITEM004,4,2024-03-21
USER047,ITEM008,2,2024-01-02
USER033,ITEM043,4,2024-11-02
USER192,ITEM039,3,2024-04-12
USER184,ITEM040,4,2024-08-04
USER019,ITEM019,1,2024-05-01
USER184,ITEM019,2,2024-12-13
USER186,ITEM007,4,2024-12-26
USER102,ITEM032,2,2024-10-14
USER161,ITEM041,4,2024-09-30
USER016,ITEM018,3,2024-04-25
USER083,ITEM011,1,2024-12-30
USER169,ITEM031,3,2024-01-13
USER171,ITEM027,3,2024-12-29
USER134,ITEM028,2,2024-01-07
USER086,ITEM014,2,2024-08-28
USER039,ITEM047,2,2024-05-11
USER138,ITEM027,4,2024-11-11
USER042,ITEM038,3,2024-04-07
USER026,ITEM048,5,2024-12-18
USER143,ITEM032,5,2024-12-28
USER127,ITEM036,2,2024-12-31
USER082,ITEM031,4,2024-07-17
USER058,ITEM017,3,2024-06-25
USER170,ITEM001,3,2024-01-21
USER153,ITEM026,3,2024-09-12
USER109,ITEM035,5,2024-02-13
USER133,ITEM030,3,2024-03-01
USER186,ITEM010,4,2024-07-09
USER010,ITEM048,3,2024-02-12
USER050,ITEM014,3,2024-03-19
USER047,ITEM041,4,2024-12-08
USER149,ITEM004,3,2024-04-04
USER062,ITEM014,4,2024-06-24
USER042,ITEM007,4,2024-02-04
USER009,ITEM017,2,2024-08-26
USER065,ITEM014,4,2024-11-29
USER030,ITEM017,3,2024-12-12
USER178,ITEM007,3,2024-07-09
USER092,ITEM037,2,2024-08-31
USER033,ITEM022,2,2024-01-03
USER148,ITEM048,2,2024-02-06
USER052,ITEM016,2,2024-03-12
USER189,ITEM014,2,2024-02-08
USER143,ITEM038,5,2024-12-24
USER178,ITEM012,4,2024-07-23
USER130,ITEM015,3,2024-09-18
USER176,ITEM033,4,2024-02-15
USER054,ITEM030,3,2024-09-16
USER141,ITEM018,1,2024-09-06
USER047,ITEM032,3,2024-05-02
USER196,ITEM028,5,2024-01-28
USER076,ITEM019,2,2024-05-08
USER112,ITEM003,2,2024-09-28
USER068,ITEM011,4,2024-06-29
USER137,ITEM012,1,2024-05-28
USER029,ITEM005,1,2024-12-09
USER059,ITEM046,3,2024-03-19
USER073,ITEM038,3,2024-05-30
USER116,ITEM009,3,2024-05-21
USER183,ITEM042,4,2024-07-07
USER099,ITEM024,4,2024-01-23
USER131,ITEM038,5,2024-02-10
USER115,ITEM040,3,2024-05-06
USER185,ITEM028,2,2024-01-30
USER069,ITEM001,1,2024-10-12
USER017,ITEM011,4,2024-01-17
USER114,ITEM008,5,2024-01-23
USER181,ITEM036,2,2024-02-09
USER089,ITEM039,5,2024-09-10
USER104,ITEM034,5,2024-09-30
USER066,ITEM049,3,2024-08-18
USER022,ITEM040,2,2024-04-18
USER085,ITEM024,3,2024-12-15
USER125,ITEM034,1,2024-08-02
USER059,ITEM031,3,2024-10-01
USER134,ITEM039,4,2024-08-03
USER191,ITEM046,2,2024-09-30
USER194,ITEM013,4,2024-01-04
USER057,ITEM026,3,2024-07-28
USER186,ITEM026,2,2024-05-21
USER108,ITEM021,3,2024-08-15
USER087,ITEM022,1,2024-05-05
USER019,ITEM014,1,2024-02-04
USER008,ITEM008,2,2024-12-27
USER109,ITEM028,1,2024-04-02
USER135,ITEM039,4,2024-07-03
USER132,ITEM021,2,2024-03-07
USER144,ITEM016,4,2024-06-14
USER149,ITEM018,1,2024-04-13
USER075,ITEM026,3,2024-06-21
USER019,ITEM037,4,2024-12-09
USER163,ITEM035,3,2024-06-27
USER134,ITEM050,5,2024-09-01
USER183,ITEM048,4,2024-06-24
USER145,ITEM019,5,2024-11-27
USER070,ITEM040,4,2024-03-23
USER005,ITEM019,4,2024-10-03
USER043,ITEM022,5,2024-07-24
USER132,ITEM030,3,2024-02-20
USER197,ITEM040,4,2024-10-21
USER113,ITEM007,2,2024-08-23
USER114,ITEM042,4,2024-12-06
USER025,ITEM025,2,2024-12-23
USER128,ITEM009,5,2024-05-03
USER050,ITEM028,2,2024-10-20
USER108,ITEM033,1,2024-11-03
USER122,ITEM020,1,2024-04-20
USER082,ITEM035,4,2024-07-25
USER001,ITEM016,4,2024-02-05
USER162,ITEM022,4,2024-12-06
USER189,ITEM021,3,2024-05-07
USER019,ITEM040,5,2024-05-09
USER028,ITEM013,4,2024-06-03
USER055,ITEM029,1,2024-06-15
USER169,ITEM038,1,2024-03-12
USER092,ITEM015,4,2024-06-08
USER097,ITEM045,5,2024-07-01
USER034,ITEM050,2,2024-02-29
USER048,ITEM042,2,2024-08-31
USER173,ITEM046,2,2024-07-25
USER080,ITEM018,3,2024-05-23
USER018,ITEM043,5,2024-06-24
USER119,ITEM033,3,2024-04-12
USER089,ITEM006,4,2024-05-03
USER169,ITEM010,4,2024-12-07
USER009,ITEM018,2,2024-03-18
USER053,ITEM030,3,2024-07-21
USER116,ITEM005,4,2024-07-07
USER072,ITEM045,1,2024-01-16
USER104,ITEM016,4,2024-05-22
USER052,ITEM028,3,2024-07-13
USER200,ITEM035,1,2024-08-18
USER135,ITEM005,1,2024-10-16
USER114,ITEM020,4,2024-07-08
USER003,ITEM018,3,2024-10-08
USER143,ITEM038,5,2024-02-13
USER009,ITEM006,2,2024-01-09
USER064,ITEM050,2,2024-04-22
USER116,ITEM014,4,2024-10-16
USER182,ITEM035,3,2024-02-24
USER174,ITEM036,1,2024-04-11
USER020,ITEM028,3,2024-04-17
USER190,ITEM012,2,2024-03-15
USER018,ITEM050,4,2024-11-01
USER194,ITEM030,3,2024-05-06
USER096,ITEM050,1,2024-04-23
USER026,ITEM008,2,2024-09-01
USER049,ITEM049,2,2024-11-29
USER157,ITEM031,5,2024-04-29
USER116,ITEM001,4,2024-09-05
USER188,ITEM046,2,2024-05-07
USER050,ITEM026,4,2024-02-29
USER136,ITEM005,3,2024-06-18
USER043,ITEM011,3,2024-11-15
USER005,ITEM002,3,2024-04-14
USER170,ITEM004,3,2024-09-18
USER009,ITEM044,2,2024-10-15
USER044,ITEM041,3,2024-10-31
USER183,ITEM022,3,2024-12-01
USER137,ITEM048,4,2024-09-27
USER095,ITEM009,5,2024-02-07
USER006,ITEM021,4,2024-12-02
USER072,ITEM005,2,2024-12-05
USER063,ITEM047,4,2024-08-24
USER010,ITEM032,3,2024-04-21
USER152,ITEM027,2,2024-08-11
USER053,ITEM001,1,2024-02-20
USER069,ITEM031,2,2024-06-28
USER062,ITEM031,2,2024-03-02
USER033,ITEM003,3,2024-04-11
USER076,ITEM030,4,2024-02-27
USER023,ITEM049,5,2024-12-17
USER037,ITEM026,2,2024-11-23
USER146,ITEM016,4,2024-01-06
USER002,ITEM006,2,2024-08-16
USER122,ITEM018,1,2024-12-23
USER116,ITEM024,2,2024-02-10
USER066,ITEM018,2,2024-12-26
USER047,ITEM045,2,2024-02-20
USER043,ITEM012,3,2024-01-29
USER076,ITEM025,5,2024-09-14
USER045,ITEM027,3,2024-12-16
USER064,ITEM036,5,2024-05-30
USER097,ITEM035,3,2024-05-10
USER066,ITEM050,3,2024-12-04
USER123,ITEM037,3,2024-05-14
USER092,ITEM016,3,2024-10-08
USER196,ITEM044,2,2024-10-21
USER120,ITEM014,2,2024-11-08
USER048,ITEM006,1,2024-07-29
USER072,ITEM036,4,2024-09-02
USER031,ITEM015,3,2024-02-29
USER005,ITEM024,3,2024-06-03
USER174,ITEM030,5,2024-09-27
USER045,ITEM008,4,2024-05-24
USER014,ITEM007,2,2024-10-30
USER069,ITEM037,2,2024-08-05
USER022,ITEM006,4,2024-09-03
USER102,ITEM001,4,2024-10-25
USER152,ITEM022,2,2024-07-30
USER101,ITEM033,2,2024-10-07
USER144,ITEM029,1,2024-03-15
USER186,ITEM045,4,2024-06-28
USER045,ITEM011,5,2024-08-14
USER025,ITEM046,2,2024-02-20
USER088,ITEM047,4,2024-01-21
USER144,ITEM013,2,2024-06-18
USER090,ITEM030,2,2024-04-01
USER157,ITEM048,3,2024-03-30
USER182,ITEM037,3,2024-07-24
USER134,ITEM012,2,2024-01-22
USER082,ITEM038,4,2024-04-11
USER099,ITEM031,2,2024-06-16
USER104,ITEM043,3,2024-06-08
USER042,ITEM048,3,2024-09-29
USER031,ITEM020,4,2024-12-29
USER122,ITEM038,3,2024-09-22
USER185,ITEM024,2,2024-09-13
USER180,ITEM038,3,2024-03-27
USER128,ITEM005,4,2024-03-13
USER169,ITEM033,2,2024-12-08
USER132,ITEM019,3,2024-09-07
USER104,ITEM011,4,2024-05-19
USER160,ITEM012,2,2024-08-14
USER045,ITEM019,5,2024-12-24
USER153,ITEM008,2,2024-11-02
USER052,ITEM020,1,2024-02-12
USER111,ITEM033,1,2024-04-05
USER006,ITEM007,1,2024-06-23
USER020,ITEM050,2,2024-01-27
USER109,ITEM048,2,2024-05-14
USER126,ITEM025,2,2024-12-01
USER002,ITEM017,2,2024-11-19
USER100,ITEM003,4,2024-08-20
USER101,ITEM012,5,2024-04-14
USER146,ITEM027,3,2024-03-27
USER175,ITEM035,3,2024-07-17
USER058,ITEM010,3,2024-11-04
USER014,ITEM017,5,2024-10-11
USER100,ITEM029,5,2024-04-05
USER103,ITEM009,2,2024-08-13
USER068,ITEM018,5,2024-05-13
USER162,ITEM023,5,2024-08-03
USER148,ITEM026,2,2024-01-13
USER019,ITEM036,5,2024-03-11
USER106,ITEM019,2,2024-04-08
USER175,ITEM026,3,2024-03-21
USER115,ITEM050,1,2024-09-06
USER137,ITEM008,3,2024-07-16
USER178,ITEM022,3,2024-08-12
USER065,ITEM042,2,2024-02-21
USER021,ITEM043,2,2024-03-20
USER188,ITEM031,1,2024-06-01
USER191,ITEM005,5,2024-03-13
USER012,ITEM039,5,2024-03-27
USER017,ITEM027,3,2024-12-21
USER031,ITEM040,4,2024-12-25
USER099,ITEM038,2,2024-11-15
USER050,ITEM026,3,2024-02-20
USER077,ITEM048,4,2024-06-06
USER149,ITEM041,2,2024-03-07
USER003,ITEM009,4,2024-11-18
USER069,ITEM018,2,2024-12-11
USER131,ITEM032,4,2024-08-30
USER029,ITEM041,3,2024-08-24
USER186,ITEM005,3,2024-04-30
USER175,ITEM002,3,2024-08-23
USER157,ITEM030,3,2024-09-08
USER172,ITEM030,2,2024-02-05
USER016,ITEM010,5,2024-11-07
USER193,ITEM019,4,2024-06-23
USER137,ITEM007,4,2024-04-21
USER026,ITEM025,4,2024-06-04
USER092,ITEM002,2,2024-11-06
USER187,ITEM036,4,2024-12-02
USER166,ITEM046,4,2024-09-18
USER021,ITEM019,5,2024-09-28
USER007,ITEM041,3,2024-12-22
USER079,ITEM034,2,2024-11-28
USER155,ITEM045,3,2024-04-04
USER001,ITEM023,3,2024-08-07
USER006,ITEM038,3,2024-03-15
USER039,ITEM049,1,2024-12-15
USER166,ITEM016,3,2024-10-17
USER056,ITEM009,2,2024-06-26
USER029,ITEM007,3,2024-06-18
USER107,ITEM018,5,2024-02-14
USER193,ITEM033,4,2024-05-03
USER043,ITEM011,2,2024-05-23
USER126,ITEM006,3,2024-08-30
USER101,ITEM034,2,2024-05-06
USER196,ITEM013,4,2024-07-08
USER006,ITEM028,4,2024-09-08
USER149,ITEM040,3,2024-10-16
USER182,ITEM015,5,2024-05-01
USER037,ITEM002,1,2024-09-08
USER148,ITEM015,3,2024-02-03
USER067,ITEM048,1,2024-03-25
USER065,ITEM034,2,2024-06-10
USER018,ITEM014,2,2024-05-11
USER024,ITEM021,3,2024-04-29
USER049,ITEM025,5,2024-05-28
USER074,ITEM009,2,2024-07-21
USER031,ITEM015,3,2024-02-28
USER021,ITEM049,3,2024-07-10
USER019,ITEM031,5,2024-07-01
USER071,ITEM027,2,2024-05-26
USER169,ITEM027,3,2024-11-24
USER025,ITEM014,3,2024-07-19
USER017,ITEM008,4,2024-04-04
USER057,ITEM036,3,2024-05-27
USER174,ITEM023,5,2024-11-28
USER057,ITEM016,3,2024-02-18
USER108,ITEM042,5,2024-02-17
USER017,ITEM034,4,2024-04-05
USER011,ITEM036,3,2024-10-26
USER059,ITEM049,3,2024-09-02
USER069,ITEM043,2,2024-12-23
USER161,ITEM043,3,2024-05-16
USER099,ITEM044,1,2024-02-17
USER034,ITEM021,4,2024-02-07
USER135,ITEM043,3,2024-08-04
USER169,ITEM019,2,2024-10-26
USER129,ITEM005,3,2024-06-05
USER016,ITEM039,4,2024-03-17
USER055,ITEM003,5,2024-12-20
USER088,ITEM040,3,2024-02-29
USER120,ITEM033,3,2024-12-31
USER085,ITEM027,2,2024-09-24
USER180,ITEM037,3,2024-08-28
USER091,ITEM046,2,2024-07-28
USER004,ITEM004,2,2024-02-20
USER150,ITEM046,1,2024-04-10
USER024,ITEM034,2,2024-02-19
USER098,ITEM012,4,2024-11-09
USER036,ITEM036,3,2024-03-09
USER053,ITEM021,3,2024-10-02
USER071,ITEM029,3,2024-07-23
USER044,ITEM027,5,2024-08-05
USER040,ITEM026,2,2024-06-03
USER019,ITEM015,2,2024-07-23
USER088,ITEM025,3,2024-04-01
USER041,ITEM040,3,2024-01-25
USER020,ITEM050,4,2024-04-09
USER146,ITEM045,3,2024-06-17
USER044,ITEM007,2,2024-11-01
USER065,ITEM017,3,2024-01-03
USER169,ITEM018,3,2024-09-28
USER042,ITEM040,3,2024-07-05
USER095,ITEM042,1,2024-04-02
USER032,ITEM030,3,2024-11-07
USER182,ITEM014,2,2024-03-25
USER004,ITEM012,1,2024-03-16
USER034,ITEM046,1,2024-10-09
USER144,ITEM010,2,2024-09-30
USER017,ITEM042,1,2024-06-29
USER044,ITEM042,3,2024-07-20
USER022,ITEM009,4,2024-03-07
USER055,ITEM050,5,2024-12-19
USER020,ITEM030,5,2024-02-22
USER089,ITEM039,4,2024-03-29
USER114,ITEM018,3,2024-06-17
USER148,ITEM038,3,2024-10-01
USER136,ITEM016,5,2024-05-03
USER200,ITEM040,2,2024-02-08
USER071,ITEM001,1,2024-07-14
USER077,ITEM049,3,2024-07-03
USER134,ITEM001,4,2024-07-09
USER096,ITEM035,2,2024-10-19
USER076,ITEM045,1,2024-07-13
USER102,ITEM013,3,2024-02-14
USER170,ITEM042,3,2024-02-24
USER099,ITEM049,1,2024-01-10
USER186,ITEM042,5,2024-09-01
USER180,ITEM010,2,2024-09-17
USER070,ITEM011,3,2024-05-01
USER004,ITEM024,4,2024-06-07
USER113,ITEM002,3,2024-05-07
USER158,ITEM048,3,2024-07-04
USER175,ITEM042,5,2024-11-23
USER138,ITEM025,5,2024-11-18
USER123,ITEM017,2,2024-05-01
USER148,ITEM026,2,2024-05-14
USER019,ITEM026,2,2024-11-04
USER095,ITEM043,2,2024-11-30
USER157,ITEM008,3,2024-01-24
USER137,ITEM019,1,2024-05-31
USER166,ITEM010,1,2024-09-09
USER162,ITEM031,2,2024-10-14
USER079,ITEM017,1,2024-07-17
USER151,ITEM008,3,2024-08-21
USER094,ITEM034,5,2024-05-25
USER045,ITEM049,2,2024-03-06
USER015,ITEM037,4,2024-04-03
USER014,ITEM041,4,2024-03-19
USER074,ITEM042,4,2024-10-27
USER028,ITEM023,2,2024-05-03
USER011,ITEM004,2,2024-10-07
USER069,ITEM022,4,2024-09-16
USER200,ITEM015,4,2024-01-18
USER108,ITEM016,3,2024-11-19
USER011,ITEM010,2,2024-03-24
USER041,ITEM045,2,2024-06-04
USER040,ITEM018,3,2024-09-02
USER006,ITEM004,2,2024-10-21
USER154,ITEM041,2,2024-08-28
USER103,ITEM046,4,2024-11-05
USER184,ITEM028,3,2024-04-14
USER174,ITEM011,1,2024-08-03
USER064,ITEM027,1,2024-06-05
USER170,ITEM018,1,2024-11-07
USER140,ITEM040,1,2024-11-30
USER198,ITEM044,5,2024-10-25
USER097,ITEM027,2,2024-01-30
USER007,ITEM009,1,2024-06-22
USER014,ITEM004,4,2024-08-29
USER057,ITEM007,3,2024-02-02
USER163,ITEM029,3,2024-10-26
USER106,ITEM010,3,2024-01-18
USER091,ITEM025,5,2024-01-05
USER088,ITEM002,1,2024-10-20
USER165,ITEM003,2,2024-05-07
USER108,ITEM046,5,2024-12-01
USER087,ITEM037,1,2024-07-06
USER134,ITEM022,3,2024-09-16
USER121,ITEM043,2,2024-02-06
USER081,ITEM024,4,2024-11-25
USER184,ITEM016,2,2024-06-15
USER062,ITEM026,2,2024-02-06
USER070,ITEM044,3,2024-03-23
USER190,ITEM042,2,2024-12-03
USER099,ITEM022,3,2024-04-11
USER089,ITEM035,4,2024-07-06
USER116,ITEM028,3,2024-12-28
USER174,ITEM029,5,2024-03-27
USER108,ITEM050,4,2024-01-27
USER029,ITEM011,1,2024-05-02
USER158,ITEM045,2,2024-09-10
USER049,ITEM007,1,2024-01-30
USER080,ITEM043,2,2024-05-23
USER101,ITEM019,5,2024-01-04
USER013,ITEM024,5,2024-08-12
USER123,ITEM020,3,2024-06-06
USER186,ITEM018,5,2024-08-06
USER124,ITEM031,3,2024-02-19
USER198,ITEM045,4,2024-02-11
USER084,ITEM036,3,2024-02-14
USER003,ITEM010,3,2024-04-19
USER100,ITEM006,3,2024-09-15
USER124,ITEM036,3,2024-12-31
USER054,ITEM041,4,2024-02-07
USER066,ITEM011,2,2024-01-05
USER083,ITEM017,3,2024-10-15
USER149,ITEM032,2,2024-06-14
USER106,ITEM018,1,2024-12-16
USER165,ITEM038,5,2024-08-19
USER177,ITEM034,2,2024-01-02
USER058,ITEM049,3,2024-06-12
USER021,ITEM005,5,2024-06-22
USER081,ITEM002,3,2024-09-27
USER152,ITEM015,2,2024-09-14
USER066,ITEM003,4,2024-09-05
USER021,ITEM035,3,2024-10-04
USER080,ITEM038,4,2024-08-25
USER128,ITEM016,4,2024-08-19
USER106,ITEM043,3,2024-05-18
USER173,ITEM030,3,2024-07-04
USER132,ITEM038,3,2024-01-28
USER083,ITEM026,3,2024-10-17
USER049,ITEM050,2,2024-12-13
USER190,ITEM039,2,2024-04-26
USER096,ITEM026,5,2024-05-22
USER098,ITEM047,3,2024-09-26
USER048,ITEM015,4,2024-05-03
USER012,ITEM013,3,2024-09-04
USER145,ITEM043,2,2024-02-06
USER144,ITEM018,4,2024-09-01
USER085,ITEM041,5,2024-05-18
USER104,ITEM006,3,2024-08-25
USER071,ITEM040,2,2024-02-21
USER044,ITEM050,3,2024-08-07
USER039,ITEM026,2,2024-11-11
USER169,ITEM005,3,2024-10-31
USER011,ITEM035,3,2024-04-16
USER007,ITEM004,2,2024-01-27
USER196,ITEM038,4,2024-05-19
USER107,ITEM027,3,2024-06-14
USER147,ITEM004,2,2024-12-16
USER047,ITEM002,3,2024-08-12
USER031,ITEM050,2,2024-08-09
USER035,ITEM045,3,2024-05-04
USER171,ITEM010,3,2024-02-18
USER043,ITEM005,1,2024-04-30
USER142,ITEM024,3,2024-06-17
USER073,ITEM024,3,2024-08-17
USER015,ITEM047,4,2024-07-27
USER190,ITEM039,3,2024-08-23
USER194,ITEM008,5,2024-10-10
USER106,ITEM003,5,2024-12-30
USER022,ITEM047,2,2024-03-18
USER189,ITEM017,2,2024-09-17
USER160,ITEM021,4,2024-10-31
USER058,ITEM019,3,2024-06-08
USER021,ITEM037,4,2024-05-23
USER115,ITEM027,2,2024-03-14
USER091,ITEM001,3,2024-11-03
USER048,ITEM036,2,2024-12-23
USER095,ITEM018,2,2024-10-28
USER095,ITEM009,4,2024-12-17
USER049,ITEM045,2,2024-12-02
USER104,ITEM032,5,2024-10-24
USER086,ITEM007,4,2024-08-11
USER175,ITEM010,3,2024-07-06
USER100,ITEM012,2,2024-03-08
USER055,ITEM014,4,2024-09-22
USER173,ITEM027,3,2024-04-01
USER052,ITEM035,3,2024-06-21
USER133,ITEM018,2,2024-10-04
USER050,ITEM024,2,2024-10-06
USER150,ITEM040,5,2024-09-27
USER018,ITEM018,1,2024-11-20
USER048,ITEM018,4,2024-08-08
USER144,ITEM016,3,2024-03-28
USER082,ITEM015,2,2024-03-29
USER058,ITEM011,3,2024-11-02
USER113,ITEM047,5,2024-03-08
USER179,ITEM034,3,2024-10-04
USER097,ITEM046,4,2024-08-16
USER014,ITEM045,4,2024-08-18
USER112,ITEM028,5,2024-02-25
USER115,ITEM041,2,2024-11-20
USER129,ITEM027,3,2024-11-10
USER074,ITEM039,3,2024-09-18
USER037,ITEM012,4,2024-12-28
USER018,ITEM043,5,2024-10-24
USER027,ITEM018,5,2024-06-18
USER158,ITEM039,3,2024-06-27
USER017,ITEM024,2,2024-03-31
USER162,ITEM004,3,2024-02-26
USER167,ITEM006,3,2024-03-13
USER086,ITEM016,2,2024-04-06
USER011,ITEM006,2,2024-04-02
USER014,ITEM047,4,2024-11-04
USER021,ITEM020,5,2024-04-02
USER194,ITEM021,4,2024-04-10
USER086,ITEM005,3,2024-03-05
USER151,ITEM017,2,2024-03-02
USER144,ITEM042,4,2024-07-16
USER181,ITEM042,2,2024-04-28
USER051,ITEM002,4,2024-03-12
USER018,ITEM014,2,2024-07-25
USER156,ITEM016,5,2024-10-29
USER118,ITEM017,3,2024-05-26
USER133,ITEM035,3,2024-11-17
USER029,ITEM020,3,2024-04-20
USER200,ITEM011,4,2024-05-22
USER039,ITEM033,4,2024-08-01
USER023,ITEM049,5,2024-04-25
USER129,ITEM031,1,2024-05-05
USER063,ITEM047,2,2024-10-20
USER001,ITEM009,3,2024-09-06
USER022,ITEM047,1,2024-05-20
USER134,ITEM044,5,2024-12-08
USER155,ITEM040,1,2024-04-04
USER103,ITEM015,1,2024-09-07
USER074,ITEM033,3,2024-08-23
USER082,ITEM046,1,2024-10-03
USER035,ITEM046,2,2024-08-03
USER161,ITEM023,2,2024-04-05
USER145,ITEM037,2,2024-01-09
USER038,ITEM046,4,2024-09-03
USER170,ITEM010,4,2024-07-04
USER075,ITEM005,3,2024-12-12
USER176,ITEM036,2,2024-07-06
USER124,ITEM019,4,2024-01-30
USER097,ITEM041,5,2024-10-25
USER057,ITEM012,3,2024-09-23
USER099,ITEM014,5,2024-10-03
USER007,ITEM022,4,2024-07-26
USER036,ITEM002,3,2024-03-26
USER147,ITEM032,2,2024-11-23
USER047,ITEM018,4,2024-12-01
USER115,ITEM032,2,2024-05-22
USER164,ITEM010,3,2024-08-13
USER166,ITEM024,3,2024-01-22
USER024,ITEM038,2,2024-09-05
USER097,ITEM025,3,2024-07-06
USER128,ITEM019,3,2024-06-13
USER012,ITEM008,2,2024-10-13
USER021,ITEM042,4,2024-10-25
USER029,ITEM025,5,2024-09-06
USER168,ITEM022,4,2024-01-22
USER099,ITEM050,2,2024-10-07
USER038,ITEM016,2,2024-06-25
USER018,ITEM034,1,2024-07-22
USER017,ITEM014,3,2024-08-23
USER043,ITEM023,5,2024-12-24
USER035,ITEM050,1,2024-03-04
USER032,ITEM027,3,2024-12-12
USER150,ITEM044,2,2024-04-20
USER117,ITEM005,2,2024-01-27
USER112,ITEM030,4,2024-02-28
USER189,ITEM002,4,2024-04-26
USER082,ITEM018,2,2024-02-11
USER139,ITEM008,1,2024-03-23
USER160,ITEM026,4,2024-01-15
USER087,ITEM003,4,2024-10-20
USER192,ITEM037,3,2024-06-10
USER140,ITEM021,3,2024-05-31
USER156,ITEM021,3,2024-05-30
USER062,ITEM028,3,2024-03-06
USER012,ITEM045,3,2024-10-14
USER144,ITEM028,2,2024-01-24
USER027,ITEM009,3,2024-07-05
USER054,ITEM007,3,2024-10-27
USER153,ITEM007,2,2024-04-02
USER110,ITEM026,1,2024-01-24
USER007,ITEM010,2,2024-03-11
USER096,ITEM030,5,2024-06-04
USER187,ITEM011,4,2024-06-26
USER105,ITEM011,3,2024-02-27
USER102,ITEM025,3,2024-10-17
USER058,ITEM033,3,2024-10-31
USER061,ITEM042,2,2024-05-15
USER022,ITEM015,3,2024-08-17
USER095,ITEM008,4,2024-07-17
USER147,ITEM046,2,2024-09-28
USER074,ITEM016,3,2024-09-27
USER129,ITEM022,3,2024-08-01
USER186,ITEM029,3,2024-02-16
USER179,ITEM020,3,2024-02-27
USER026,ITEM001,3,2024-05-30
USER083,ITEM003,4,2024-06-24
USER097,ITEM029,3,2024-11-28
USER143,ITEM016,3,2024-11-27
USER195,ITEM013,2,2024-10-09
