주문ID,주문일자,고객ID,성별,연령,지역,유입채널,카테고리,상품명,단가,수량,할인율,결제방법,주문상태,평점
ORD01600,2024-08-16,CUST0180,남,38.0,세종,검색,생활용품,조명,11000.0,2,0.3,간편결제,배송완료,5.0
ORD01601,2024-08-16,CUST0040,남,30.0,경기,SNS,전자기기,이어폰,309000.0,2,0.05,간편결제,배송완료,5.0
ORD01602,2024-08-17,CUST0194,남,43.0,광주,SNS,의류,패딩,26000.0,1,0.3,간편결제,취소,
ORD01603,2024-08-17,CUST0110,남,42.0,세종,검색,의류,티셔츠,104000.0,2,0.0,간편결제,반품,
ORD01604,2024-08-18,CUST0021,남,48.0,경기,직접방문,의류,티셔츠,27000.0,2,0.0,간편결제,취소,
ORD01605,2024-08-18,CUST0115,남,24.0,인천,이메일,의류,청바지,67000.0,1,0.0,신용카드,배송완료,4.0
ORD01606,2024-08-18,CUST0181,여,31.0,부산,SNS,뷰티,향수,21000.0,1,0.1,신용카드,배송완료,5.0
ORD01607,2024-08-18,CUST0183,남,46.0,서울,직접방문,뷰티,립스틱,112000.0,1,0.0,신용카드,배송완료,4.0
ORD01608,2024-08-19,CUST0120,남,26.0,경기,직접방문,뷰티,향수,25000.0,1,0.3,계좌이체,배송완료,5.0
ORD01609,2024-08-19,CUST0028,남,37.0,대전,이메일,뷰티,마스크팩,28000.0,2,0.0,간편결제,배송완료,4.0
ORD01610,2024-08-19,CUST0042,남,38.0,부산,직접방문,의류,청바지,95000.0,2,0.0,간편결제,배송완료,4.0
ORD01611,2024-08-19,CUST0105,남,36.0,세종,SNS,뷰티,선크림,79000.0,1,0.0,계좌이체,배송완료,5.0
ORD01612,2024-08-19,CUST0108,여,21.0,제주,검색,생활용품,조명,27000.0,1,0.1,신용카드,배송완료,5.0
ORD01613,2024-08-19,CUST0002,남,37.0,인천,직접방문,의류,패딩,94000.0,1,0.1,간편결제,반품,
ORD01614,2024-08-20,CUST0192,여,32.0,서울,이메일,의류,청바지,31000.0,1,0.3,간편결제,배송완료,5.0
ORD01615,2024-08-21,CUST0043,여,51.0,제주,검색,뷰티,마스크팩,85000.0,1,0.15,간편결제,배송완료,5.0
ORD01616,2024-08-21,CUST0177,남,29.0,인천,제휴,뷰티,스킨케어세트,19000.0,1,0.3,계좌이체,반품,
ORD01617,2024-08-22,CUST0144,남,42.0,제주,검색,식품,견과류,32000.0,1,0.3,간편결제,배송완료,5.0
ORD01618,2024-08-22,CUST0119,남,34.0,서울,직접방문,뷰티,향수,108000.0,1,0.1,간편결제,취소,
ORD01619,2024-08-22,CUST0015,남,59.0,서울,SNS,식품,과일선물세트,18000.0,1,0.0,간편결제,배송완료,4.0
ORD01620,2024-08-23,CUST0122,남,36.0,경기,SNS,뷰티,선크림,13000.0,2,0.1,신용카드,배송완료,4.0
ORD01621,2024-08-23,CUST0107,여,42.0,경기,SNS,뷰티,향수,133000.0,1,0.05,신용카드,배송완료,4.0
ORD01622,2024-08-24,CUST0187,남,25.0,대전,직접방문,뷰티,향수,72000.0,2,0.0,신용카드,배송완료,4.0
ORD01623,2024-08-25,CUST0033,여,24.0,경기,SNS,생활용품,텀블러,33000.0,1,0.2,계좌이체,배송완료,5.0
ORD01624,2024-08-26,CUST0144,남,35.0,경기,SNS,의류,니트,60000.0,1,0.3,간편결제,배송완료,4.0
ORD01625,2024-08-26,CUST0052,남,35.0,제주,검색,의류,티셔츠,63000.0,2,0.0,신용카드,배송완료,
ORD01626,2024-08-27,CUST0069,여,39.0,대전,SNS,의류,티셔츠,101000.0,1,0.15,신용카드,배송완료,5.0
ORD01627,2024-08-27,CUST0176,여,39.0,대구,검색,전자기기,보조배터리,117000.0,1,0.05,간편결제,배송완료,5.0
ORD01628,2024-08-27,CUST0069,남,48.0,서울,직접방문,식품,커피세트,23000.0,1,0.15,계좌이체,배송중,
ORD01629,2024-08-27,CUST0111,여,45.0,경기,이메일,전자기기,보조배터리,149000.0,1,0.1,신용카드,배송중,
ORD01630,2024-08-27,CUST0099,남,37.0,제주,SNS,생활용품,쿠션,48000.0,1,0.0,간편결제,반품,
ORD01631,2024-08-27,CUST0018,남,21.0,경기,SNS,의류,티셔츠,114000.0,1,0.05,간편결제,배송완료,4.0
ORD01632,2024-08-28,CUST0141,남,30.0,제주,이메일,전자기기,스피커,120000.0,1,0.1,간편결제,배송중,
ORD01633,2024-08-29,CUST0056,여,19.0,대전,SNS,식품,차세트,56000.0,1,0.15,신용카드,반품,
ORD01634,2024-08-29,CUST0002,남,18.0,서울,검색,식품,건강즙,61000.0,2,0.2,신용카드,배송중,
ORD01635,2024-08-29,CUST0045,여,18.0,경기,검색,뷰티,립스틱,72000.0,3,0.0,간편결제,배송완료,4.0
ORD01636,2024-08-29,CUST0060,여,25.0,경기,SNS,의류,원피스,77000.0,1,0.1,계좌이체,배송완료,5.0
ORD01637,2024-08-29,CUST0181,여,35.0,대전,직접방문,식품,커피세트,71000.0,1,0.0,계좌이체,배송완료,5.0
ORD01638,2024-08-29,CUST0065,남,28.0,서울,검색,전자기기,스마트워치,232000.0,1,0.1,신용카드,배송완료,5.0
ORD01639,2024-08-29,CUST0178,남,18.0,부산,검색,의류,청바지,22000.0,1,0.0,신용카드,배송완료,4.0
ORD01640,2024-08-29,CUST0019,남,,제주,직접방문,생활용품,조명,22000.0,2,0.05,신용카드,배송완료,4.0
ORD01641,2024-08-29,CUST0154,남,50.0,서울,직접방문,식품,과일선물세트,46000.0,1,0.15,신용카드,배송완료,5.0
ORD01642,2024-08-29,CUST0085,여,46.0,서울,검색,의류,원피스,71000.0,1,0.2,신용카드,배송완료,5.0
ORD01643,2024-08-30,CUST0040,남,46.0,서울,직접방문,식품,건강즙,25000.0,1,0.1,간편결제,배송완료,5.0
ORD01644,2024-08-30,CUST0055,남,31.0,서울,제휴,생활용품,방향제,54000.0,2,0.0,간편결제,취소,
ORD01645,2024-08-30,CUST0067,여,24.0,대구,SNS,전자기기,보조배터리,217000.0,1,0.2,신용카드,배송완료,5.0
ORD01646,2024-08-30,CUST0101,여,51.0,부산,검색,전자기기,충전기,109000.0,1,0.1,포인트,반품,
ORD01647,2024-08-31,CUST0127,남,36.0,제주,직접방문,뷰티,선크림,44000.0,2,0.1,신용카드,배송완료,5.0
ORD01648,2024-08-31,CUST0090,여,18.0,경기,검색,뷰티,향수,122000.0,2,0.3,간편결제,취소,
ORD01649,2024-08-31,CUST0084,여,40.0,서울,SNS,의류,니트,81000.0,3,0.15,계좌이체,배송완료,4.0
ORD01650,2024-08-31,CUST0112,남,18.0,경기,검색,전자기기,스피커,33000.0,3,0.0,간편결제,배송완료,4.0
ORD01651,2024-08-31,CUST0191,여,43.0,서울,검색,의류,니트,98000.0,2,0.1,계좌이체,반품,
ORD01652,2024-09-01,CUST0165,여,32.0,대전,SNS,식품,견과류,41000.0,2,0.0,간편결제,배송완료,
ORD01653,2024-09-01,CUST0106,여,22.0,서울,SNS,의류,패딩,115000.0,1,0.0,신용카드,배송중,
ORD01654,2024-09-01,CUST0061,여,38.0,제주,SNS,전자기기,스피커,336000.0,2,0.2,신용카드,취소,
ORD01655,2024-09-01,CUST0168,여,45.0,경기,직접방문,생활용품,조명,42000.0,1,0.1,신용카드,배송완료,
ORD01656,2024-09-01,CUST0115,남,18.0,경기,SNS,전자기기,스마트워치,65000.0,3,0.05,신용카드,배송완료,4.0
ORD01657,2024-09-02,CUST0007,여,24.0,서울,직접방문,의류,청바지,114000.0,1,0.0,간편결제,취소,
ORD01658,2024-09-02,CUST0156,남,48.0,경기,SNS,식품,커피세트,17000.0,1,0.15,신용카드,배송완료,5.0
ORD01659,2024-09-02,CUST0165,여,19.0,서울,SNS,식품,건강즙,26000.0,1,0.05,신용카드,배송완료,5.0
ORD01660,2024-09-02,CUST0131,여,18.0,부산,이메일,뷰티,립스틱,18000.0,1,0.3,신용카드,배송완료,4.0
ORD01661,2024-09-02,CUST0100,남,41.0,경기,SNS,전자기기,스마트워치,175000.0,3,0.0,신용카드,배송완료,5.0
ORD01662,2024-09-02,CUST0181,남,30.0,광주,SNS,식품,견과류,15000.0,1,0.05,계좌이체,배송완료,4.0
ORD01663,2024-09-02,CUST0178,남,41.0,제주,직접방문,생활용품,조명,24000.0,2,0.0,계좌이체,배송완료,5.0
ORD01664,2024-09-02,CUST0069,남,28.0,인천,이메일,생활용품,쿠션,47000.0,1,0.2,포인트,배송중,
ORD01665,2024-09-04,CUST0005,여,26.0,광주,SNS,전자기기,스마트워치,279000.0,1,0.2,포인트,취소,
ORD01666,2024-09-04,CUST0087,여,44.0,인천,이메일,생활용품,방향제,21000.0,1,0.0,간편결제,배송완료,4.0
ORD01667,2024-09-04,CUST0063,여,32.0,제주,이메일,뷰티,립스틱,32000.0,1,0.0,신용카드,배송완료,5.0
ORD01668,2024-09-04,CUST0065,여,37.0,서울,검색,식품,차세트,66000.0,1,0.1,간편결제,배송완료,
ORD01669,2024-09-05,CUST0188,남,28.0,세종,제휴,뷰티,립스틱,58000.0,2,0.0,포인트,배송완료,5.0
ORD01670,2024-09-05,CUST0157,남,27.0,대구,SNS,의류,니트,63000.0,2,0.15,포인트,배송완료,
ORD01671,2024-09-05,CUST0045,남,28.0,대전,직접방문,식품,과일선물세트,50000.0,1,0.0,신용카드,배송완료,5.0
ORD01672,2024-09-05,CUST0046,여,20.0,서울,검색,의류,청바지,17000.0,1,0.3,신용카드,배송완료,
ORD01673,2024-09-05,CUST0113,남,36.0,경기,직접방문,뷰티,립스틱,9000.0,1,0.05,신용카드,배송완료,4.0
ORD01674,2024-09-06,CUST0090,여,37.0,서울,직접방문,의류,티셔츠,90000.0,2,0.0,간편결제,반품,
ORD01675,2024-09-06,CUST0166,여,29.0,광주,SNS,생활용품,텀블러,53000.0,1,0.2,간편결제,배송완료,4.0
ORD01676,2024-09-07,CUST0078,여,33.0,경기,검색,의류,청바지,75000.0,3,0.1,간편결제,배송중,
ORD01677,2024-09-08,CUST0006,여,26.0,인천,제휴,전자기기,충전기,176000.0,1,0.2,계좌이체,배송완료,4.0
ORD01678,2024-09-09,CUST0176,여,37.0,제주,SNS,식품,견과류,66000.0,3,0.0,간편결제,배송완료,5.0
ORD01679,2024-09-09,CUST0093,여,38.0,부산,직접방문,뷰티,향수,55000.0,1,0.1,신용카드,취소,
ORD01680,2024-09-09,CUST0024,남,25.0,서울,SNS,생활용품,쿠션,44000.0,1,0.15,신용카드,배송완료,5.0
ORD01681,2024-09-09,CUST0160,여,36.0,서울,검색,의류,원피스,73000.0,1,0.0,신용카드,배송완료,4.0
ORD01682,2024-09-09,CUST0096,여,37.0,서울,SNS,식품,견과류,38000.0,2,0.1,신용카드,취소,
ORD01683,2024-09-09,CUST0056,여,24.0,경기,직접방문,의류,원피스,117000.0,1,0.3,계좌이체,배송완료,4.0
ORD01684,2024-09-10,CUST0090,남,30.0,서울,검색,생활용품,쿠션,54000.0,1,0.05,신용카드,배송완료,5.0
ORD01685,2024-09-10,CUST0179,여,52.0,부산,이메일,생활용품,텀블러,26000.0,1,0.3,신용카드,배송완료,4.0
ORD01686,2024-09-11,CUST0047,여,31.0,대전,직접방문,의류,청바지,79000.0,1,0.2,간편결제,배송완료,4.0
ORD01687,2024-09-11,CUST0086,여,34.0,서울,검색,생활용품,수건세트,47000.0,1,0.0,계좌이체,반품,
ORD01688,2024-09-11,CUST0137,여,30.0,대구,SNS,식품,건강즙,21000.0,2,0.2,간편결제,반품,
ORD01689,2024-09-11,CUST0169,여,33.0,인천,이메일,식품,건강즙,56000.0,1,0.15,간편결제,배송완료,4.0
ORD01690,2024-09-11,CUST0081,여,39.0,경기,직접방문,생활용품,방향제,58000.0,1,0.15,계좌이체,배송완료,3.0
ORD01691,2024-09-11,CUST0060,남,40.0,광주,이메일,전자기기,보조배터리,199000.0,1,0.1,신용카드,배송완료,4.0
ORD01692,2024-09-11,CUST0042,남,32.0,서울,SNS,전자기기,보조배터리,195000.0,3,0.1,신용카드,취소,
ORD01693,2024-09-11,CUST0197,여,32.0,서울,직접방문,전자기기,이어폰,292000.0,2,0.0,간편결제,배송완료,5.0
ORD01694,2024-09-12,CUST0104,여,35.0,경기,검색,생활용품,방향제,31000.0,1,0.15,간편결제,반품,
ORD01695,2024-09-13,CUST0011,남,40.0,서울,제휴,의류,티셔츠,119000.0,1,0.15,간편결제,배송완료,4.0
ORD01696,2024-09-14,CUST0057,남,40.0,서울,검색,식품,건강즙,79000.0,3,0.2,간편결제,취소,
ORD01697,2024-09-14,CUST0145,여,28.0,광주,직접방문,전자기기,스피커,75000.0,1,0.0,신용카드,취소,
ORD01698,2024-09-14,CUST0170,남,39.0,경기,검색,전자기기,충전기,347000.0,1,0.1,신용카드,배송완료,5.0
ORD01699,2024-09-14,CUST0002,남,38.0,제주,직접방문,의류,티셔츠,98000.0,3,0.1,신용카드,배송완료,
ORD01700,2024-09-15,CUST0014,여,31.0,제주,직접방문,전자기기,보조배터리,162000.0,1,0.2,간편결제,취소,
ORD01701,2024-09-15,CUST0177,남,44.0,경기,SNS,생활용품,수건세트,56000.0,1,0.15,간편결제,배송완료,4.0
ORD01702,2024-09-16,CUST0082,여,35.0,광주,SNS,의류,원피스,77000.0,1,0.3,포인트,배송완료,5.0
ORD01703,2024-09-16,CUST0142,남,40.0,제주,검색,식품,견과류,41000.0,1,0.0,신용카드,배송완료,4.0
ORD01704,2024-09-16,CUST0079,남,36.0,서울,검색,식품,견과류,16000.0,1,0.1,간편결제,배송완료,3.0
ORD01705,2024-09-17,CUST0097,여,22.0,경기,검색,뷰티,선크림,22000.0,2,0.2,포인트,배송완료,4.0
ORD01706,2024-09-17,CUST0102,남,40.0,경기,SNS,뷰티,향수,64000.0,1,0.3,포인트,배송중,
ORD01707,2024-09-17,CUST0102,남,37.0,경기,SNS,전자기기,충전기,348000.0,3,0.3,계좌이체,배송완료,5.0
ORD01708,2024-09-17,CUST0191,남,33.0,인천,SNS,식품,차세트,67000.0,3,0.0,간편결제,배송완료,4.0
ORD01709,2024-09-18,CUST0168,남,38.0,서울,SNS,전자기기,스피커,219000.0,2,0.0,신용카드,배송완료,4.0
ORD01710,2024-09-18,CUST0017,여,54.0,서울,SNS,의류,패딩,38000.0,1,0.0,신용카드,배송완료,5.0
ORD01711,2024-09-18,CUST0162,남,52.0,제주,검색,생활용품,쿠션,52000.0,1,0.05,간편결제,배송중,
ORD01712,2024-09-18,CUST0136,남,40.0,경기,직접방문,뷰티,마스크팩,104000.0,1,0.2,간편결제,배송완료,5.0
ORD01713,2024-09-19,CUST0091,남,51.0,인천,검색,뷰티,선크림,111000.0,1,0.1,포인트,배송완료,5.0
ORD01714,2024-09-19,CUST0180,여,36.0,경기,SNS,생활용품,수건세트,14000.0,2,0.2,간편결제,배송완료,4.0
ORD01715,2024-09-20,CUST0005,n,36.0,인천,직접방문,전자기기,스피커,287000.0,1,0.1,포인트,배송완료,5.0
ORD01716,2024-09-21,CUST0150,여,35.0,경기,직접방문,생활용품,쿠션,46000.0,1,0.15,신용카드,배송완료,
ORD01717,2024-09-21,CUST0116,여,35.0,경기,SNS,식품,견과류,27000.0,3,0.0,계좌이체,취소,
ORD01718,2024-09-22,CUST0019,남,31.0,경기,검색,뷰티,선크림,127000.0,1,0.15,간편결제,취소,
ORD01719,2024-09-22,CUST0052,남,20.0,경기,검색,생활용품,방향제,34000.0,1,0.0,신용카드,배송완료,4.0
ORD01720,2024-09-23,CUST0025,남,35.0,경기,직접방문,식품,과일선물세트,38000.0,1,0.0,간편결제,배송중,
ORD01721,2024-09-23,CUST0026,여,25.0,부산,직접방문,의류,티셔츠,39000.0,2,0.2,간편결제,배송완료,5.0
ORD01722,2024-09-23,CUST0077,여,43.0,인천,SNS,생활용품,조명,33000.0,1,0.0,신용카드,배송완료,5.0
ORD01723,2024-09-23,CUST0001,여,40.0,세종,검색,생활용품,수건세트,55000.0,1,0.3,간편결제,반품,
ORD01724,2024-09-23,CUST0011,남,24.0,경기,직접방문,생활용품,쿠션,26000.0,2,0.1,신용카드,배송완료,5.0
ORD01725,2024-09-24,CUST0178,여,27.0,대전,제휴,의류,니트,119000.0,1,0.0,신용카드,배송완료,4.0
ORD01726,2024-09-25,CUST0007,여,40.0,경기,검색,의류,원피스,32000.0,3,0.0,간편결제,배송완료,5.0
ORD01727,2024-09-25,CUST0184,여,34.0,경기,SNS,생활용품,쿠션,27000.0,3,0.05,간편결제,반품,
ORD01728,2024-09-26,CUST0198,여,36.0,대구,검색,전자기기,이어폰,128000.0,2,0.1,계좌이체,배송완료,3.0
ORD01729,2024-09-26,CUST0032,남,40.0,제주,SNS,의류,패딩,22000.0,3,0.3,계좌이체,배송중,
ORD01730,2024-09-26,CUST0127,남,23.0,세종,검색,뷰티,마스크팩,87000.0,3,0.3,간편결제,배송완료,4.0
ORD01731,2024-09-26,CUST0048,여,18.0,경기,직접방문,의류,티셔츠,34000.0,2,0.0,간편결제,배송완료,5.0
ORD01732,2024-09-26,CUST0094,남,18.0,제주,제휴,뷰티,스킨케어세트,121000.0,1,0.05,신용카드,배송완료,5.0
ORD01733,2024-09-27,CUST0142,여,,서울,SNS,뷰티,향수,71000.0,2,0.05,신용카드,배송완료,4.0
ORD01734,2024-09-27,CUST0197,여,38.0,경기,직접방문,전자기기,보조배터리,154000.0,2,0.2,간편결제,배송중,
ORD01735,2024-09-27,CUST0126,여,46.0,경기,SNS,생활용품,쿠션,54000.0,3,0.05,간편결제,배송완료,4.0
ORD01736,2024-09-27,CUST0056,여,23.0,광주,검색,식품,차세트,75000.0,2,0.2,신용카드,배송완료,4.0
ORD01737,2024-09-28,CUST0011,n,27.0,서울,검색,전자기기,보조배터리,125000.0,1,0.0,간편결제,배송완료,4.0
ORD01738,2024-09-28,CUST0083,남,40.0,경기,제휴,뷰티,마스크팩,127000.0,1,0.1,간편결제,배송완료,5.0
ORD01739,2024-09-28,CUST0035,남,28.0,인천,검색,식품,차세트,56000.0,3,0.0,신용카드,배송완료,5.0
ORD01740,2024-09-29,CUST0104,여,19.0,부산,제휴,생활용품,조명,43000.0,2,0.2,간편결제,배송완료,5.0
ORD01741,2024-09-29,CUST0148,여,41.0,부산,검색,뷰티,립스틱,40000.0,1,0.0,계좌이체,배송완료,4.0
ORD01742,2024-09-29,CUST0172,여,43.0,서울,이메일,의류,니트,16000.0,1,0.05,간편결제,배송완료,3.0
ORD01743,2024-09-29,CUST0158,남,42.0,서울,이메일,의류,청바지,61000.0,2,0.2,간편결제,배송완료,4.0
ORD01744,2024-09-29,CUST0061,남,34.0,제주,검색,의류,니트,67000.0,1,0.1,신용카드,배송완료,3.0
ORD01745,2024-09-29,CUST0174,여,41.0,광주,SNS,전자기기,보조배터리,345000.0,2,0.0,간편결제,취소,
ORD01746,2024-09-30,CUST0006,여,33.0,부산,직접방문,식품,과일선물세트,31000.0,2,0.0,신용카드,배송완료,4.0
ORD01747,2024-10-01,CUST0040,남,50.0,인천,제휴,뷰티,스킨케어세트,90000.0,2,0.0,포인트,배송완료,4.0
ORD01748,2024-10-02,CUST0060,남,18.0,서울,SNS,의류,티셔츠,30000.0,1,0.05,간편결제,배송완료,5.0
ORD01749,2024-10-03,CUST0043,여,35.0,서울,SNS,뷰티,선크림,128000.0,1,0.1,간편결제,배송완료,4.0
ORD01750,2024-10-03,CUST0176,여,31.0,인천,SNS,의류,니트,25000.0,2,0.0,신용카드,취소,
ORD01751,2024-10-03,CUST0180,남,18.0,인천,SNS,전자기기,충전기,310000.0,1,0.05,신용카드,배송완료,5.0
ORD01752,2024-10-04,CUST0120,남,27.0,부산,직접방문,뷰티,선크림,85000.0,1,0.3,신용카드,배송완료,5.0
ORD01753,2024-10-04,CUST0179,여,45.0,서울,SNS,뷰티,향수,46000.0,1,0.15,간편결제,배송중,
ORD01754,2024-10-04,CUST0100,남,39.0,서울,SNS,의류,패딩,109000.0,2,0.0,간편결제,배송완료,5.0
ORD01755,2024-10-05,CUST0190,남,36.0,인천,검색,의류,패딩,100000.0,1,0.15,간편결제,배송완료,4.0
ORD01756,2024-10-05,CUST0087,여,39.0,광주,SNS,뷰티,마스크팩,140000.0,1,0.3,신용카드,배송완료,3.0
ORD01757,2024-10-05,CUST0163,여,34.0,서울,직접방문,식품,차세트,45000.0,1,0.0,신용카드,배송완료,5.0
ORD01758,2024-10-07,CUST0099,여,25.0,경기,검색,뷰티,립스틱,130000.0,1,0.3,간편결제,배송완료,5.0
ORD01759,2024-10-07,CUST0200,남,48.0,서울,이메일,식품,건강즙,27000.0,3,0.2,신용카드,배송완료,4.0
ORD01760,2024-10-07,CUST0179,여,33.0,대전,검색,생활용품,조명,37000.0,3,0.15,간편결제,배송중,
ORD01761,2024-10-07,CUST0100,남,41.0,세종,SNS,생활용품,수건세트,27000.0,3,0.1,신용카드,배송완료,4.0
ORD01762,2024-10-08,CUST0014,남,42.0,제주,검색,의류,니트,38000.0,1,0.2,신용카드,배송완료,5.0
ORD01763,2024-10-08,CUST0141,여,39.0,대전,검색,전자기기,이어폰,101000.0,1,0.0,포인트,배송완료,3.0
ORD01764,2024-10-09,CUST0023,여,23.0,대구,이메일,생활용품,방향제,46000.0,1,0.05,신용카드,배송완료,5.0
ORD01765,2024-10-09,CUST0191,남,40.0,경기,SNS,생활용품,쿠션,55000.0,3,0.2,포인트,배송완료,4.0
ORD01766,2024-10-10,CUST0191,여,47.0,대구,이메일,전자기기,스피커,187000.0,1,0.2,간편결제,반품,
ORD01767,2024-10-10,CUST0022,여,27.0,경기,검색,뷰티,립스틱,111000.0,2,0.0,신용카드,배송완료,4.0
ORD01768,2024-10-10,CUST0010,남,32.0,서울,검색,의류,원피스,91000.0,2,0.1,신용카드,배송완료,3.0
ORD01769,2024-10-10,CUST0104,여,42.0,서울,검색,식품,견과류,26000.0,1,0.0,신용카드,배송완료,4.0
ORD01770,2024-10-10,CUST0135,n,38.0,경기,SNS,뷰티,선크림,107000.0,1,0.1,신용카드,배송중,
ORD01771,2024-10-10,CUST0025,여,25.0,대구,SNS,식품,과일선물세트,63000.0,3,0.0,신용카드,배송완료,4.0
ORD01772,2024-10-10,CUST0105,남,31.0,인천,직접방문,의류,티셔츠,78000.0,2,0.0,간편결제,배송완료,4.0
ORD01773,2024-10-10,CUST0072,여,29.0,경기,검색,식품,커피세트,43000.0,2,0.1,신용카드,배송완료,4.0
ORD01774,2024-10-11,CUST0087,남,45.0,대전,이메일,의류,청바지,73000.0,2,0.1,신용카드,배송완료,3.0
ORD01775,2024-10-11,CUST0118,여,34.0,제주,검색,전자기기,스피커,249000.0,2,0.1,간편결제,반품,
ORD01776,2024-10-11,CUST0024,여,41.0,경기,검색,생활용품,수건세트,17000.0,2,0.1,계좌이체,배송완료,4.0
ORD01777,2024-10-12,CUST0195,남,35.0,제주,SNS,뷰티,스킨케어세트,95000.0,2,0.05,계좌이체,배송완료,4.0
ORD01778,2024-10-13,CUST0085,여,39.0,서울,SNS,뷰티,마스크팩,105000.0,1,0.0,간편결제,배송완료,5.0
ORD01779,2024-10-13,CUST0141,남,42.0,서울,이메일,생활용품,조명,23000.0,2,0.0,간편결제,배송완료,4.0
ORD01780,2024-10-13,CUST0040,남,24.0,경기,이메일,생활용품,조명,48000.0,2,0.3,계좌이체,취소,
ORD01781,2024-10-13,CUST0151,여,22.0,경기,검색,의류,니트,66000.0,2,0.1,계좌이체,배송중,
ORD01782,2024-10-14,CUST0065,n,,대전,검색,의류,티셔츠,105000.0,2,0.1,신용카드,취소,
ORD01783,2024-10-14,CUST0184,남,23.0,부산,직접방문,식품,커피세트,43000.0,1,0.0,신용카드,배송완료,4.0
ORD01784,2024-10-15,CUST0033,여,40.0,인천,검색,식품,건강즙,68000.0,2,0.0,신용카드,배송중,
ORD01785,2024-10-16,CUST0096,여,44.0,서울,SNS,전자기기,스마트워치,82000.0,1,0.0,포인트,배송완료,3.0
ORD01786,2024-10-16,CUST0098,남,24.0,제주,이메일,뷰티,립스틱,72000.0,2,0.0,신용카드,배송완료,4.0
ORD01787,2024-10-17,CUST0133,여,36.0,서울,SNS,전자기기,이어폰,324000.0,1,0.0,간편결제,배송완료,4.0
ORD01788,2024-10-17,CUST0017,여,31.0,서울,직접방문,식품,건강즙,66000.0,2,0.0,신용카드,배송완료,5.0
ORD01789,2024-10-17,CUST0010,여,33.0,경기,직접방문,의류,청바지,47000.0,1,0.0,신용카드,배송완료,4.0
ORD01790,2024-10-18,CUST0178,여,22.0,서울,이메일,뷰티,마스크팩,65000.0,2,0.0,간편결제,배송중,
ORD01791,2024-10-19,CUST0137,여,44.0,경기,직접방문,생활용품,조명,50000.0,1,0.3,신용카드,배송완료,5.0
ORD01792,2024-10-19,CUST0148,여,36.0,제주,검색,전자기기,스피커,203000.0,1,0.3,계좌이체,배송완료,4.0
ORD01793,2024-10-20,CUST0047,남,32.0,부산,검색,뷰티,선크림,58000.0,1,0.2,신용카드,배송중,
ORD01794,2024-10-20,CUST0112,여,,서울,검색,생활용품,쿠션,59000.0,1,0.0,간편결제,배송완료,5.0
ORD01795,2024-10-21,CUST0120,남,19.0,서울,검색,뷰티,스킨케어세트,129000.0,1,0.1,계좌이체,배송중,
ORD01796,2024-10-21,CUST0095,남,46.0,경기,SNS,생활용품,방향제,25000.0,1,0.3,간편결제,배송완료,4.0
ORD01797,2024-10-22,CUST0175,여,20.0,인천,SNS,생활용품,쿠션,50000.0,1,0.0,신용카드,배송완료,5.0
ORD01798,2024-10-22,CUST0164,여,42.0,서울,SNS,식품,과일선물세트,35000.0,2,0.1,간편결제,배송완료,5.0
ORD01799,2024-10-23,CUST0104,여,36.0,서울,직접방문,뷰티,마스크팩,32000.0,1,0.15,간편결제,배송중,
ORD01800,2024-10-23,CUST0136,남,26.0,제주,직접방문,생활용품,쿠션,22000.0,1,0.0,포인트,배송완료,5.0
ORD01801,2024-10-23,CUST0071,여,35.0,세종,검색,식품,견과류,28000.0,3,0.0,간편결제,배송완료,4.0
ORD01802,2024-10-23,CUST0037,여,24.0,대전,직접방문,의류,니트,72000.0,3,0.0,간편결제,취소,
ORD01803,2024-10-23,CUST0081,남,41.0,서울,검색,전자기기,이어폰,279000.0,2,0.05,포인트,배송완료,5.0
ORD01804,2024-10-24,CUST0080,여,32.0,경기,이메일,생활용품,조명,11000.0,1,0.15,신용카드,배송완료,
ORD01805,2024-10-24,CUST0183,남,,서울,이메일,생활용품,텀블러,47000.0,3,0.2,계좌이체,배송완료,5.0
ORD01806,2024-10-24,CUST0044,남,25.0,경기,이메일,의류,티셔츠,110000.0,1,0.3,포인트,배송완료,4.0
ORD01807,2024-10-26,CUST0135,여,28.0,서울,SNS,전자기기,스마트워치,272000.0,1,0.0,신용카드,배송완료,4.0
ORD01808,2024-10-26,CUST0138,남,36.0,경기,검색,식품,과일선물세트,56000.0,3,0.1,신용카드,취소,
ORD01809,2024-10-27,CUST0080,여,34.0,부산,직접방문,식품,커피세트,72000.0,2,0.1,간편결제,배송완료,4.0
ORD01810,2024-10-28,CUST0095,남,49.0,제주,SNS,생활용품,수건세트,15000.0,1,0.1,신용카드,배송완료,5.0
ORD01811,2024-10-28,CUST0142,여,39.0,제주,SNS,의류,원피스,115000.0,2,0.15,간편결제,배송중,
ORD01812,2024-10-29,CUST0037,여,44.0,서울,검색,전자기기,충전기,88000.0,2,0.1,신용카드,배송중,
ORD01813,2024-10-29,CUST0036,여,45.0,부산,SNS,의류,청바지,48000.0,2,0.05,신용카드,배송완료,4.0
ORD01814,2024-10-29,CUST0012,여,37.0,대전,직접방문,뷰티,립스틱,35000.0,2,0.2,포인트,배송완료,4.0
ORD01815,2024-10-29,CUST0008,여,28.0,서울,검색,뷰티,마스크팩,36000.0,1,0.1,간편결제,배송완료,4.0
