주문ID,주문일시,고객ID,가게ID,메뉴,주문금액,수량,배달소요시간(분),결제방법,쿠폰사용여부,평점,주문상태
ORD03967,2024-11-14 11:16:23,CUST0299,STR087,탕수육,11600,1,51.0,카드,Y,4.0,배달완료
ORD03968,2024-11-17 23:57:47,CUST0155,STR050,짬뽕,6700,1,23.0,카드,N,,배달완료
ORD03969,2024-08-29 10:17:15,CUST0420,STR010,반반치킨,24900,1,48.0,카드,N,3.0,배달완료
ORD03970,2024-08-22 17:31:30,CUST0432,STR050,볶음밥,15500,1,36.0,카드,N,3.0,배달완료
ORD03971,2024-12-29 18:42:27,CUST0234,STR052,콤비네이션피자,29000,1,51.0,카드,N,2.0,배달완료
ORD03972,2024-02-09 23:30:47,CUST0488,STR032,하와이안피자,23600,1,35.0,카드,N,5.0,배달완료
ORD03973,2024-03-26 20:43:38,CUST0498,STR069,제육볶음,9900,1,38.0,카드,N,2.0,배달완료
ORD03974,2024-03-26 20:53:49,CUST0281,STR061,우동,10100,1,60.0,간편결제,N,5.0,배달완료
ORD03975,2024-09-16 19:17:12,CUST0216,STR071,불고기버거,11900,1,60.0,간편결제,N,,배달완료
ORD03976,2024-12-14 14:50:29,CUST0222,STR035,연어샐러드,12600,1,33.0,간편결제,N,,취소
ORD03977,2024-09-19 12:07:30,CUST0493,STR091,간장치킨,20600,2,51.0,간편결제,N,4.0,배달완료
ORD03978,2024-09-11 11:17:45,CUST0327,STR043,불고기버거,9200,1,33.0,간편결제,N,,취소
ORD03979,2024-07-25 12:41:55,CUST0014,STR094,곱창,17000,2,21.0,카드,Y,5.0,배달완료
ORD03980,2024-01-31 20:44:04,CUST0472,STR098,퀴노아샐러드,13400,3,25.0,간편결제,N,,배달완료
ORD03981,2024-09-27 10:00:07,CUST0032,STR038,초밥세트,9500,1,39.0,현금,Y,4.0,배달완료
ORD03982,2024-02-25 21:59:58,CUST0040,STR094,닭발,18900,1,55.0,카드,N,5.0,배달완료
ORD03983,2024-10-25 11:19:06,CUST0090,STR067,빅맥세트,9000,1,55.0,카드,Y,1.0,배달완료
ORD03984,2024-03-05 11:27:20,CUST0434,STR027,닭볶음탕,34300,1,37.0,카드,N,5.0,배달완료
ORD03985,2024-06-28 22:07:13,CUST0036,STR015,떡볶이,10700,2,52.0,간편결제,Y,5.0,배달완료
ORD03986,2024-05-14 23:04:49,CUST0431,STR009,양념치킨,19000,1,20.0,카드,Y,,취소
ORD03987,2024-11-26 18:29:34,CUST0312,STR063,김밥,6700,1,39.0,간편결제,N,5.0,배달완료
ORD03988,2024-06-02 22:20:17,CUST0441,STR076,치킨버거,9500,2,30.0,카드,N,5.0,배달완료
ORD03989,2024-08-10 21:43:30,CUST0398,STR086,탕수육,17400,1,28.0,간편결제,N,4.0,배달완료
ORD03990,2024-02-13 13:42:14,CUST0369,STR025,마파두부,9000,1,22.0,카드,Y,4.0,배달완료
ORD03991,2024-01-03 09:24:01,CUST0237,STR090,포케보울,13200,1,25.0,카드,N,,배달완료
ORD03992,2024-01-07 13:33:27,CUST0211,STR097,김밥,6800,3,41.0,간편결제,Y,4.0,배달완료
ORD03993,2024-10-26 10:48:25,CUST0372,STR034,볶음밥,12800,2,22.0,간편결제,N,3.0,배달완료
ORD03994,2024-09-16 20:06:44,CUST0079,STR050,탕수육,16800,1,35.0,간편결제,N,5.0,배달완료
ORD03995,2024-07-28 17:59:43,CUST0289,STR067,와퍼세트,10900,1,37.0,카드,N,5.0,배달완료
ORD03996,2024-10-15 12:03:08,CUST0280,STR075,짬뽕,17200,1,56.0,간편결제,Y,3.0,배달완료
ORD03997,2024-01-06 17:10:39,CUST0496,STR044,김밥,3600,1,33.0,카드,N,1.0,배달완료
ORD03998,2024-01-04 17:06:48,CUST0235,STR054,마늘치킨,20700,1,34.0,카드,N,4.0,배달완료
ORD03999,2024-10-09 12:31:02,CUST0389,STR030,불고기,11600,2,55.0,카드,N,4.0,배달완료
ORD04000,2024-06-01 11:03:49,CUST0464,STR065,떡볶이,3500,2,60.0,간편결제,Y,,배달완료
ORD04001,2024-09-23 11:57:21,CUST0088,STR074,설렁탕,7100,1,45.0,간편결제,N,,배달완료
ORD04002,2024-02-04 17:52:02,CUST0189,STR033,오꼬노미야끼,19900,1,60.0,간편결제,N,3.0,배달완료
ORD04003,2024-09-28 22:16:31,CUST0409,STR060,치즈피자,33800,3,55.0,카드,N,,배달완료
ORD04004,2024-06-18 20:47:11,CUST0142,STR100,불고기피자,20600,1,57.0,간편결제,N,,배달완료
ORD04005,2024-02-25 22:27:13,CUST0290,STR096,탕수육,11700,1,39.0,카드,N,,배달중
ORD04006,2024-09-29 11:52:39,CUST0228,STR090,연어샐러드,12700,1,49.0,카드,N,1.0,배달완료
ORD04007,2024-11-12 12:42:06,CUST0499,STR019,케이크,3200,1,29.0,카드,N,4.0,배달완료
ORD04008,2024-05-10 21:17:21,CUST0139,STR097,오뎅,11500,3,50.0,간편결제,N,,배달중
ORD04009,2024-11-15 20:31:01,CUST0390,STR076,불고기버거,9700,1,60.0,카드,N,,배달완료
ORD04010,2024-02-21 10:59:09,CUST0407,STR017,라멘,10900,1,34.0,카드,Y,,배달중
ORD04011,2024-01-31 17:57:43,CUST0295,STR037,갈비탕,10000,2,28.0,간편결제,Y,,배달완료
ORD04012,2024-12-07 13:33:19,CUST0216,STR028,불고기버거,8500,1,24.0,간편결제,N,3.0,배달완료
ORD04013,2024-12-01 13:29:46,CUST0228,STR060,페퍼로니피자,29000,2,41.0,간편결제,N,4.0,배달완료
ORD04014,2024-02-06 09:30:01,CUST0033,STR064,규동,22500,2,49.0,카드,N,,배달중
ORD04015,2024-07-17 12:06:21,CUST0492,STR065,김밥,5400,1,17.0,간편결제,Y,,배달완료
ORD04016,2024-07-28 19:37:35,CUST0355,STR080,곱창,18300,1,25.0,간편결제,N,,배달완료
ORD04017,2024-06-12 17:43:13,CUST0197,STR062,너겟세트,8600,3,57.0,간편결제,Y,4.0,배달완료
ORD04018,2024-08-15 20:27:54,CUST0304,STR023,규동,24700,2,16.0,카드,N,,배달완료
ORD04019,2024-01-19 12:38:43,CUST0282,STR074,설렁탕,11800,2,22.0,카드,Y,,배달완료
ORD04020,2024-10-29 20:47:46,CUST0281,STR021,연어샐러드,15100,1,16.0,카드,N,3.0,배달완료
ORD04021,2024-06-03 14:02:47,CUST0206,STR075,짬뽕,17800,1,49.0,간편결제,N,4.0,배달완료
ORD04022,2024-09-09 12:34:26,CUST0029,STR082,마늘치킨,18200,1,25.0,현금,N,4.0,배달완료
ORD04023,2024-09-16 20:27:34,CUST0393,STR042,포케보울,8400,1,16.0,간편결제,N,,배달완료
ORD04024,2024-09-27 13:04:37,CUST0234,STR024,보쌈,27700,1,34.0,간편결제,Y,2.0,배달완료
ORD04025,2024-05-22 20:13:50,CUST0462,STR088,불고기피자,26300,1,20.0,간편결제,N,4.0,배달완료
ORD04026,2024-07-28 14:59:44,CUST0437,STR100,하와이안피자,20700,1,19.0,간편결제,N,4.0,배달완료
ORD04027,2024-07-09 13:04:19,CUST0112,STR091,반반치킨,19800,1,31.0,간편결제,Y,2.0,배달완료
ORD04028,2024-12-11 23:23:22,CUST0075,STR049,불고기버거,5500,3,54.0,카드,N,,배달완료
ORD04029,2024-04-11 12:53:48,CUST0194,STR088,불고기피자,24100,1,36.0,간편결제,Y,5.0,배달완료
ORD04030,2024-11-02 15:37:13,CUST0048,STR072,설렁탕,14600,1,35.0,카드,N,,배달완료
ORD04031,2024-09-28 18:30:22,CUST0223,STR051,치즈피자,27900,1,39.0,간편결제,N,,배달완료
ORD04032,2024-05-10 13:36:52,CUST0028,STR049,불고기버거,5900,1,40.0,간편결제,N,4.0,배달완료
ORD04033,2024-09-20 12:09:41,CUST0033,STR087,마파두부,14400,1,20.0,카드,Y,,배달완료
ORD04034,2024-11-18 11:06:32,CUST0189,STR067,와퍼세트,7000,0,40.0,카드,N,5.0,배달완료
ORD04035,2024-04-25 19:55:56,CUST0395,STR099,돈카츠,13300,1,28.0,카드,N,5.0,배달완료
ORD04036,2024-12-12 09:14:55,CUST0149,STR008,양념치킨,23900,1,52.0,카드,N,,배달완료
ORD04037,2024-11-29 12:23:42,CUST0318,STR002,연어샐러드,15600,2,50.0,카드,N,4.0,배달완료
ORD04038,2024-04-08 11:34:11,CUST0428,STR079,포케보울,8200,1,16.0,카드,N,3.0,배달완료
ORD04039,2024-11-04 17:56:04,CUST0142,STR001,와퍼세트,11200,1,16.0,간편결제,N,5.0,배달완료
ORD04040,2024-08-25 20:47:15,CUST0349,STR075,탕수육,11200,1,34.0,간편결제,N,2.0,배달완료
ORD04041,2024-02-17 22:30:41,CUST0388,STR080,보쌈,17500,1,50.0,카드,N,5.0,배달완료
ORD04042,2024-08-19 18:53:56,CUST0167,STR083,깐풍기,14200,1,54.0,카드,N,,배달완료
ORD04043,2024-08-27 19:39:35,CUST0139,STR026,떡볶이,9900,1,50.0,간편결제,N,,배달완료
ORD04044,2024-04-20 11:40:47,CUST0053,STR076,너겟세트,6800,1,39.0,카드,N,,배달중
ORD04045,2024-05-23 12:14:54,CUST0384,STR098,포케보울,13000,1,48.0,현금,Y,4.0,배달완료
ORD04046,2024-10-27 11:59:06,CUST0128,STR008,후라이드치킨,24300,1,56.0,카드,N,5.0,배달완료
ORD04047,2024-03-05 10:44:34,CUST0229,STR088,고구마피자,22800,1,35.0,현금,N,,배달완료
ORD04048,2024-01-02 21:28:22,CUST0409,STR052,페퍼로니피자,27400,3,35.0,카드,N,5.0,배달완료
ORD04049,2024-07-29 19:59:16,CUST0309,STR083,마파두부,12200,3,34.0,카드,N,,배달완료
ORD04050,2024-12-09 23:58:22,CUST0026,STR055,카페라떼,7100,1,52.0,간편결제,N,,취소
ORD04051,2024-03-02 10:40:26,CUST0416,STR087,탕수육,6400,2,51.0,카드,N,,배달완료
ORD04052,2024-03-16 19:53:44,CUST0022,STR028,감자튀김,7200,99,44.0,카드,N,1.0,배달완료
ORD04053,2024-08-28 20:19:06,CUST0271,STR087,볶음밥,13600,2,26.0,간편결제,N,3.0,배달완료
ORD04054,2024-12-24 18:47:05,CUST0261,STR086,볶음밥,15100,1,21.0,간편결제,N,5.0,배달완료
ORD04055,2024-12-24 17:20:49,CUST0245,STR087,짜장면,12600,2,30.0,카드,N,4.0,배달완료
ORD04056,2024-02-05 23:57:20,CUST0307,STR091,치킨텐더,23100,1,55.0,카드,Y,,배달완료
ORD04057,2024-06-20 19:38:34,CUST0298,STR030,갈비탕,8800,1,23.0,카드,N,5.0,배달완료
ORD04058,2024-09-13 20:42:00,CUST0412,STR087,깐풍기,17300,1,38.0,간편결제,N,3.0,배달완료
ORD04059,2024-02-07 22:30:10,CUST0282,STR094,닭볶음탕,21500,1,15.0,현금,N,5.0,배달완료
ORD04060,2024-06-20 21:11:44,CUST0067,STR023,라멘,9700,1,45.0,카드,N,,취소
ORD04061,2024-06-12 13:38:24,CUST0188,STR041,연어샐러드,10400,1,54.0,카드,N,5.0,배달완료
ORD04062,2024-10-24 19:08:39,CUST0038,STR006,김치찌개,10200,2,54.0,카드,N,1.0,배달완료
ORD04063,2024-03-16 12:01:05,CUST0075,STR034,짜장면,7500,2,49.0,간편결제,N,,배달완료
ORD04064,2024-06-20 22:52:13,CUST0425,STR003,라멘,15600,1,52.0,카드,N,4.0,배달완료
ORD04065,2024-11-14 21:53:05,CUST0439,STR098,연어샐러드,10700,1,54.0,현금,N,5.0,배달완료
ORD04066,2024-05-16 13:27:47,CUST0309,STR055,카페라떼,14500,2,47.0,현금,N,3.0,배달완료
ORD04067,2024-02-20 10:24:35,CUST0311,STR067,감자튀김,5700,1,15.0,간편결제,N,,배달완료
ORD04068,2024-03-30 17:56:12,CUST0463,STR069,제육볶음,7700,1,24.0,카드,N,4.0,배달완료
ORD04069,2024-02-19 16:11:09,CUST0122,STR084,닭가슴살샐러드,8100,1,19.0,간편결제,N,4.0,배달완료
ORD04070,2024-09-27 11:42:47,CUST0470,STR043,너겟세트,9200,1,39.0,카드,Y,5.0,배달완료
ORD04071,2024-05-07 17:54:27,CUST0426,STR087,깐풍기,17400,1,48.0,간편결제,N,1.0,배달완료
ORD04072,2024-07-06 13:33:14,CUST0222,STR079,그릭샐러드,15900,1,33.0,카드,N,1.0,배달완료
ORD04073,2024-02-20 11:17:10,CUST0333,STR033,규동,19400,1,22.0,현금,N,,취소
ORD04074,2024-09-25 14:52:16,CUST0273,STR011,크로플,11800,1,35.0,카드,N,4.0,배달완료
ORD04075,2024-10-30 12:44:16,CUST0004,STR071,감자튀김,9800,2,59.0,카드,N,4.0,배달완료
ORD04076,2024-04-14 23:05:08,CUST0458,STR017,초밥세트,18600,1,30.0,간편결제,N,3.0,배달완료
ORD04077,2024-06-27 11:41:28,CUST0380,STR048,규동,10900,1,54.0,카드,N,,배달완료
ORD04078,2024-10-06 13:48:05,CUST0285,STR033,초밥세트,21900,1,60.0,간편결제,Y,5.0,배달완료
ORD04079,2024-03-03 15:46:12,CUST0078,STR050,탕수육,9100,1,57.0,카드,N,,배달완료
ORD04080,2024-10-20 09:09:38,CUST0425,STR040,빙수,13700,3,59.0,간편결제,N,,배달완료
ORD04081,2024-08-10 22:08:43,CUST0202,STR041,포케보울,14000,1,36.0,현금,Y,2.0,배달완료
ORD04082,2024-06-02 18:25:50,CUST0411,STR018,후라이드치킨,19900,1,50.0,카드,N,5.0,배달완료
ORD04083,2024-07-06 12:44:09,CUST0355,STR056,치즈피자,20900,1,56.0,카드,N,,배달완료
ORD04084,2024-10-03 18:25:41,CUST0182,STR056,치즈피자,29400,1,58.0,간편결제,Y,,배달중
ORD04085,2024-08-24 11:01:58,CUST0162,STR001,치킨버거,7500,2,37.0,카드,N,4.0,배달완료
ORD04086,2024-11-07 18:41:04,CUST0101,STR029,볶음밥,12700,3,56.0,간편결제,N,5.0,배달완료
ORD04087,2024-12-13 13:06:33,CUST0353,STR057,순살치킨,22400,1,49.0,간편결제,N,1.0,배달완료
ORD04088,2024-01-18 13:15:43,CUST0099,STR060,콤비네이션피자,29100,1,56.0,카드,Y,5.0,배달완료
ORD04089,2024-12-13 21:47:51,CUST0466,STR097,떡볶이,10100,1,51.0,간편결제,N,5.0,배달완료
ORD04090,2024-11-16 15:03:52,CUST0265,STR005,오뎅,8900,1,54.0,간편결제,N,5.0,배달완료
ORD04091,2024-01-30 22:31:32,CUST0347,STR063,순대,8700,3,55.0,현금,Y,,배달완료
ORD04092,2024-07-16 12:43:33,CUST0438,STR027,닭볶음탕,29300,2,27.0,간편결제,Y,,배달완료
ORD04093,2024-10-23 20:32:32,CUST0016,STR016,설렁탕,13000,1,33.0,카드,N,5.0,배달완료
ORD04094,2024-09-11 11:15:39,CUST0229,STR075,볶음밥,15800,2,22.0,카드,N,3.0,배달완료
ORD04095,2024-10-22 11:37:06,CUST0146,STR069,비빔밥,10900,1,44.0,간편결제,N,3.0,배달완료
ORD04096,2024-04-05 13:45:21,CUST0448,STR039,김치찌개,11900,1,20.0,카드,N,4.0,배달완료
ORD04097,2024-02-15 17:08:56,CUST0313,STR046,퀴노아샐러드,11500,2,43.0,카드,Y,,배달완료
ORD04098,2024-09-13 23:03:46,CUST0331,STR008,간장치킨,24700,2,19.0,간편결제,N,,취소
ORD04099,2024-08-29 11:02:07,CUST0076,STR079,퀴노아샐러드,15100,2,55.0,카드,N,4.0,배달완료
ORD04100,2024-05-30 20:34:04,CUST0275,STR007,튀김,6000,1,36.0,간편결제,N,4.0,배달완료
ORD04101,2024-12-22 14:15:07,CUST9247,STR004,닭발,27300,1,32.0,카드,N,,취소
ORD04102,2024-11-05 13:22:04,CUST0313,STR100,고구마피자,28000,1,47.0,현금,N,4.0,배달완료
ORD04103,2024-07-20 12:58:17,CUST0396,STR092,불고기피자,18600,2,40.0,간편결제,N,,배달완료
ORD04104,2024-12-26 16:05:55,CUST0479,STR007,떡볶이,5600,2,28.0,카드,N,,취소
ORD04105,2024-08-31 21:06:49,CUST0100,STR054,반반치킨,18900,3,43.0,카드,N,,취소
ORD04106,2024-09-20 21:20:20,CUST0122,STR078,불고기피자,18100,2,17.0,간편결제,N,4.0,배달완료
ORD04107,2024-07-03 11:04:30,CUST0286,STR099,초밥세트,15100,1,30.0,간편결제,N,,배달중
ORD04108,2024-05-25 23:13:13,CUST0375,STR020,양념치킨,21400,3,42.0,간편결제,N,5.0,배달완료
ORD04109,2024-07-25 17:10:16,CUST0441,STR024,곱창,18900,1,28.0,간편결제,Y,,취소
ORD04110,2024-10-26 13:31:33,CUST0155,STR017,규동,15500,1,55.0,간편결제,N,5.0,배달완료
ORD04111,2024-09-29 20:15:41,CUST0421,STR030,갈비탕,10800,3,15.0,현금,N,5.0,배달완료
ORD04112,2024-04-30 12:32:51,CUST0188,STR040,카페라떼,11100,1,18.0,간편결제,N,2.0,배달완료
ORD04113,2024-08-02 20:40:38,CUST0172,STR012,너겟세트,11000,1,46.0,간편결제,N,,배달완료
ORD04114,2024-10-26 22:50:46,CUST0098,STR001,치킨버거,8000,1,32.0,간편결제,N,5.0,배달완료
ORD04115,2024-09-23 16:28:49,CUST0477,STR082,치킨텐더,18300,1,45.0,카드,Y,,취소
ORD04116,2024-06-28 18:16:11,CUST0050,STR025,짬뽕,12800,2,33.0,카드,N,4.0,배달완료
ORD04117,2024-02-21 21:50:36,CUST0103,STR093,깐풍기,13000,1,43.0,간편결제,N,3.0,배달완료
ORD04118,2024-06-28 20:29:55,CUST0287,STR032,페퍼로니피자,26500,1,31.0,카드,N,3.0,배달완료
ORD04119,2024-06-25 12:28:25,CUST0226,STR031,닭볶음탕,25000,1,43.0,간편결제,N,,배달완료
ORD04120,2024-06-02 22:45:54,CUST0331,STR083,짜장면,17600,1,51.0,간편결제,N,5.0,배달완료
ORD04121,2024-11-21 18:37:59,CUST0458,STR031,오돌뼈,19000,3,21.0,카드,N,5.0,배달완료
ORD04122,2024-03-01 18:46:21,CUST0194,STR049,불고기버거,9700,1,29.0,카드,Y,4.0,배달완료
ORD04123,2024-06-26 20:02:19,CUST0469,STR002,퀴노아샐러드,12400,2,46.0,간편결제,N,,배달완료
ORD04124,2024-03-22 18:27:47,CUST0461,STR005,김밥,4600,1,48.0,간편결제,N,4.0,배달완료
ORD04125,2024-07-10 14:22:33,CUST0428,STR045,라멘,18800,1,43.0,카드,N,,배달중
ORD04126,2024-03-31 09:57:33,CUST0028,STR029,탕수육,10600,1,53.0,간편결제,Y,5.0,배달완료
ORD04127,2024-08-02 20:30:05,CUST0060,STR059,페퍼로니피자,25700,1,24.0,간편결제,N,5.0,배달완료
ORD04128,2024-10-25 11:28:16,CUST0311,STR087,깐풍기,17400,1,29.0,카드,N,4.0,배달완료
ORD04129,2024-11-04 16:30:07,CUST0091,STR076,와퍼세트,10200,1,55.0,카드,N,4.0,배달완료
ORD04130,2024-06-11 22:50:09,CUST0303,STR063,순대,5100,1,25.0,카드,Y,5.0,배달완료
ORD04131,2024-06-23 12:20:06,CUST0010,STR025,탕수육,16000,1,44.0,카드,N,,배달완료
ORD04132,2024-05-05 20:43:06,CUST0354,STR085,닭볶음탕,29200,1,43.0,카드,Y,,배달완료
ORD04133,2024-11-27 13:57:21,CUST0237,STR030,된장찌개,9100,1,23.0,카드,Y,5.0,배달완료
ORD04134,2024-10-18 11:11:45,CUST0335,STR062,와퍼세트,7000,3,38.0,카드,N,5.0,배달완료
ORD04135,2024-09-23 17:58:13,CUST0364,STR032,불고기피자,30700,1,27.0,간편결제,N,4.0,배달완료
ORD04136,2024-09-10 19:08:10,CUST0078,STR031,보쌈,34100,1,54.0,간편결제,Y,,배달완료
ORD04137,2024-05-20 13:35:59,CUST0071,STR052,고구마피자,18200,1,38.0,카드,N,,배달중
ORD04138,2024-07-05 11:57:58,CUST0129,STR018,마늘치킨,21200,3,37.0,카드,N,,취소
ORD04139,2024-05-04 13:48:28,CUST0229,STR011,마카롱세트,8300,1,44.0,카드,Y,4.0,배달완료
ORD04140,2024-02-21 17:00:28,CUST0263,STR085,오돌뼈,33700,1,34.0,현금,N,,배달완료
ORD04141,2024-09-29 18:12:30,CUST0232,STR046,시저샐러드,9600,1,29.0,간편결제,N,,취소
ORD04142,2024-01-16 23:50:59,CUST0148,STR087,탕수육,12500,0,25.0,카드,N,2.0,배달완료
ORD04143,2024-11-11 21:57:04,CUST0402,STR033,규동,14100,1,18.0,카드,N,,배달완료
ORD04144,2024-07-06 13:21:35,CUST0121,STR026,순대,9500,1,33.0,간편결제,N,4.0,배달완료
ORD04145,2024-06-25 20:19:11,CUST0154,STR082,순살치킨,20300,1,37.0,간편결제,Y,4.0,배달완료
ORD04146,2024-03-06 13:26:31,CUST0488,STR029,짜장면,8500,1,59.0,간편결제,Y,4.0,배달완료
ORD04147,2024-09-22 11:08:43,CUST0081,STR013,라멘,16000,2,45.0,간편결제,N,3.0,배달완료
ORD04148,2024-05-09 11:02:17,CUST0310,STR093,짬뽕,13800,1,56.0,간편결제,N,5.0,배달완료
ORD04149,2024-11-01 18:18:44,CUST0499,STR072,된장찌개,12000,1,32.0,현금,N,4.0,배달완료
ORD04150,2024-01-24 17:40:07,CUST0488,STR074,불고기,8400,1,60.0,간편결제,Y,,배달중
ORD04151,2024-09-13 12:32:24,CUST0152,STR058,규동,20900,1,29.0,간편결제,N,,배달완료
ORD04152,2024-01-27 19:29:30,CUST0304,STR015,김밥,11800,1,41.0,간편결제,Y,4.0,배달완료
ORD04153,2024-07-26 12:53:03,CUST0214,STR002,그릭샐러드,10300,1,49.0,간편결제,N,,배달완료
ORD04154,2024-12-29 18:46:32,CUST0402,STR064,라멘,24000,3,47.0,간편결제,N,4.0,배달완료
ORD04155,2024-11-27 22:49:07,CUST0462,STR027,보쌈,20800,1,29.0,현금,N,,배달완료
ORD04156,2024-06-03 18:23:36,CUST0035,STR051,콤비네이션피자,24000,2,22.0,카드,N,5.0,배달완료
ORD04157,2024-02-11 19:40:19,CUST0032,STR070,아메리카노,12800,1,59.0,카드,N,,취소
ORD04158,2024-08-25 11:21:34,CUST0362,STR081,닭발,23000,1,37.0,카드,N,5.0,배달완료
ORD04159,2024-08-18 20:52:51,CUST0485,STR077,마파두부,9600,99,16.0,카드,N,,배달완료
ORD04160,2024-06-26 18:10:46,CUST0207,STR091,양념치킨,24600,1,30.0,간편결제,N,,배달완료
ORD04161,2024-10-02 12:23:19,CUST0329,STR063,오뎅,6400,1,17.0,간편결제,N,,배달완료
ORD04162,2024-02-03 22:33:12,CUST0131,STR036,치즈피자,27800,1,28.0,간편결제,N,5.0,배달완료
ORD04163,2024-10-16 17:19:52,CUST0049,STR035,연어샐러드,14200,1,39.0,카드,N,,배달완료
ORD04164,2024-04-08 13:06:59,CUST0406,STR075,볶음밥,8400,2,48.0,카드,N,,배달완료
ORD04165,2024-02-23 19:21:00,CUST0494,STR015,김밥,4600,1,42.0,간편결제,N,4.0,배달완료
ORD04166,2024-12-30 13:10:46,CUST0011,STR091,양념치킨,21600,99,48.0,카드,Y,5.0,배달완료
ORD04167,2024-01-21 20:21:01,CUST0491,STR088,콤비네이션피자,22400,2,43.0,간편결제,Y,5.0,배달완료
ORD04168,2024-03-01 11:08:07,CUST0212,STR005,순대,7800,3,26.0,간편결제,Y,1.0,배달완료
ORD04169,2024-12-07 19:16:57,CUST0452,STR033,초밥세트,22300,2,55.0,카드,N,4.0,배달완료
ORD04170,2024-09-13 17:11:20,CUST0130,STR093,볶음밥,13700,2,28.0,간편결제,N,3.0,배달완료
ORD04171,2024-12-23 18:11:50,CUST0473,STR011,케이크,5400,1,30.0,간편결제,N,,배달완료
ORD04172,2024-01-09 18:10:35,CUST0178,STR016,비빔밥,11300,1,26.0,간편결제,Y,,취소
ORD04173,2024-05-31 13:12:38,CUST0297,STR069,설렁탕,10700,1,29.0,간편결제,N,3.0,배달완료
ORD04174,2024-08-19 20:48:31,CUST0235,STR019,케이크,4700,3,55.0,카드,Y,4.0,배달완료
ORD04175,2024-01-08 12:36:09,CUST0164,STR095,족발,34700,1,58.0,카드,N,3.0,배달완료
ORD04176,2024-12-19 19:10:29,CUST0001,STR059,고구마피자,26800,1,54.0,간편결제,N,5.0,배달완료
ORD04177,2024-09-08 13:27:15,CUST0180,STR059,하와이안피자,34800,1,49.0,현금,N,,배달중
ORD04178,2024-09-05 19:59:42,CUST0459,STR060,콤비네이션피자,34900,1,40.0,카드,Y,,배달완료
ORD04179,2024-01-20 12:12:11,CUST0335,STR016,갈비탕,9300,1,47.0,간편결제,N,,배달완료
ORD04180,2024-08-09 13:30:35,CUST0131,STR036,불고기피자,27500,2,52.0,현금,Y,3.0,배달완료
ORD04181,2024-07-19 21:34:08,CUST0039,STR093,마파두부,14500,1,47.0,현금,N,4.0,배달완료
ORD04182,2024-09-29 17:37:36,CUST0193,STR088,콤비네이션피자,17100,1,21.0,간편결제,Y,4.0,배달완료
ORD04183,2024-12-28 11:24:42,CUST0264,STR069,된장찌개,14300,3,38.0,카드,Y,3.0,배달완료
ORD04184,2024-04-15 15:07:22,CUST0364,STR045,돈카츠,20600,2,24.0,간편결제,Y,4.0,배달완료
ORD04185,2024-06-21 13:45:15,CUST0155,STR039,제육볶음,12300,1,60.0,카드,Y,,배달완료
ORD04186,2024-01-08 12:23:57,CUST0404,STR017,라멘,15600,1,19.0,카드,N,,배달완료
ORD04187,2024-03-01 17:49:59,CUST0412,STR013,규동,23700,1,21.0,카드,N,,배달완료
ORD04188,2024-12-17 20:26:26,CUST0260,STR002,시저샐러드,8400,1,23.0,카드,Y,,배달완료
ORD04189,2024-08-22 17:24:28,CUST0061,STR040,케이크,7600,2,43.0,간편결제,Y,5.0,배달완료
ORD04190,2024-10-10 12:54:15,CUST0116,STR032,치즈피자,24800,1,30.0,카드,N,1.0,배달완료
ORD04191,2024-09-04 17:51:05,CUST0251,STR074,제육볶음,13900,1,20.0,간편결제,N,,배달완료
ORD04192,2024-03-16 10:43:11,CUST0354,STR013,돈카츠,21400,1,39.0,간편결제,N,4.0,배달완료
ORD04193,2024-07-14 09:21:14,CUST0283,STR053,김밥,6700,1,43.0,간편결제,N,,취소
ORD04194,2024-03-27 11:51:21,CUST0177,STR016,불고기,7700,1,21.0,간편결제,N,4.0,배달완료
ORD04195,2024-10-10 21:37:06,CUST0396,STR099,규동,20200,1,43.0,간편결제,N,,취소
ORD04196,2024-10-31 22:00:41,CUST0434,STR096,짬뽕,9600,1,21.0,간편결제,N,4.0,배달완료
ORD04197,2024-12-17 13:44:32,CUST0476,STR004,닭볶음탕,20100,1,22.0,카드,Y,4.0,배달완료
ORD04198,2024-07-08 13:29:34,CUST0257,STR022,돈카츠,22200,1,52.0,간편결제,N,5.0,배달완료
ORD04199,2024-10-05 17:46:53,CUST0212,STR076,너겟세트,5800,1,25.0,카드,N,,배달완료
ORD04200,2024-04-21 18:22:30,CUST0194,STR088,치즈피자,29200,1,16.0,간편결제,Y,2.0,배달완료
ORD04201,2024-06-28 11:04:23,CUST0139,STR022,규동,14000,2,33.0,카드,Y,,취소
ORD04202,2024-04-23 19:56:43,CUST0169,STR014,볶음밥,6200,1,32.0,카드,N,4.0,배달완료
ORD04203,2024-08-08 20:14:21,CUST0262,STR034,마파두부,14900,1,21.0,카드,Y,4.0,배달완료
ORD04204,2024-02-24 13:35:34,CUST0353,STR064,우동,20800,1,37.0,간편결제,N,4.0,배달완료
ORD04205,2024-07-31 14:20:45,CUST0421,STR040,카페라떼,13100,2,34.0,간편결제,Y,4.0,배달완료
ORD04206,2024-11-28 13:49:29,CUST0472,STR001,빅맥세트,11000,1,47.0,간편결제,Y,3.0,배달완료
ORD04207,2024-01-04 11:07:43,CUST0386,STR063,김밥,4300,1,51.0,간편결제,Y,,취소
