캠페인ID,고객ID,발송일,오픈여부,클릭여부,전환여부,전환금액
CAM005,CU00589,2024-03-26,N,N,N,
CAM005,CU00524,2024-03-27,N,N,N,
CAM009,CU00669,2023-11-20,Y,N,N,
CAM005,CU00783,2024-03-12,N,N,N,
CAM004,CU00458,2023-12-24,N,N,N,
CAM007,CU00736,2023-05-14,Y,N,N,
CAM009,CU00685,2023-11-21,N,N,N,
CAM007,CU00055,2023-05-29,Y,N,N,
CAM007,CU00734,2023-05-10,Y,N,N,
CAM003,CU00440,2023-09-24,N,N,N,
CAM004,CU00048,2023-12-17,N,N,N,
CAM004,CU00056,2023-12-04,Y,N,N,
CAM010,CU00030,2023-12-20,Y,N,N,
CAM009,CU00610,2023-11-20,N,N,N,
CAM002,CU00323,2023-03-28,Y,N,N,
CAM007,CU00503,2023-05-19,N,N,N,
CAM001,CU00796,2023-06-25,N,N,N,
CAM008,CU00287,2023-10-18,Y,N,N,
CAM007,CU00205,2023-05-08,N,N,N,
CAM003,CU00515,2023-09-21,N,N,N,
CAM005,CU00729,2024-03-03,Y,N,N,
CAM003,CU00318,2023-09-21,N,N,N,
CAM002,CU00770,2023-03-10,Y,Y,N,
CAM001,CU00281,2023-06-24,N,N,N,
CAM006,CU00679,2023-07-28,N,N,N,
CAM008,CU00018,2023-10-07,Y,N,N,
CAM005,CU00306,2024-03-26,N,N,N,
CAM005,CU00117,2024-03-06,N,N,N,
CAM010,CU00071,2024-01-04,Y,Y,N,
CAM007,CU00375,2023-05-09,N,N,N,
CAM008,CU00049,2023-10-08,N,N,N,
CAM010,CU00582,2023-12-22,Y,N,N,
CAM009,CU00401,2023-11-21,N,N,N,
CAM005,CU00480,2024-03-08,N,N,N,
CAM008,CU00278,2023-10-28,Y,Y,N,
CAM009,CU00731,2023-11-28,N,N,N,
CAM007,CU00158,2023-05-20,Y,N,N,
CAM007,CU00678,2023-05-27,Y,N,N,
CAM009,CU00252,2023-11-24,N,N,N,
CAM005,CU00002,2024-03-02,Y,Y,Y,41500.0
CAM008,CU00797,2023-10-05,Y,N,N,
CAM004,CU00700,2023-12-21,Y,N,N,
CAM009,CU00180,2023-11-22,N,N,N,
CAM004,CU00356,2023-12-20,Y,Y,N,
CAM004,CU00583,2023-12-16,N,N,N,
CAM010,CU00621,2023-12-28,N,N,N,
CAM004,CU00040,2023-12-09,Y,N,N,
CAM006,CU00491,2023-07-16,N,N,N,
CAM009,CU00034,2023-11-27,Y,Y,N,
CAM007,CU00333,2023-05-01,N,N,N,
CAM001,CU00427,2023-06-02,N,N,N,
CAM007,CU00249,2023-05-30,N,N,N,
CAM004,CU00398,2023-12-07,Y,Y,N,
CAM006,CU00175,2023-07-28,N,N,N,
CAM003,CU00781,2023-09-25,Y,N,N,
CAM005,CU00392,2024-03-16,Y,N,N,
CAM006,CU00568,2023-07-15,N,N,N,
CAM003,CU00516,2023-09-21,N,N,N,
CAM005,CU00531,2024-03-27,N,N,N,
CAM005,CU00169,2024-03-12,N,N,N,
CAM007,CU00461,2023-05-06,N,N,N,
CAM004,CU00628,2023-12-27,Y,Y,Y,34000.0
CAM004,CU00366,2023-12-17,N,N,N,
CAM010,CU00292,2023-12-25,N,N,N,
CAM002,CU00749,2023-03-17,Y,N,N,
CAM004,CU00110,2023-12-09,Y,Y,N,
CAM006,CU00714,2023-08-04,Y,N,N,
CAM002,CU00117,2023-03-20,Y,Y,N,
CAM005,CU00190,2024-03-03,N,N,N,
CAM006,CU00628,2023-08-04,N,N,N,
CAM005,CU00206,2024-03-01,N,N,N,
CAM002,CU00482,2023-03-16,N,N,N,
CAM010,CU00716,2024-01-03,N,N,N,
CAM009,CU00335,2023-11-25,Y,N,N,
CAM009,CU00725,2023-11-23,N,N,N,
CAM005,CU00105,2024-03-28,Y,N,N,
CAM006,CU00382,2023-07-27,N,N,N,
CAM004,CU00767,2023-12-22,Y,Y,N,
CAM007,CU00772,2023-05-26,Y,N,N,
CAM007,CU00633,2023-05-09,N,N,N,
CAM007,CU00114,2023-05-27,N,N,N,
CAM005,CU00214,2024-03-29,N,N,N,
CAM005,CU00452,2024-03-13,N,N,N,
CAM009,CU00609,2023-11-24,N,N,N,
CAM009,CU00025,2023-11-28,N,N,N,
CAM007,CU00489,2023-05-01,N,N,N,
CAM004,CU00735,2023-12-05,N,N,N,
CAM002,CU00569,2023-03-29,N,N,N,
CAM009,CU00068,2023-11-20,Y,N,N,
CAM001,CU00138,2023-06-20,Y,N,N,
CAM002,CU00789,2023-03-15,N,N,N,
CAM002,CU00438,2023-03-05,N,N,N,
CAM009,CU00733,2023-11-28,Y,N,N,
CAM002,CU00039,2023-03-02,Y,Y,Y,28300.0
CAM009,CU00364,2023-11-22,N,N,N,
CAM007,CU00160,2023-05-07,Y,N,N,
CAM010,CU00246,2023-12-26,N,N,N,
CAM009,CU00103,2023-11-28,Y,N,N,
CAM009,CU00448,2023-11-27,N,N,N,
CAM010,CU00444,2023-12-21,N,N,N,
CAM002,CU00526,2023-03-24,N,N,N,
CAM002,CU00510,2023-03-19,Y,Y,Y,37700.0
CAM007,CU00298,2023-05-29,N,N,N,
CAM003,CU00625,2023-09-27,N,N,N,
CAM005,CU00789,2024-03-09,N,N,N,
CAM006,CU00749,2023-08-14,Y,N,N,
CAM007,CU00029,2023-05-17,N,N,N,
CAM002,CU00313,2023-03-13,N,N,N,
CAM009,CU00737,2023-11-20,N,N,N,
CAM002,CU00508,2023-03-28,N,N,N,
CAM007,CU00131,2023-05-16,Y,N,N,
CAM008,CU00153,2023-10-05,Y,N,N,
CAM002,CU00513,2023-03-19,Y,N,N,
CAM006,CU00560,2023-07-15,Y,N,N,
CAM004,CU00011,2023-12-01,Y,N,N,
CAM007,CU00308,2023-05-09,Y,N,N,
CAM009,CU00491,2023-11-23,Y,N,N,
CAM002,CU00690,2023-03-03,N,N,N,
CAM009,CU00085,2023-11-27,N,N,N,
CAM007,CU00101,2023-05-16,Y,Y,N,
CAM002,CU00018,2023-03-11,N,N,N,
CAM004,CU00577,2023-12-09,Y,N,N,
CAM004,CU00411,2023-12-06,Y,N,N,
CAM007,CU00441,2023-05-14,Y,Y,N,
CAM007,CU00528,2023-05-17,N,N,N,
CAM009,CU00781,2023-11-29,N,N,N,
CAM009,CU00663,2023-11-24,N,N,N,
CAM007,CU00721,2023-05-24,N,N,N,
CAM007,CU00154,2023-05-30,N,N,N,
CAM001,CU00244,2023-06-18,N,N,N,
CAM008,CU00272,2023-10-30,Y,N,N,
CAM005,CU00227,2024-03-28,N,N,N,
CAM003,CU00182,2023-09-18,Y,N,N,
CAM003,CU00782,2023-10-03,N,N,N,
CAM003,CU00287,2023-09-25,N,N,N,
CAM008,CU00432,2023-10-07,N,N,N,
CAM007,CU00210,2023-05-08,Y,N,N,
CAM009,CU00440,2023-11-21,Y,N,N,
CAM003,CU00605,2023-10-01,Y,N,N,
CAM007,CU00780,2023-05-09,N,N,N,
CAM010,CU00557,2023-12-31,Y,N,N,
CAM001,CU00452,2023-06-25,N,N,N,
CAM005,CU00084,2024-03-15,Y,N,N,
CAM007,CU00625,2023-05-04,Y,N,N,
CAM005,CU00511,2024-03-05,N,N,N,
CAM009,CU00597,2023-11-28,Y,Y,N,
CAM009,CU00664,2023-11-23,Y,N,N,
CAM002,CU00387,2023-03-16,N,N,N,
CAM008,CU00222,2023-10-01,N,N,N,
CAM003,CU00306,2023-10-02,N,N,N,
CAM006,CU00336,2023-08-12,N,N,N,
CAM007,CU00302,2023-05-15,Y,Y,Y,27400.0
CAM003,CU00195,2023-09-26,N,N,N,
CAM003,CU00674,2023-09-24,N,N,N,
CAM010,CU00128,2023-12-20,N,N,N,
CAM008,CU00235,2023-10-07,N,N,N,
CAM005,CU00793,2024-03-19,N,N,N,
CAM007,CU00787,2023-05-02,N,N,N,
CAM003,CU00240,2023-10-01,Y,N,N,
CAM006,CU00012,2023-08-12,N,N,N,
CAM009,CU00234,2023-11-26,N,N,N,
CAM010,CU00081,2023-12-30,N,N,N,
CAM009,CU00065,2023-11-27,Y,Y,N,
CAM009,CU00300,2023-11-23,Y,Y,N,
CAM004,CU00297,2023-12-22,Y,N,N,
CAM003,CU00036,2023-10-01,Y,N,N,
CAM009,CU00060,2023-11-22,N,N,N,
CAM009,CU00532,2023-11-28,Y,Y,N,
CAM004,CU00796,2023-12-03,Y,Y,Y,42500.0
CAM004,CU00690,2023-12-23,Y,Y,N,
CAM001,CU00363,2023-06-21,N,N,N,
CAM005,CU00600,2024-03-27,Y,N,N,
CAM005,CU00116,2024-03-17,N,N,N,
CAM002,CU00270,2023-03-13,N,N,N,
CAM003,CU00412,2023-09-19,Y,N,N,
CAM004,CU00426,2023-12-18,N,N,N,
CAM009,CU00072,2023-11-25,Y,Y,N,
CAM007,CU00214,2023-05-06,N,N,N,
CAM006,CU00207,2023-08-13,N,N,N,
CAM007,CU00291,2023-05-27,N,N,N,
CAM010,CU00531,2024-01-01,N,N,N,
CAM008,CU00358,2023-10-07,N,N,N,
CAM005,CU00523,2024-03-27,Y,N,N,
CAM002,CU00514,2023-03-18,N,N,N,
CAM009,CU00351,2023-11-22,Y,N,N,
CAM002,CU00620,2023-03-21,N,N,N,
CAM007,CU00092,2023-05-03,Y,Y,N,
CAM007,CU00274,2023-05-08,N,N,N,
CAM005,CU00756,2024-03-21,N,N,N,
CAM005,CU00769,2024-03-10,N,N,N,
CAM007,CU00612,2023-05-11,N,N,N,
CAM007,CU00514,2023-05-24,N,N,N,
CAM003,CU00541,2023-09-30,Y,Y,N,
CAM009,CU00564,2023-11-20,N,N,N,
CAM007,CU00384,2023-05-13,Y,Y,Y,7700.0
CAM002,CU00304,2023-03-08,N,N,N,
CAM009,CU00745,2023-11-21,N,N,N,
CAM010,CU00017,2023-12-21,Y,N,N,
CAM008,CU00233,2023-10-17,N,N,N,
CAM005,CU00228,2024-03-05,N,N,N,
CAM004,CU00370,2023-12-05,N,N,N,
CAM004,CU00157,2023-12-03,Y,N,N,
CAM007,CU00390,2023-05-04,N,N,N,
CAM003,CU00465,2023-09-20,Y,N,N,
CAM007,CU00700,2023-05-01,Y,N,N,
CAM002,CU00093,2023-03-25,N,N,N,
CAM007,CU00079,2023-05-09,Y,N,N,
CAM003,CU00405,2023-09-17,Y,N,N,
CAM007,CU00576,2023-05-05,N,N,N,
CAM002,CU00465,2023-03-09,N,N,N,
CAM008,CU00362,2023-10-07,N,N,N,
CAM005,CU00592,2024-03-28,N,N,N,
CAM007,CU00709,2023-05-21,Y,N,N,
CAM009,CU00221,2023-11-26,N,N,N,
CAM001,CU00099,2023-06-03,N,N,N,
CAM004,CU00639,2023-12-12,Y,Y,N,
CAM005,CU00231,2024-03-14,Y,N,N,
CAM004,CU00537,2023-12-22,Y,N,N,
CAM003,CU00797,2023-10-02,Y,N,N,
CAM007,CU00779,2023-05-30,Y,N,N,
CAM004,CU00710,2023-12-27,Y,N,N,
CAM005,CU00525,2024-03-24,Y,N,N,
CAM004,CU00401,2023-12-17,Y,Y,N,
CAM001,CU00091,2023-06-09,Y,N,N,
CAM004,CU00292,2023-12-28,Y,N,N,
CAM007,CU00322,2023-05-08,N,N,N,
CAM004,CU00691,2023-12-08,Y,N,N,
CAM004,CU00328,2023-12-01,N,N,N,
CAM002,CU00110,2023-03-11,N,N,N,
CAM007,CU00332,2023-05-21,Y,N,N,
CAM003,CU00791,2023-09-15,N,N,N,
CAM001,CU00412,2023-06-27,Y,Y,N,
CAM004,CU00402,2023-12-20,Y,Y,N,
CAM009,CU00746,2023-11-29,Y,N,N,
CAM007,CU00342,2023-05-25,Y,Y,N,
CAM003,CU00566,2023-09-29,Y,Y,N,
CAM007,CU00358,2023-05-16,N,N,N,
CAM004,CU00670,2023-12-22,Y,Y,N,
CAM002,CU00529,2023-03-30,Y,Y,N,
CAM008,CU00246,2023-10-22,Y,N,N,
CAM010,CU00055,2023-12-27,N,N,N,
CAM002,CU00672,2023-03-07,Y,N,N,
CAM001,CU00425,2023-06-03,Y,N,N,
CAM006,CU00368,2023-07-21,Y,N,N,
CAM004,CU00723,2023-12-26,N,N,N,
CAM004,CU00483,2023-12-19,N,N,N,
CAM006,CU00314,2023-07-21,Y,Y,Y,8000.0
CAM007,CU00266,2023-05-15,Y,N,N,
CAM002,CU00708,2023-03-16,Y,N,N,
CAM002,CU00663,2023-03-18,Y,N,N,
CAM004,CU00665,2023-12-08,Y,Y,Y,23900.0
CAM009,CU00318,2023-11-24,Y,N,N,
CAM007,CU00213,2023-05-06,N,N,N,
CAM004,CU00250,2023-12-23,N,N,N,
CAM005,CU00732,2024-03-27,Y,N,N,
CAM008,CU00181,2023-10-20,N,N,N,
CAM009,CU00239,2023-11-20,Y,N,N,
CAM009,CU00576,2023-11-23,N,N,N,
CAM007,CU00399,2023-05-14,Y,N,N,
CAM006,CU00097,2023-07-31,N,N,N,
CAM004,CU00012,2023-12-23,Y,N,N,
CAM009,CU00224,2023-11-23,N,N,N,
CAM006,CU00295,2023-08-13,Y,N,N,
CAM001,CU00127,2023-06-10,N,N,N,
CAM002,CU00027,2023-03-18,N,N,N,
CAM009,CU00280,2023-11-28,N,N,N,
CAM004,CU00704,2023-12-02,Y,N,N,
CAM002,CU00524,2023-03-11,N,N,N,
CAM009,CU00712,2023-11-23,N,N,N,
CAM007,CU00250,2023-05-27,N,N,N,
CAM003,CU00503,2023-09-25,Y,Y,Y,10200.0
CAM006,CU00211,2023-07-17,N,N,N,
CAM005,CU00126,2024-03-03,N,N,N,
CAM009,CU00521,2023-11-27,N,N,N,
CAM010,CU00430,2024-01-02,N,N,N,
CAM003,CU00441,2023-10-01,Y,Y,N,
CAM001,CU00478,2023-06-20,Y,N,N,
CAM003,CU00328,2023-09-21,Y,N,N,
CAM008,CU00375,2023-10-24,Y,Y,N,
CAM001,CU00466,2023-06-20,Y,Y,N,
CAM007,CU00491,2023-05-05,Y,N,N,
CAM004,CU00748,2023-12-13,N,N,N,
CAM009,CU00581,2023-11-29,Y,Y,N,
CAM003,CU00693,2023-09-25,Y,N,N,
CAM005,CU00454,2024-03-25,N,N,N,
CAM008,CU00386,2023-10-03,N,N,N,
CAM005,CU00482,2024-03-03,Y,N,N,
CAM007,CU00703,2023-05-29,Y,Y,Y,20300.0
CAM006,CU00393,2023-07-23,N,N,N,
CAM007,CU00482,2023-05-13,Y,N,N,
CAM002,CU00667,2023-03-10,N,N,N,
CAM008,CU00488,2023-10-29,N,N,N,
CAM005,CU00263,2024-03-27,Y,N,N,
CAM009,CU00572,2023-11-21,Y,N,N,
CAM001,CU00255,2023-06-28,Y,Y,N,
CAM005,CU00677,2024-03-13,Y,Y,N,
CAM010,CU00650,2024-01-04,N,N,N,
CAM005,CU00418,2024-03-27,Y,N,N,
CAM007,CU00024,2023-05-01,N,N,N,
CAM002,CU00170,2023-03-09,Y,N,N,
CAM007,CU00497,2023-05-27,Y,N,N,
CAM009,CU00598,2023-11-25,Y,Y,N,
CAM007,CU00107,2023-05-01,Y,Y,N,
CAM005,CU00211,2024-03-20,N,N,N,
CAM010,CU00705,2023-12-21,N,N,N,
CAM010,CU00756,2023-12-21,N,N,N,
CAM004,CU00523,2023-12-22,Y,Y,N,
CAM007,CU00028,2023-05-23,Y,N,N,
CAM002,CU00413,2023-03-14,Y,Y,N,
CAM010,CU00264,2024-01-01,N,N,N,
CAM009,CU00399,2023-11-26,N,N,N,
CAM009,CU00359,2023-11-27,N,N,N,
CAM005,CU00717,2024-03-01,N,N,N,
CAM007,CU00012,2023-05-05,Y,Y,Y,48400.0
CAM004,CU00330,2023-12-22,Y,Y,N,
CAM001,CU00164,2023-06-11,Y,Y,Y,24100.0
CAM008,CU00457,2023-10-10,N,N,N,
CAM009,CU00132,2023-11-26,N,N,N,
CAM003,CU00800,2023-09-29,N,N,N,
CAM003,CU00528,2023-10-04,N,N,N,
CAM005,CU00472,2024-03-16,Y,N,N,
CAM005,CU00530,2024-03-25,N,N,N,
CAM005,CU00359,2024-03-22,N,N,N,
CAM006,CU00297,2023-08-07,N,N,N,
CAM001,CU00797,2023-06-02,Y,N,N,
CAM002,CU00052,2023-03-17,Y,Y,Y,34200.0
CAM005,CU00100,2024-03-06,N,N,N,
CAM003,CU00205,2023-09-17,Y,N,N,
CAM007,CU00036,2023-05-25,N,N,N,
CAM001,CU00233,2023-06-01,N,N,N,
CAM004,CU00199,2023-12-18,Y,N,N,
CAM008,CU00124,2023-10-26,N,N,N,
CAM002,CU00232,2023-03-20,N,N,N,
CAM009,CU00070,2023-11-28,N,N,N,
CAM008,CU00658,2023-10-04,N,N,N,
CAM009,CU00616,2023-11-25,N,N,N,
CAM004,CU00136,2023-12-06,Y,Y,N,
CAM004,CU00381,2023-12-08,N,N,N,
CAM008,CU00701,2023-10-15,N,N,N,
CAM007,CU00276,2023-05-11,Y,N,N,
CAM004,CU00326,2023-12-24,N,N,N,
CAM001,CU00161,2023-06-02,Y,N,N,
CAM008,CU00325,2023-10-15,N,N,N,
CAM005,CU00761,2024-03-03,N,N,N,
CAM003,CU00347,2023-10-04,Y,N,N,
CAM009,CU00118,2023-11-25,N,N,N,
CAM009,CU00283,2023-11-28,Y,N,N,
CAM005,CU00579,2024-03-17,N,N,N,
CAM009,CU00031,2023-11-24,N,N,N,
CAM006,CU00332,2023-07-26,N,N,N,
CAM006,CU00271,2023-07-31,N,N,N,
CAM001,CU00656,2023-06-22,N,N,N,
CAM002,CU00134,2023-03-03,N,N,N,
CAM009,CU00090,2023-11-25,N,N,N,
CAM007,CU00472,2023-05-19,Y,Y,N,
CAM002,CU00638,2023-03-08,N,N,N,
CAM008,CU00612,2023-10-01,Y,Y,N,
CAM004,CU00289,2023-12-19,N,N,N,
CAM008,CU00327,2023-10-21,N,N,N,
CAM002,CU00683,2023-03-29,N,N,N,
CAM006,CU00489,2023-07-25,Y,N,N,
CAM008,CU00387,2023-10-12,Y,N,N,
CAM003,CU00764,2023-09-21,Y,N,N,
CAM007,CU00490,2023-05-04,N,N,N,
CAM009,CU00467,2023-11-27,N,N,N,
CAM007,CU00486,2023-05-05,Y,N,N,
CAM002,CU00695,2023-03-26,N,N,N,
CAM007,CU00407,2023-05-05,N,N,N,
CAM002,CU00685,2023-03-02,N,N,N,
CAM004,CU00351,2023-12-02,N,N,N,
CAM001,CU00371,2023-06-20,N,N,N,
CAM007,CU00518,2023-05-26,N,N,N,
CAM007,CU00246,2023-05-03,N,N,N,
CAM009,CU00788,2023-11-25,N,N,N,
CAM005,CU00603,2024-03-06,Y,N,N,
CAM004,CU00716,2023-12-27,N,N,N,
CAM004,CU00173,2023-12-05,N,N,N,
CAM004,CU00612,2023-12-02,N,N,N,
CAM002,CU00125,2023-03-14,N,N,N,
CAM005,CU00334,2024-03-27,Y,N,N,
CAM010,CU00450,2023-12-26,Y,N,N,
CAM008,CU00244,2023-10-09,Y,N,N,
CAM007,CU00321,2023-05-24,Y,N,N,
CAM010,CU00043,2023-12-22,N,N,N,
CAM006,CU00671,2023-07-23,N,N,N,
CAM009,CU00043,2023-11-29,N,N,N,
CAM005,CU00237,2024-03-24,N,N,N,
CAM001,CU00355,2023-06-11,Y,N,N,
CAM005,CU00428,2024-03-07,Y,N,N,
CAM009,CU00612,2023-11-29,Y,N,N,
CAM003,CU00213,2023-10-03,N,N,N,
CAM002,CU00213,2023-03-20,Y,Y,N,
CAM004,CU00221,2023-12-23,N,N,N,
CAM009,CU00238,2023-11-24,Y,Y,N,
CAM002,CU00546,2023-03-22,N,N,N,
CAM010,CU00733,2023-12-21,Y,N,N,
CAM002,CU00385,2023-03-23,Y,Y,Y,45900.0
CAM005,CU00286,2024-03-10,Y,N,N,
CAM010,CU00533,2023-12-21,Y,Y,N,
CAM002,CU00501,2023-03-02,Y,Y,Y,13800.0
CAM002,CU00537,2023-03-20,N,N,N,
CAM007,CU00027,2023-05-11,Y,N,N,
CAM009,CU00382,2023-11-20,N,N,N,
CAM002,CU00703,2023-03-09,N,N,N,
CAM002,CU00726,2023-03-30,Y,N,N,
CAM005,CU00326,2024-03-28,N,N,N,
CAM009,CU00648,2023-11-21,N,N,N,
CAM002,CU00290,2023-03-25,Y,Y,N,
CAM004,CU00026,2023-12-13,N,N,N,
CAM006,CU00476,2023-07-28,N,N,N,
CAM009,CU00265,2023-11-21,Y,N,N,
CAM003,CU00680,2023-09-23,N,N,N,
CAM001,CU00299,2023-06-27,N,N,N,
CAM003,CU00081,2023-09-30,Y,N,N,
CAM003,CU00490,2023-09-26,Y,Y,N,
CAM002,CU00505,2023-03-11,N,N,N,
CAM009,CU00480,2023-11-28,Y,Y,Y,25100.0
CAM002,CU00759,2023-03-26,Y,N,N,
CAM007,CU00429,2023-05-26,Y,N,N,
CAM008,CU00077,2023-10-17,N,N,N,
CAM001,CU00148,2023-06-08,N,N,N,
CAM009,CU00235,2023-11-21,N,N,N,
CAM002,CU00730,2023-03-10,N,N,N,
CAM007,CU00552,2023-05-14,Y,Y,N,
CAM007,CU00093,2023-05-10,Y,N,N,
CAM010,CU00762,2023-12-26,Y,N,N,
CAM007,CU00051,2023-05-08,N,N,N,
CAM007,CU00245,2023-05-20,Y,Y,N,
CAM005,CU00727,2024-03-21,Y,Y,Y,17900.0
CAM005,CU00056,2024-03-01,Y,N,N,
CAM008,CU00440,2023-10-01,Y,N,N,
CAM007,CU00234,2023-05-22,Y,Y,N,
CAM002,CU00016,2023-03-05,N,N,N,
CAM010,CU00322,2023-12-21,Y,Y,Y,31700.0
CAM010,CU00228,2023-12-27,N,N,N,
CAM005,CU00178,2024-03-17,N,N,N,
CAM002,CU00713,2023-03-11,N,N,N,
CAM010,CU00583,2023-12-30,Y,N,N,
CAM002,CU00056,2023-03-19,Y,N,N,
CAM009,CU00371,2023-11-28,Y,Y,N,
CAM009,CU00432,2023-11-29,Y,N,N,
CAM004,CU00311,2023-12-15,N,N,N,
CAM002,CU00679,2023-03-16,N,N,N,
CAM007,CU00216,2023-05-13,N,N,N,
CAM001,CU00245,2023-06-01,N,N,N,
CAM001,CU00225,2023-06-15,Y,N,N,
CAM006,CU00352,2023-07-29,N,N,N,
CAM009,CU00020,2023-11-23,N,N,N,
CAM007,CU00460,2023-05-04,N,N,N,
CAM005,CU00782,2024-03-15,Y,N,N,
CAM009,CU00211,2023-11-29,N,N,N,
CAM010,CU00317,2023-12-30,N,N,N,
CAM007,CU00652,2023-05-25,N,N,N,
CAM010,CU00560,2023-12-31,Y,Y,Y,31500.0
CAM005,CU00210,2024-03-13,N,N,N,
CAM007,CU00440,2023-05-25,N,N,N,
CAM008,CU00740,2023-10-20,Y,N,N,
CAM008,CU00729,2023-10-26,N,N,N,
CAM003,CU00341,2023-09-30,N,N,N,
CAM007,CU00587,2023-05-17,Y,N,N,
CAM002,CU00285,2023-03-18,Y,N,N,
CAM010,CU00378,2023-12-30,Y,N,N,
CAM005,CU00710,2024-03-14,N,N,N,
CAM007,CU00285,2023-05-08,N,N,N,
CAM001,CU00167,2023-06-10,N,N,N,
CAM002,CU00556,2023-03-27,N,N,N,
CAM008,CU00102,2023-10-15,N,N,N,
CAM007,CU00488,2023-05-25,N,N,N,
CAM006,CU00249,2023-07-29,N,N,N,
CAM009,CU00560,2023-11-25,Y,Y,N,
CAM007,CU00146,2023-05-08,N,N,N,
CAM007,CU00206,2023-05-01,Y,N,N,
CAM005,CU00098,2024-03-08,Y,N,N,
CAM008,CU00109,2023-10-22,N,N,N,
CAM009,CU00190,2023-11-28,Y,N,N,
CAM007,CU00786,2023-05-11,N,N,N,
CAM009,CU00431,2023-11-24,N,N,N,
CAM004,CU00496,2023-12-27,N,N,N,
CAM006,CU00485,2023-08-14,Y,N,N,
CAM001,CU00672,2023-06-20,N,N,N,
CAM001,CU00311,2023-06-07,N,N,N,
CAM003,CU00196,2023-09-26,Y,N,N,
CAM002,CU00198,2023-03-22,N,N,N,
CAM002,CU00734,2023-03-26,N,N,N,
CAM010,CU00749,2023-12-28,N,N,N,
CAM007,CU00183,2023-05-20,Y,Y,N,
CAM007,CU00753,2023-05-08,N,N,N,
CAM010,CU00418,2024-01-01,Y,N,N,
CAM007,CU00359,2023-05-19,Y,N,N,
CAM007,CU00271,2023-05-06,N,N,N,
CAM005,CU00491,2024-03-14,Y,Y,N,
CAM008,CU00455,2023-10-06,N,N,N,
CAM004,CU00471,2023-12-12,Y,N,N,
CAM002,CU00763,2023-03-11,Y,N,N,
CAM002,CU00286,2023-03-03,N,N,N,
CAM005,CU00315,2024-03-11,N,N,N,
CAM009,CU00276,2023-11-28,Y,Y,N,
CAM005,CU00638,2024-03-05,N,N,N,
CAM010,CU00140,2023-12-23,N,N,N,
CAM002,CU00348,2023-03-07,N,N,N,
CAM007,CU00434,2023-05-10,N,N,N,
CAM005,CU00667,2024-03-09,Y,N,N,
CAM003,CU00601,2023-09-15,N,N,N,
CAM002,CU00262,2023-03-23,N,N,N,
CAM002,CU00067,2023-03-23,Y,N,N,
CAM009,CU00462,2023-11-27,N,N,N,
CAM007,CU00647,2023-05-22,N,N,N,
CAM003,CU00688,2023-09-27,N,N,N,
CAM007,CU00112,2023-05-06,Y,N,N,
CAM002,CU00521,2023-03-08,N,N,N,
CAM005,CU00200,2024-03-09,N,N,N,
CAM010,CU00086,2023-12-30,N,N,N,
CAM002,CU00202,2023-03-30,N,N,N,
CAM008,CU00501,2023-10-20,N,N,N,
CAM005,CU00079,2024-03-11,N,N,N,
CAM007,CU00166,2023-05-29,Y,N,N,
CAM008,CU00107,2023-10-29,N,N,N,
CAM004,CU00599,2023-12-14,N,N,N,
CAM004,CU00325,2023-12-04,N,N,N,
CAM008,CU00253,2023-10-20,N,N,N,
CAM009,CU00291,2023-11-24,Y,N,N,
CAM001,CU00105,2023-06-17,N,N,N,
CAM009,CU00142,2023-11-25,Y,N,N,
CAM001,CU00652,2023-06-08,Y,N,N,
CAM010,CU00211,2023-12-25,Y,Y,N,
CAM005,CU00260,2024-03-19,N,N,N,
CAM003,CU00488,2023-09-25,Y,Y,N,
CAM005,CU00539,2024-03-14,N,N,N,
CAM007,CU00147,2023-05-15,Y,N,N,
CAM003,CU00767,2023-09-27,Y,N,N,
CAM007,CU00288,2023-05-20,Y,N,N,
CAM003,CU00410,2023-09-16,N,N,N,
CAM009,CU00264,2023-11-21,N,N,N,
CAM009,CU00010,2023-11-28,Y,N,N,
CAM009,CU00499,2023-11-27,N,N,N,
CAM002,CU00425,2023-03-18,Y,N,N,
CAM004,CU00774,2023-12-04,Y,N,N,
CAM007,CU00719,2023-05-19,Y,N,N,
CAM009,CU00713,2023-11-21,N,N,N,
CAM006,CU00562,2023-07-27,Y,N,N,
CAM003,CU00784,2023-09-18,Y,Y,N,
CAM010,CU00798,2023-12-23,Y,N,N,
CAM010,CU00792,2023-12-28,N,N,N,
CAM003,CU00695,2023-10-04,Y,Y,Y,5200.0
CAM007,CU00410,2023-05-08,Y,N,N,
CAM007,CU00628,2023-05-03,Y,N,N,
CAM002,CU00356,2023-03-06,N,N,N,
CAM007,CU00186,2023-05-05,N,N,N,
CAM002,CU00495,2023-03-09,N,N,N,
CAM009,CU00231,2023-11-21,N,N,N,
CAM008,CU00644,2023-10-03,N,N,N,
CAM010,CU00413,2023-12-28,N,N,N,
CAM003,CU00391,2023-09-15,N,N,N,
CAM003,CU00792,2023-10-04,Y,N,N,
CAM007,CU00667,2023-05-26,N,N,N,
CAM009,CU00159,2023-11-26,N,N,N,
CAM007,CU00573,2023-05-13,N,N,N,
CAM004,CU00377,2023-12-14,Y,N,N,
CAM002,CU00138,2023-03-20,Y,N,N,
CAM010,CU00308,2023-12-28,N,N,N,
CAM009,CU00208,2023-11-29,Y,Y,N,
CAM001,CU00689,2023-06-18,N,N,N,
CAM003,CU00652,2023-10-02,N,N,N,
