고객ID,연월,이용횟수,이용시간(분)
CU00322,2023-02,10.0,312.0
CU00322,2023-03,4.0,71.0
CU00322,2023-04,6.0,200.0
CU00322,2023-05,4.0,86.0
CU00322,2023-06,3.0,109.0
CU00322,2023-08,3.0,101.0
CU00322,2023-09,3.0,78.0
CU00322,2023-10,5.0,
CU00322,2023-11,3.0,34.0
CU00322,2023-12,4.0,79.0
CU00323,2023-01,20.0,656.0
CU00323,2023-02,15.0,
CU00323,2023-03,18.0,357.0
CU00323,2023-04,21.0,588.0
CU00323,2023-05,18.0,673.0
CU00323,2023-06,24.0,861.0
CU00323,2023-07,9.0,131.0
CU00323,2023-08,19.0,712.0
CU00323,2023-09,11.0,272.0
CU00323,2023-10,14.0,360.0
CU00323,2023-11,11.0,175.0
CU00323,2023-12,20.0,544.0
CU00325,2023-01,17.0,537.0
CU00325,2023-02,22.0,561.0
CU00325,2023-03,9.0,204.0
CU00325,2023-04,22.0,409.0
CU00325,2023-05,16.0,165.0
CU00325,2023-06,10.0,343.0
CU00325,2023-07,12.0,
CU00325,2023-08,,240.0
CU00325,2023-09,10.0,243.0
CU00325,2023-10,15.0,417.0
CU00325,2023-11,15.0,208.0
CU00325,2023-12,18.0,447.0
CU00327,2023-09,16.0,415.0
CU00327,2023-10,,123.0
CU00327,2023-11,11.0,278.0
CU00327,2023-12,12.0,346.0
CU00328,2023-01,17.0,279.0
CU00328,2023-02,15.0,494.0
CU00328,2023-04,11.0,252.0
CU00328,2023-05,13.0,504.0
CU00328,2023-07,7.0,119.0
CU00328,2023-09,11.0,261.0
CU00328,2023-10,8.0,194.0
CU00328,2023-11,12.0,181.0
CU00328,2023-12,17.0,586.0
CU00329,2023-01,16.0,477.0
CU00329,2023-02,13.0,303.0
CU00329,2023-03,13.0,243.0
CU00329,2023-04,6.0,183.0
CU00329,2023-05,10.0,290.0
CU00329,2023-06,20.0,476.0
CU00329,2023-07,21.0,410.0
CU00329,2023-08,13.0,340.0
CU00329,2023-09,14.0,475.0
CU00329,2023-10,18.0,515.0
CU00329,2023-11,19.0,271.0
CU00329,2023-12,20.0,186.0
CU00330,2023-01,11.0,329.0
CU00330,2023-02,22.0,789.0
CU00330,2023-03,19.0,369.0
CU00330,2023-04,19.0,218.0
CU00330,2023-05,20.0,475.0
CU00330,2023-06,14.0,182.0
CU00330,2023-07,15.0,445.0
CU00330,2023-08,17.0,272.0
CU00330,2023-09,9.0,204.0
CU00330,2023-10,17.0,446.0
CU00330,2023-12,17.0,376.0
CU00331,2023-02,3.0,93.0
CU00331,2023-03,4.0,72.0
CU00331,2023-04,2.0,50.0
CU00331,2023-05,1.0,21.0
CU00333,2023-01,20.0,446.0
CU00333,2023-02,19.0,196.0
CU00333,2023-03,13.0,198.0
CU00333,2023-04,26.0,574.0
CU00333,2023-05,14.0,143.0
CU00333,2023-06,12.0,416.0
CU00333,2023-07,13.0,389.0
CU00333,2023-08,11.0,
CU00333,2023-09,8.0,160.0
CU00333,2023-10,11.0,291.0
CU00333,2023-11,13.0,436.0
CU00333,2023-12,16.0,486.0
CU00334,2023-01,21.0,415.0
CU00334,2023-02,9.0,157.0
CU00334,2023-03,10.0,213.0
CU00334,2023-04,21.0,721.0
CU00334,2023-05,13.0,252.0
CU00334,2023-06,11.0,149.0
CU00334,2023-07,11.0,407.0
CU00334,2023-08,13.0,350.0
CU00334,2023-09,14.0,309.0
CU00334,2023-10,8.0,190.0
CU00334,2023-11,14.0,418.0
CU00334,2023-12,17.0,579.0
CU00335,2023-05,19.0,657.0
CU00335,2023-06,13.0,216.0
CU00335,2023-07,8.0,162.0
CU00335,2023-08,18.0,257.0
CU00335,2023-09,13.0,240.0
CU00335,2023-10,13.0,161.0
CU00335,2023-11,13.0,444.0
CU00335,2023-12,23.0,527.0
CU00336,2023-12,13.0,418.0
CU00337,2023-01,14.0,152.0
CU00337,2023-02,15.0,486.0
CU00337,2023-03,12.0,219.0
CU00337,2023-04,14.0,252.0
CU00337,2023-05,9.0,136.0
CU00337,2023-06,,191.0
CU00337,2023-07,14.0,147.0
CU00337,2023-08,6.0,221.0
CU00337,2023-09,21.0,690.0
CU00337,2023-10,14.0,471.0
CU00337,2023-11,21.0,823.0
CU00337,2023-12,,261.0
CU00339,2023-05,14.0,417.0
CU00339,2023-06,15.0,530.0
CU00339,2023-07,,239.0
CU00339,2023-08,11.0,424.0
CU00339,2023-09,14.0,191.0
CU00339,2023-10,9.0,151.0
CU00339,2023-11,13.0,282.0
CU00339,2023-12,15.0,253.0
CU00340,2023-01,3.0,91.0
CU00340,2023-02,5.0,138.0
CU00340,2023-03,2.0,44.0
CU00340,2023-04,3.0,122.0
CU00340,2023-05,5.0,118.0
CU00340,2023-06,4.0,77.0
CU00340,2023-07,3.0,36.0
CU00340,2023-08,4.0,45.0
CU00340,2023-09,2.0,34.0
CU00341,2023-11,4.0,56.0
CU00341,2023-12,2.0,22.0
CU00342,2023-01,13.0,278.0
CU00342,2023-02,18.0,314.0
CU00342,2023-03,14.0,328.0
CU00342,2023-04,16.0,492.0
CU00342,2023-05,,264.0
CU00342,2023-06,,379.0
CU00342,2023-07,11.0,270.0
CU00342,2023-08,17.0,676.0
CU00342,2023-09,21.0,534.0
CU00342,2023-10,13.0,304.0
CU00342,2023-11,14.0,219.0
CU00342,2023-12,10.0,256.0
CU00344,2023-07,4.0,133.0
CU00344,2023-08,3.0,31.0
CU00344,2023-09,2.0,33.0
CU00344,2023-10,2.0,65.0
CU00345,2023-01,16.0,273.0
CU00345,2023-02,14.0,509.0
CU00345,2023-03,15.0,598.0
CU00345,2023-04,13.0,286.0
CU00345,2023-05,15.0,541.0
CU00345,2023-06,19.0,300.0
CU00345,2023-07,13.0,435.0
CU00345,2023-08,20.0,335.0
CU00345,2023-09,15.0,491.0
CU00345,2023-10,17.0,361.0
CU00345,2023-11,16.0,548.0
CU00345,2023-12,21.0,708.0
CU00346,2023-11,24.0,753.0
CU00346,2023-12,9.0,232.0
CU00347,2023-01,18.0,243.0
CU00347,2023-02,10.0,304.0
CU00347,2023-03,16.0,455.0
CU00347,2023-04,14.0,547.0
CU00347,2023-05,20.0,565.0
CU00347,2023-06,14.0,398.0
CU00347,2023-07,18.0,667.0
CU00347,2023-08,24.0,876.0
CU00347,2023-09,24.0,891.0
CU00347,2023-10,20.0,818.0
CU00347,2023-11,22.0,433.0
CU00347,2023-12,21.0,677.0
CU00348,2023-01,10.0,348.0
CU00348,2023-02,15.0,302.0
CU00348,2023-03,12.0,206.0
CU00348,2023-04,19.0,685.0
CU00348,2023-05,11.0,129.0
CU00348,2023-06,9.0,101.0
CU00348,2023-07,10.0,212.0
CU00348,2023-08,18.0,566.0
CU00348,2023-09,16.0,353.0
CU00348,2023-10,13.0,188.0
CU00348,2023-11,22.0,869.0
CU00348,2023-12,16.0,492.0
CU00349,2023-01,19.0,398.0
CU00349,2023-02,12.0,187.0
CU00349,2023-03,13.0,179.0
CU00349,2023-04,15.0,395.0
CU00349,2023-06,14.0,186.0
CU00349,2023-07,12.0,380.0
CU00349,2023-08,16.0,167.0
CU00349,2023-09,16.0,452.0
CU00349,2023-10,17.0,197.0
CU00349,2023-11,14.0,468.0
CU00349,2023-12,13.0,149.0
CU00350,2023-01,2.0,33.0
CU00351,2023-02,14.0,186.0
CU00351,2023-03,16.0,522.0
CU00351,2023-04,15.0,294.0
CU00351,2023-06,11.0,358.0
CU00351,2023-07,16.0,439.0
CU00351,2023-08,12.0,163.0
CU00351,2023-09,17.0,636.0
CU00351,2023-10,,761.0
CU00351,2023-11,5.0,91.0
CU00351,2023-12,13.0,342.0
CU00353,2023-01,11.0,210.0
CU00353,2023-02,20.0,709.0
CU00353,2023-03,19.0,577.0
CU00353,2023-04,12.0,423.0
CU00353,2023-05,17.0,172.0
CU00353,2023-07,8.0,193.0
CU00353,2023-08,16.0,480.0
CU00353,2023-09,16.0,167.0
CU00353,2023-10,9.0,120.0
CU00353,2023-11,20.0,192.0
CU00353,2023-12,18.0,390.0
CU00354,2023-01,22.0,280.0
CU00354,2023-02,15.0,591.0
CU00354,2023-03,14.0,558.0
CU00354,2023-05,12.0,396.0
CU00354,2023-06,12.0,406.0
CU00354,2023-07,15.0,467.0
CU00354,2023-08,7.0,96.0
CU00354,2023-09,20.0,708.0
CU00354,2023-10,17.0,279.0
CU00354,2023-11,20.0,208.0
CU00354,2023-12,12.0,210.0
CU00355,2023-12,14.0,538.0
CU00356,2023-01,13.0,235.0
CU00356,2023-02,14.0,471.0
CU00356,2023-03,15.0,414.0
CU00356,2023-04,13.0,215.0
CU00356,2023-05,14.0,541.0
CU00356,2023-06,9.0,272.0
CU00356,2023-07,19.0,355.0
CU00356,2023-08,10.0,127.0
CU00356,2023-09,18.0,306.0
CU00356,2023-10,22.0,315.0
CU00356,2023-12,12.0,306.0
CU00357,2023-03,16.0,319.0
CU00357,2023-04,21.0,595.0
CU00357,2023-05,16.0,607.0
CU00357,2023-07,17.0,486.0
CU00357,2023-08,18.0,473.0
CU00357,2023-09,12.0,343.0
CU00357,2023-10,14.0,531.0
CU00357,2023-11,15.0,349.0
CU00357,2023-12,13.0,242.0
CU00358,2023-01,5.0,51.0
CU00358,2023-02,9.0,97.0
CU00358,2023-03,3.0,70.0
CU00358,2023-04,4.0,153.0
CU00358,2023-05,4.0,60.0
CU00358,2023-06,6.0,85.0
CU00358,2023-07,1.0,29.0
CU00358,2023-09,0.0,6.0
CU00358,2023-10,3.0,60.0
CU00358,2023-11,3.0,71.0
CU00358,2023-12,4.0,113.0
CU00359,2023-01,5.0,78.0
CU00359,2023-02,18.0,549.0
CU00359,2023-03,15.0,459.0
CU00359,2023-04,11.0,431.0
CU00359,2023-05,12.0,198.0
CU00359,2023-06,15.0,245.0
CU00359,2023-07,12.0,263.0
CU00359,2023-08,15.0,503.0
CU00359,2023-09,22.0,288.0
CU00359,2023-10,7.0,61.0
CU00359,2023-12,15.0,359.0
CU00360,2023-06,2.0,14.0
CU00360,2023-07,5.0,168.0
CU00360,2023-08,1.0,21.0
CU00360,2023-09,5.0,
CU00360,2023-10,5.0,213.0
CU00360,2023-11,3.0,65.0
CU00360,2023-12,5.0,157.0
CU00361,2023-08,,251.0
CU00361,2023-09,22.0,284.0
CU00361,2023-10,12.0,306.0
CU00361,2023-11,18.0,293.0
CU00361,2023-12,15.0,
CU00362,2023-01,16.0,549.0
CU00362,2023-02,15.0,523.0
CU00362,2023-03,15.0,436.0
CU00362,2023-04,19.0,607.0
CU00362,2023-05,12.0,205.0
CU00362,2023-06,16.0,543.0
CU00362,2023-07,13.0,439.0
CU00362,2023-08,14.0,536.0
CU00362,2023-09,13.0,523.0
CU00362,2023-10,9.0,301.0
CU00362,2023-11,12.0,190.0
CU00365,2023-01,19.0,696.0
CU00365,2023-02,21.0,793.0
CU00365,2023-03,15.0,159.0
CU00365,2023-04,28.0,
CU00365,2023-05,15.0,523.0
CU00365,2023-06,10.0,173.0
CU00365,2023-07,17.0,582.0
CU00365,2023-08,11.0,348.0
CU00365,2023-09,8.0,225.0
CU00365,2023-10,19.0,589.0
CU00365,2023-11,16.0,210.0
CU00365,2023-12,11.0,158.0
CU00366,2023-01,8.0,214.0
CU00366,2023-02,12.0,351.0
CU00366,2023-03,21.0,614.0
CU00366,2023-04,12.0,292.0
CU00366,2023-05,21.0,274.0
CU00366,2023-06,19.0,356.0
CU00366,2023-07,24.0,502.0
CU00366,2023-08,11.0,245.0
CU00366,2023-09,7.0,82.0
CU00366,2023-10,18.0,210.0
CU00366,2023-11,18.0,616.0
CU00366,2023-12,22.0,255.0
CU00367,2023-01,18.0,653.0
CU00367,2023-02,16.0,566.0
CU00367,2023-03,9.0,143.0
CU00367,2023-04,21.0,592.0
CU00367,2023-05,16.0,563.0
CU00367,2023-06,11.0,126.0
CU00367,2023-07,16.0,437.0
CU00367,2023-08,16.0,623.0
CU00367,2023-09,13.0,170.0
CU00367,2023-10,22.0,246.0
CU00367,2023-11,11.0,299.0
CU00367,2023-12,9.0,245.0
CU00368,2023-01,15.0,446.0
CU00368,2023-02,17.0,263.0
CU00368,2023-03,14.0,482.0
CU00368,2023-04,14.0,145.0
CU00368,2023-05,15.0,226.0
CU00368,2023-06,11.0,340.0
CU00368,2023-07,12.0,390.0
CU00368,2023-08,20.0,410.0
CU00368,2023-09,16.0,556.0
CU00368,2023-10,16.0,577.0
CU00368,2023-11,18.0,342.0
CU00368,2023-12,14.0,390.0
CU00369,2023-01,13.0,203.0
CU00369,2023-02,13.0,491.0
CU00369,2023-03,16.0,156.0
CU00369,2023-04,19.0,407.0
CU00369,2023-05,19.0,195.0
CU00369,2023-06,15.0,426.0
CU00369,2023-07,15.0,288.0
CU00369,2023-08,11.0,186.0
CU00369,2023-09,17.0,186.0
CU00369,2023-10,17.0,561.0
CU00369,2023-11,14.0,511.0
CU00369,2023-12,15.0,427.0
CU00370,2023-01,14.0,325.0
CU00370,2023-02,15.0,222.0
CU00370,2023-03,9.0,336.0
CU00370,2023-04,10.0,272.0
CU00370,2023-05,13.0,524.0
CU00370,2023-06,21.0,721.0
CU00370,2023-07,15.0,258.0
CU00370,2023-08,16.0,545.0
CU00370,2023-09,17.0,217.0
CU00370,2023-10,13.0,309.0
CU00370,2023-11,11.0,129.0
CU00370,2023-12,12.0,230.0
CU00371,2023-01,15.0,366.0
CU00371,2023-02,11.0,130.0
CU00371,2023-03,19.0,463.0
CU00371,2023-04,17.0,438.0
CU00371,2023-05,14.0,395.0
CU00371,2023-06,20.0,325.0
CU00371,2023-07,11.0,407.0
CU00371,2023-08,20.0,260.0
CU00371,2023-09,11.0,125.0
CU00371,2023-10,10.0,89.0
CU00371,2023-11,19.0,394.0
CU00371,2023-12,15.0,456.0
CU00373,2023-01,18.0,389.0
CU00373,2023-02,17.0,363.0
CU00373,2023-03,13.0,303.0
CU00373,2023-04,12.0,188.0
CU00373,2023-05,11.0,441.0
CU00373,2023-06,13.0,
CU00373,2023-07,16.0,577.0
CU00373,2023-08,13.0,256.0
CU00373,2023-09,14.0,177.0
CU00373,2023-10,8.0,322.0
CU00373,2023-11,22.0,738.0
CU00373,2023-12,15.0,385.0
CU00374,2023-01,13.0,
CU00374,2023-02,17.0,411.0
CU00374,2023-03,13.0,162.0
CU00374,2023-04,15.0,467.0
CU00374,2023-05,11.0,172.0
CU00374,2023-06,20.0,408.0
CU00374,2023-07,14.0,497.0
CU00374,2023-08,13.0,526.0
CU00374,2023-09,17.0,561.0
CU00374,2023-10,17.0,663.0
CU00374,2023-12,12.0,150.0
CU00375,2023-01,13.0,152.0
CU00375,2023-02,11.0,223.0
CU00375,2023-03,16.0,375.0
CU00375,2023-04,11.0,451.0
CU00375,2023-05,20.0,249.0
CU00375,2023-06,16.0,323.0
CU00375,2023-07,8.0,275.0
CU00375,2023-08,17.0,339.0
CU00375,2023-09,21.0,793.0
CU00375,2023-10,10.0,342.0
CU00375,2023-11,10.0,216.0
CU00375,2023-12,27.0,849.0
CU00376,2023-01,,290.0
CU00376,2023-02,11.0,283.0
CU00376,2023-03,12.0,351.0
CU00376,2023-04,18.0,317.0
CU00376,2023-05,24.0,352.0
CU00376,2023-06,14.0,361.0
CU00376,2023-07,16.0,267.0
CU00376,2023-08,12.0,146.0
CU00376,2023-09,,142.0
CU00376,2023-10,16.0,504.0
CU00376,2023-11,16.0,520.0
CU00376,2023-12,16.0,579.0
CU00377,2023-01,8.0,165.0
CU00377,2023-02,6.0,177.0
CU00377,2023-03,3.0,59.0
CU00377,2023-04,11.0,399.0
CU00377,2023-05,5.0,154.0
CU00377,2023-06,5.0,57.0
CU00377,2023-07,5.0,153.0
CU00377,2023-08,6.0,61.0
CU00377,2023-09,5.0,128.0
CU00377,2023-10,2.0,77.0
CU00377,2023-11,5.0,200.0
CU00377,2023-12,4.0,129.0
CU00378,2023-01,22.0,370.0
CU00378,2023-02,12.0,315.0
CU00378,2023-03,17.0,570.0
CU00378,2023-04,14.0,530.0
CU00378,2023-05,15.0,
CU00378,2023-06,10.0,299.0
CU00378,2023-07,16.0,416.0
CU00378,2023-09,23.0,358.0
CU00378,2023-10,12.0,114.0
CU00378,2023-11,18.0,472.0
CU00378,2023-12,14.0,372.0
CU00381,2023-01,7.0,93.0
CU00381,2023-02,25.0,521.0
CU00381,2023-03,16.0,412.0
CU00381,2023-04,14.0,231.0
CU00381,2023-05,15.0,274.0
CU00381,2023-06,14.0,261.0
CU00381,2023-07,11.0,414.0
CU00381,2023-08,17.0,248.0
CU00381,2023-09,16.0,342.0
CU00381,2023-10,13.0,400.0
CU00381,2023-11,22.0,295.0
CU00381,2023-12,14.0,239.0
CU00382,2023-01,9.0,175.0
CU00382,2023-02,12.0,371.0
CU00382,2023-03,9.0,325.0
CU00382,2023-04,18.0,673.0
CU00382,2023-05,12.0,128.0
CU00382,2023-06,7.0,149.0
CU00382,2023-07,18.0,604.0
CU00382,2023-08,14.0,540.0
CU00382,2023-09,21.0,389.0
CU00382,2023-10,17.0,537.0
CU00382,2023-11,10.0,213.0
CU00382,2023-12,21.0,666.0
CU00383,2023-01,15.0,548.0
CU00383,2023-02,17.0,257.0
CU00383,2023-03,12.0,324.0
CU00383,2023-04,16.0,502.0
CU00383,2023-05,15.0,247.0
CU00383,2023-06,12.0,191.0
CU00383,2023-07,6.0,107.0
CU00383,2023-08,15.0,325.0
CU00383,2023-09,8.0,142.0
CU00383,2023-10,16.0,404.0
CU00383,2023-11,15.0,
CU00383,2023-12,22.0,538.0
CU00384,2023-01,20.0,687.0
CU00384,2023-02,24.0,722.0
CU00384,2023-03,11.0,369.0
CU00384,2023-04,13.0,214.0
CU00384,2023-05,24.0,662.0
CU00384,2023-06,17.0,561.0
CU00384,2023-07,12.0,136.0
CU00384,2023-08,8.0,163.0
CU00384,2023-09,9.0,299.0
CU00384,2023-10,16.0,392.0
CU00384,2023-11,9.0,182.0
CU00384,2023-12,14.0,503.0
CU00386,2023-01,8.0,123.0
CU00386,2023-02,10.0,215.0
CU00386,2023-03,12.0,149.0
CU00386,2023-04,19.0,656.0
CU00386,2023-05,16.0,234.0
CU00386,2023-06,,140.0
CU00386,2023-07,13.0,395.0
CU00386,2023-08,12.0,
CU00386,2023-10,13.0,196.0
CU00386,2023-11,17.0,435.0
CU00386,2023-12,18.0,525.0
CU00387,2023-03,9.0,265.0
CU00387,2023-04,12.0,427.0
CU00387,2023-05,17.0,601.0
CU00387,2023-06,9.0,292.0
CU00387,2023-07,13.0,395.0
CU00387,2023-08,13.0,487.0
CU00387,2023-09,19.0,658.0
CU00387,2023-10,15.0,350.0
CU00387,2023-11,17.0,256.0
CU00387,2023-12,16.0,340.0
CU00388,2023-01,10.0,289.0
CU00388,2023-02,5.0,123.0
CU00388,2023-03,1.0,43.0
CU00388,2023-04,5.0,49.0
CU00388,2023-05,6.0,190.0
CU00388,2023-06,2.0,67.0
CU00388,2023-07,2.0,45.0
CU00388,2023-08,1.0,7.0
CU00388,2023-09,2.0,44.0
CU00388,2023-11,2.0,71.0
CU00388,2023-12,5.0,189.0
CU00389,2023-01,14.0,524.0
CU00389,2023-02,13.0,444.0
CU00389,2023-03,10.0,102.0
CU00389,2023-04,13.0,135.0
CU00389,2023-05,16.0,190.0
CU00389,2023-06,12.0,314.0
CU00389,2023-07,16.0,477.0
CU00389,2023-08,9.0,333.0
CU00389,2023-09,11.0,292.0
CU00389,2023-10,18.0,218.0
CU00389,2023-11,12.0,317.0
CU00389,2023-12,12.0,158.0
CU00390,2023-01,13.0,378.0
CU00390,2023-02,10.0,323.0
CU00390,2023-03,15.0,212.0
CU00390,2023-04,15.0,167.0
CU00390,2023-05,20.0,294.0
CU00390,2023-06,13.0,184.0
CU00390,2023-07,20.0,544.0
CU00390,2023-09,9.0,157.0
CU00390,2023-10,8.0,110.0
CU00390,2023-11,19.0,213.0
CU00390,2023-12,11.0,161.0
CU00391,2023-01,7.0,146.0
CU00391,2023-02,8.0,207.0
CU00391,2023-03,4.0,64.0
CU00391,2023-04,1.0,19.0
CU00391,2023-05,6.0,234.0
CU00391,2023-06,6.0,188.0
CU00391,2023-07,4.0,59.0
CU00391,2023-08,5.0,77.0
CU00391,2023-09,4.0,94.0
CU00391,2023-10,4.0,138.0
CU00391,2023-11,3.0,138.0
CU00391,2023-12,0.0,0.0
CU00392,2023-07,5.0,123.0
CU00392,2023-08,5.0,95.0
CU00392,2023-09,3.0,106.0
CU00392,2023-10,3.0,90.0
CU00393,2023-12,23.0,305.0
CU00394,2023-05,12.0,249.0
CU00394,2023-06,15.0,292.0
CU00394,2023-07,17.0,381.0
CU00394,2023-08,13.0,272.0
CU00394,2023-10,20.0,572.0
CU00394,2023-11,14.0,199.0
CU00394,2023-12,13.0,451.0
CU00396,2023-02,4.0,57.0
CU00396,2023-03,3.0,54.0
CU00396,2023-04,2.0,35.0
CU00396,2023-05,2.0,52.0
CU00396,2023-06,3.0,115.0
CU00398,2023-03,3.0,106.0
CU00398,2023-04,3.0,
CU00398,2023-05,4.0,144.0
CU00398,2023-06,3.0,54.0
CU00398,2023-07,4.0,47.0
CU00398,2023-08,2.0,53.0
CU00399,2023-01,11.0,189.0
CU00399,2023-02,14.0,365.0
CU00399,2023-03,11.0,158.0
CU00399,2023-04,22.0,518.0
CU00399,2023-05,20.0,447.0
CU00399,2023-06,19.0,503.0
CU00399,2023-07,13.0,181.0
CU00399,2023-08,14.0,502.0
CU00399,2023-09,20.0,245.0
CU00399,2023-10,15.0,541.0
CU00399,2023-11,11.0,399.0
CU00399,2023-12,18.0,586.0
CU00400,2023-01,18.0,628.0
CU00400,2023-02,14.0,226.0
CU00400,2023-03,9.0,343.0
CU00400,2023-04,12.0,150.0
CU00400,2023-05,10.0,271.0
CU00400,2023-06,19.0,293.0
CU00400,2023-07,18.0,573.0
CU00400,2023-08,17.0,503.0
CU00400,2023-09,13.0,342.0
CU00400,2023-10,19.0,262.0
CU00400,2023-11,28.0,450.0
CU00400,2023-12,12.0,332.0
CU00401,2023-08,12.0,261.0
CU00401,2023-09,12.0,465.0
CU00401,2023-10,9.0,230.0
CU00401,2023-11,5.0,142.0
CU00401,2023-12,14.0,187.0
CU00402,2023-01,12.0,127.0
CU00402,2023-02,12.0,412.0
CU00402,2023-03,14.0,192.0
CU00402,2023-04,9.0,127.0
CU00402,2023-05,12.0,286.0
CU00402,2023-06,14.0,157.0
CU00402,2023-07,10.0,143.0
CU00402,2023-08,7.0,161.0
CU00402,2023-09,15.0,449.0
CU00402,2023-10,15.0,436.0
CU00402,2023-11,7.0,82.0
CU00402,2023-12,12.0,388.0
CU00403,2023-01,14.0,438.0
CU00403,2023-02,14.0,399.0
CU00403,2023-03,18.0,723.0
CU00403,2023-04,16.0,192.0
CU00403,2023-05,19.0,282.0
CU00403,2023-06,20.0,313.0
CU00403,2023-07,13.0,329.0
CU00403,2023-08,12.0,300.0
CU00403,2023-09,17.0,506.0
CU00403,2023-10,14.0,198.0
CU00403,2023-11,14.0,179.0
CU00403,2023-12,19.0,443.0
CU00405,2023-01,12.0,467.0
CU00405,2023-02,10.0,301.0
CU00405,2023-03,12.0,277.0
CU00405,2023-04,10.0,98.0
CU00405,2023-05,24.0,304.0
CU00405,2023-06,13.0,512.0
CU00405,2023-07,13.0,155.0
CU00405,2023-09,15.0,391.0
CU00405,2023-10,14.0,358.0
CU00405,2023-11,10.0,309.0
CU00405,2023-12,16.0,556.0
CU00407,2023-01,19.0,664.0
CU00407,2023-02,10.0,391.0
CU00407,2023-03,18.0,276.0
CU00407,2023-04,21.0,358.0
CU00407,2023-05,14.0,352.0
CU00407,2023-06,16.0,220.0
CU00407,2023-07,11.0,170.0
CU00407,2023-08,15.0,
CU00407,2023-09,13.0,435.0
CU00407,2023-11,13.0,155.0
CU00407,2023-12,19.0,525.0
CU00409,2023-08,18.0,627.0
CU00409,2023-09,10.0,110.0
CU00409,2023-10,13.0,316.0
CU00409,2023-11,12.0,450.0
CU00409,2023-12,14.0,492.0
CU00410,2023-02,15.0,394.0
CU00410,2023-03,13.0,299.0
CU00410,2023-04,15.0,166.0
CU00410,2023-05,17.0,570.0
CU00410,2023-06,10.0,105.0
CU00410,2023-07,13.0,314.0
CU00410,2023-09,14.0,344.0
CU00410,2023-10,13.0,248.0
CU00410,2023-11,20.0,598.0
CU00410,2023-12,18.0,484.0
CU00411,2023-01,,448.0
CU00411,2023-02,13.0,426.0
CU00411,2023-03,18.0,489.0
CU00411,2023-04,18.0,678.0
CU00411,2023-05,15.0,
CU00411,2023-06,15.0,520.0
CU00411,2023-07,13.0,232.0
CU00411,2023-08,24.0,909.0
CU00411,2023-09,19.0,241.0
CU00411,2023-10,18.0,447.0
CU00411,2023-11,15.0,412.0
CU00411,2023-12,13.0,209.0
CU00412,2023-01,16.0,631.0
CU00412,2023-02,11.0,252.0
CU00412,2023-03,17.0,453.0
CU00412,2023-04,11.0,354.0
CU00412,2023-05,7.0,239.0
CU00412,2023-06,8.0,286.0
CU00412,2023-07,10.0,418.0
CU00412,2023-08,12.0,381.0
CU00412,2023-09,14.0,320.0
CU00412,2023-10,6.0,213.0
CU00412,2023-12,13.0,309.0
CU00414,2023-01,16.0,496.0
CU00414,2023-02,13.0,470.0
CU00414,2023-03,16.0,531.0
CU00414,2023-04,14.0,253.0
CU00414,2023-05,13.0,203.0
CU00414,2023-07,9.0,279.0
CU00414,2023-08,15.0,
CU00414,2023-09,16.0,450.0
CU00414,2023-10,19.0,280.0
CU00414,2023-11,7.0,125.0
CU00414,2023-12,19.0,201.0
CU00417,2023-01,15.0,167.0
CU00417,2023-03,14.0,432.0
CU00417,2023-04,18.0,650.0
CU00417,2023-05,20.0,311.0
CU00417,2023-06,15.0,498.0
CU00417,2023-07,12.0,376.0
CU00417,2023-08,16.0,545.0
CU00417,2023-09,14.0,239.0
CU00417,2023-10,14.0,192.0
CU00417,2023-11,19.0,467.0
CU00417,2023-12,16.0,292.0
CU00418,2023-01,12.0,123.0
CU00418,2023-02,24.0,245.0
CU00418,2023-03,16.0,439.0
CU00418,2023-04,18.0,408.0
CU00418,2023-05,17.0,374.0
CU00418,2023-06,20.0,279.0
CU00418,2023-07,12.0,401.0
CU00418,2023-08,20.0,616.0
CU00418,2023-09,17.0,305.0
CU00418,2023-10,11.0,143.0
CU00418,2023-11,14.0,345.0
CU00418,2023-12,10.0,241.0
CU00420,2023-01,18.0,641.0
CU00420,2023-02,14.0,536.0
CU00420,2023-03,16.0,505.0
CU00420,2023-04,17.0,507.0
CU00420,2023-05,12.0,191.0
CU00420,2023-06,14.0,462.0
CU00420,2023-07,12.0,431.0
CU00420,2023-08,10.0,329.0
CU00420,2023-09,15.0,342.0
CU00420,2023-10,14.0,440.0
CU00420,2023-11,21.0,354.0
CU00420,2023-12,10.0,379.0
CU00421,2023-10,15.0,273.0
CU00421,2023-11,13.0,197.0
CU00421,2023-12,19.0,688.0
CU00424,2023-01,13.0,262.0
CU00424,2023-02,11.0,367.0
CU00424,2023-03,13.0,313.0
CU00424,2023-04,17.0,326.0
CU00424,2023-06,13.0,500.0
CU00424,2023-07,15.0,373.0
CU00424,2023-08,6.0,62.0
CU00424,2023-09,13.0,411.0
CU00424,2023-10,13.0,417.0
CU00424,2023-11,9.0,152.0
CU00424,2023-12,12.0,465.0
CU00426,2023-01,20.0,573.0
CU00426,2023-02,18.0,652.0
CU00426,2023-03,14.0,430.0
CU00426,2023-04,22.0,725.0
CU00426,2023-05,14.0,518.0
CU00426,2023-06,,549.0
CU00426,2023-07,15.0,430.0
CU00426,2023-08,11.0,340.0
CU00426,2023-09,15.0,441.0
CU00426,2023-10,7.0,131.0
CU00426,2023-11,13.0,247.0
CU00426,2023-12,10.0,356.0
CU00427,2023-01,4.0,105.0
CU00427,2023-02,3.0,80.0
