구매ID,유저ID,상품ID,구매일,평점,구매금액
PU015429,U0390,P077,2024-02-14,4.0,46500
PU015430,U0390,P017,2024-07-26,4.0,81700
PU015431,U0390,P088,2024-06-04,4.0,8200
PU015432,U0390,P060,2024-08-18,4.0,27500
PU015433,U0390,P003,2024-03-03,4.0,84400
PU015434,U0390,P015,2024-09-08,,143900
PU015435,U0390,P017,2024-06-07,,69800
PU015436,U0390,P086,2024-08-01,5.0,50200
PU015437,U0390,P014,2024-02-06,5.0,33100
PU015438,U0390,P096,2024-08-28,4.0,48500
PU015439,U0390,P015,2024-11-30,4.0,128900
PU015440,U0390,P092,2024-04-06,5.0,65500
PU015441,U0390,P017,2024-11-09,4.0,77900
PU015442,U0390,P014,2024-06-30,,39000
PU015443,U0390,P019,2024-10-08,5.0,199300
PU015444,U0390,P003,2024-02-03,5.0,81800
PU015445,U0390,P037,2024-04-18,1.0,75200
PU015446,U0390,P046,2024-09-11,3.0,16400
PU015447,U0390,P068,2024-10-16,1.0,28000
PU015448,U0390,P014,2024-07-18,5.0,39900
PU015449,U0390,P015,2024-09-05,,131600
PU015450,U0390,P089,2024-04-17,5.0,23700
PU015451,U0390,P020,2024-03-07,4.0,213000
PU015452,U0390,P053,2024-12-13,2.0,34700
PU015453,U0390,P015,2024-01-30,4.0,126300
PU015454,U0390,P093,2024-07-15,5.0,28100
PU015455,U0390,P042,2024-11-07,4.0,11300
PU015456,U0390,P011,2024-02-21,4.0,125500
PU015457,U0390,P086,2024-08-07,5.0,57300
PU015458,U0390,P075,2024-03-27,2.0,8200
PU015459,U0390,P091,2024-10-12,4.0,45200
PU015460,U0390,P095,2024-01-27,4.0,32700
PU015461,U0390,P048,2024-06-01,3.0,54700
PU015462,U0390,P007,2024-04-21,4.0,314700
PU015463,U0391,P062,2024-08-21,4.0,50100
PU015464,U0391,P061,2024-08-25,4.0,60400
PU015465,U0391,P066,2024-04-26,5.0,14100
PU015466,U0391,P076,2024-08-17,5.0,44900
PU015467,U0391,P026,2024-05-06,4.0,70700
PU015468,U0391,P068,2024-03-24,5.0,25700
PU015469,U0391,P065,2024-01-25,4.0,71700
PU015470,U0391,P061,2024-05-03,4.0,64200
PU015471,U0391,P066,2024-12-28,4.0,15100
PU015472,U0391,P013,2024-02-03,,141100
PU015473,U0391,P079,2024-12-01,,19400
PU015474,U0391,P079,2024-05-03,4.0,18100
PU015475,U0391,P079,2024-08-12,4.0,19400
PU015476,U0391,P078,2024-08-29,5.0,19000
PU015477,U0391,P060,2024-12-03,2.0,30100
PU015478,U0391,P079,2024-01-23,4.0,21800
PU015479,U0391,P073,2024-03-07,5.0,45900
PU015480,U0391,P080,2024-07-01,4.0,61800
PU015481,U0391,P045,2024-12-07,1.0,50300
PU015482,U0391,P061,2024-09-29,3.0,49100
PU015483,U0391,P083,2024-08-06,5.0,32200
PU015484,U0391,P070,2024-05-12,4.0,43200
PU015485,U0391,P010,2024-10-02,3.0,148700
PU015486,U0391,P079,2024-03-02,4.0,21500
PU015487,U0391,P069,2024-08-03,4.0,20400
PU015488,U0391,P062,2024-06-23,4.0,55000
PU015489,U0391,P063,2024-10-21,5.0,57700
PU015490,U0391,P078,2024-12-06,,19500
PU015491,U0392,P020,2024-05-12,3.0,215600
PU015492,U0392,P087,2024-05-01,5.0,23800
PU015493,U0392,P045,2024-07-05,5.0,41000
PU015494,U0392,P053,2024-08-07,4.0,29600
PU015495,U0392,P013,2024-11-04,4.0,152400
PU015496,U0392,P058,2024-09-06,4.0,40300
PU015497,U0392,P093,2024-09-11,5.0,23300
PU015498,U0392,P054,2024-04-10,4.0,26400
PU015499,U0392,P091,2024-01-04,4.0,41500
PU015500,U0392,P043,2024-05-14,4.0,18200
PU015501,U0392,P081,2024-05-08,5.0,21600
PU015502,U0392,P067,2024-05-04,2.0,57700
PU015503,U0392,P001,2024-08-12,4.0,223700
PU015504,U0392,P022,2024-03-12,1.0,153400
PU015505,U0392,P096,2024-04-17,,42700
PU015506,U0392,P090,2024-09-26,5.0,28500
PU015507,U0392,P035,2024-01-28,4.0,73600
PU015508,U0392,P057,2024-01-27,4.0,25800
PU015509,U0392,P097,2024-10-28,4.0,13700
PU015510,U0392,P087,2024-03-01,5.0,23600
PU015511,U0392,P015,2024-05-21,5.0,134300
PU015512,U0392,P086,2024-11-09,5.0,56300
PU015513,U0392,P092,2024-05-19,5.0,53200
PU015514,U0392,P084,2024-12-02,5.0,29500
PU015515,U0392,P100,2024-01-18,4.0,25200
PU015516,U0392,P060,2024-02-19,5.0,31200
PU015517,U0392,P084,2024-07-16,5.0,29000
PU015518,U0392,P098,2024-04-15,4.0,27200
PU015519,U0392,P043,2024-10-03,4.0,18700
PU015520,U0392,P022,2024-10-27,5.0,144900
PU015521,U0392,P069,2024-08-28,,19200
PU015522,U0392,P093,2024-04-03,4.0,21000
PU015523,U0392,P056,2024-03-28,4.0,17800
PU015524,U0392,P099,2024-01-05,4.0,20400
PU015525,U0392,P045,2024-01-13,4.0,40900
PU015526,U0392,P001,2024-01-20,4.0,281700
PU015527,U0392,P093,2024-01-08,4.0,24800
PU015528,U0392,P030,2024-08-04,2.0,121800
PU015529,U0392,P091,2024-01-24,4.0,40700
PU015530,U0392,P041,2024-08-23,4.0,29100
PU015531,U0392,P048,2024-06-11,,56100
PU015532,U0392,P058,2024-07-16,4.0,34300
PU015533,U0392,P061,2024-10-08,2.0,54900
PU015534,U0392,P088,2024-01-17,,7800
PU015535,U0392,P056,2024-02-20,4.0,16600
PU015536,U0393,P026,2024-10-17,5.0,68500
PU015537,U0393,P016,2024-12-26,5.0,264900
PU015538,U0393,P046,2024-09-17,,16400
PU015539,U0393,P031,2024-09-27,,23600
PU015540,U0393,P052,2024-03-05,,40400
PU015541,U0393,P040,2024-02-16,,108300
PU015542,U0393,P040,2024-06-20,,90400
PU015543,U0393,P021,2024-07-10,4.0,125700
PU015544,U0393,P088,2024-03-27,2.0,7900
PU015545,U0393,P031,2024-01-19,,28800
PU015546,U0393,P089,2024-12-22,2.0,21900
PU015547,U0393,P020,2024-03-25,2.0,192300
PU015548,U0393,P091,2024-12-14,3.0,42900
PU015549,U0393,P030,2024-05-07,5.0,135200
PU015550,U0393,P037,2024-11-29,5.0,90100
PU015551,U0393,P092,2024-09-07,5.0,55500
PU015552,U0393,P039,2024-01-19,,149300
PU015553,U0393,P031,2024-09-12,5.0,30500
PU015554,U0393,P035,2024-06-16,4.0,79700
PU015555,U0393,P016,2024-08-18,4.0,277100
PU015556,U0393,P030,2024-11-20,5.0,122800
PU015557,U0393,P045,2024-02-08,,46700
PU015558,U0393,P033,2024-07-17,,78300
PU015559,U0393,P042,2024-02-27,5.0,8700
PU015560,U0393,P025,2024-02-04,5.0,114400
PU015561,U0393,P043,2024-08-09,2.0,21700
PU015562,U0393,P028,2024-01-28,4.0,50000
PU015563,U0393,P031,2024-05-25,5.0,26300
PU015564,U0393,P037,2024-05-10,4.0,71900
PU015565,U0393,P029,2024-08-06,4.0,62000
PU015566,U0393,P040,2024-11-07,4.0,96800
PU015567,U0393,P039,2024-10-06,4.0,172300
PU015568,U0393,P067,2024-10-29,3.0,61300
PU015569,U0393,P021,2024-01-09,5.0,118400
PU015570,U0393,P031,2024-06-25,4.0,26500
PU015571,U0393,P007,2024-09-20,2.0,356800
PU015572,U0393,P030,2024-10-19,4.0,131700
PU015573,U0393,P084,2024-03-19,3.0,25500
PU015574,U0393,P026,2024-08-25,4.0,69100
PU015575,U0393,P033,2024-08-16,4.0,85800
PU015576,U0393,P015,2024-06-22,4.0,127100
PU015577,U0393,P022,2024-12-22,3.0,150200
PU015578,U0393,P008,2024-01-13,4.0,255900
PU015579,U0393,P040,2024-03-22,4.0,82400
PU015580,U0393,P030,2024-04-13,4.0,130100
PU015581,U0393,P054,2024-08-27,2.0,28000
PU015582,U0393,P063,2024-06-30,3.0,54200
PU015583,U0393,P021,2024-12-12,4.0,123600
PU015584,U0393,P048,2024-11-14,3.0,43600
PU015585,U0393,P040,2024-07-13,4.0,90900
PU015586,U0393,P049,2024-06-15,,30900
PU015587,U0393,P022,2024-01-05,4.0,160500
PU015588,U0393,P025,2024-04-09,4.0,133900
PU015589,U0393,P046,2024-08-08,5.0,18700
PU015590,U0393,P096,2024-02-13,4.0,41100
PU015591,U0393,P027,2024-05-23,5.0,71800
PU015592,U0393,P001,2024-01-31,,264000
PU015593,U0393,P032,2024-08-23,5.0,76300
PU015594,U0393,P023,2024-09-19,4.0,123100
PU015595,U0393,P073,2024-08-04,3.0,53000
PU015596,U0393,P069,2024-08-24,4.0,22800
PU015597,U0393,P005,2024-02-05,,265400
PU015598,U0394,P028,2024-08-13,5.0,43400
PU015599,U0394,P075,2024-04-30,3.0,10400
PU015600,U0394,P100,2024-10-11,5.0,24800
PU015601,U0394,P041,2024-05-05,,35400
PU015602,U0394,P086,2024-05-18,,45600
PU015603,U0394,P100,2024-05-18,4.0,24200
PU015604,U0394,P025,2024-01-20,5.0,124900
PU015605,U0394,P046,2024-05-04,5.0,17800
PU015606,U0394,P091,2024-03-02,3.0,43200
PU015607,U0394,P003,2024-07-26,3.0,88300
PU015608,U0394,P088,2024-11-17,5.0,8500
PU015609,U0394,P083,2024-03-04,3.0,34800
PU015610,U0394,P016,2024-10-27,1.0,226800
PU015611,U0394,P081,2024-11-10,4.0,20600
PU015612,U0394,P055,2024-06-08,3.0,18400
PU015613,U0394,P097,2024-08-05,3.0,14800
PU015614,U0394,P036,2024-09-29,4.0,72200
PU015615,U0394,P088,2024-01-10,,7700
PU015616,U0394,P082,2024-11-22,5.0,47100
PU015617,U0394,P047,2024-07-12,4.0,24200
PU015618,U0394,P009,2024-05-23,4.0,183400
PU015619,U0394,P042,2024-09-09,5.0,10500
PU015620,U0394,P091,2024-12-27,5.0,43500
PU015621,U0394,P045,2024-09-09,5.0,39700
PU015622,U0394,P042,2024-12-10,5.0,11200
PU015623,U0394,P083,2024-11-25,4.0,31300
PU015624,U0394,P059,2024-05-28,4.0,42500
PU015625,U0394,P082,2024-03-16,4.0,40100
PU015626,U0394,P081,2024-01-11,5.0,25800
PU015627,U0394,P100,2024-12-04,5.0,22600
PU015628,U0394,P022,2024-01-14,3.0,172700
PU015629,U0394,P019,2024-11-07,3.0,219100
PU015630,U0394,P001,2024-02-24,3.0,217700
PU015631,U0394,P092,2024-12-23,4.0,53400
PU015632,U0394,P043,2024-08-27,4.0,18900
PU015633,U0394,P045,2024-11-12,5.0,38400
PU015634,U0394,P088,2024-10-08,3.0,7700
PU015635,U0394,P100,2024-06-07,4.0,21500
PU015636,U0394,P011,2024-08-24,4.0,144400
PU015637,U0394,P045,2024-10-27,,45000
PU015638,U0394,P061,2024-08-03,4.0,63600
PU015639,U0394,P099,2024-10-12,,18000
PU015640,U0395,P025,2024-06-21,3.0,150000
PU015641,U0395,P019,2024-08-17,3.0,193500
PU015642,U0395,P057,2024-07-03,4.0,22200
PU015643,U0395,P084,2024-03-22,3.0,22800
PU015644,U0395,P079,2024-08-12,3.0,17200
PU015645,U0395,P098,2024-09-26,5.0,29700
PU015646,U0395,P009,2024-05-27,2.0,156700
PU015647,U0395,P046,2024-11-05,5.0,16600
PU015648,U0395,P095,2024-12-23,5.0,33500
PU015649,U0395,P045,2024-05-31,4.0,40100
PU015650,U0395,P038,2024-03-10,,166800
PU015651,U0395,P086,2024-06-17,4.0,53500
PU015652,U0395,P096,2024-01-07,5.0,42100
PU015653,U0395,P046,2024-01-14,4.0,14900
PU015654,U0395,P014,2024-12-22,5.0,36000
PU015655,U0395,P098,2024-12-26,4.0,27700
PU015656,U0395,P087,2024-06-29,,22600
PU015657,U0395,P088,2024-07-21,4.0,8500
PU015658,U0395,P096,2024-11-24,3.0,48600
PU015659,U0395,P060,2024-01-15,5.0,27200
PU015660,U0395,P058,2024-12-04,3.0,36100
PU015661,U0395,P008,2024-09-25,3.0,239100
PU015662,U0395,P090,2024-08-14,5.0,30900
PU015663,U0395,P096,2024-01-08,5.0,42300
PU015664,U0395,P081,2024-01-31,,22000
PU015665,U0395,P071,2024-01-21,1.0,16400
PU015666,U0395,P003,2024-06-03,3.0,100100
PU015667,U0395,P058,2024-09-10,4.0,35500
PU015668,U0395,P044,2024-07-11,,23600
PU015669,U0395,P088,2024-01-22,5.0,6800
PU015670,U0395,P048,2024-04-20,5.0,47300
PU015671,U0395,P088,2024-11-19,4.0,6800
PU015672,U0396,P050,2024-03-29,3.0,34100
PU015673,U0396,P029,2024-07-01,4.0,66300
PU015674,U0396,P039,2024-03-03,,191200
PU015675,U0396,P026,2024-11-30,,62000
PU015676,U0396,P039,2024-06-11,,149100
PU015677,U0396,P040,2024-03-31,5.0,88700
PU015678,U0396,P071,2024-11-25,3.0,16600
PU015679,U0396,P036,2024-11-09,,62500
PU015680,U0396,P053,2024-07-17,5.0,33400
PU015681,U0396,P024,2024-09-14,4.0,105500
PU015682,U0396,P039,2024-08-24,5.0,146300
PU015683,U0396,P028,2024-11-20,5.0,54900
PU015684,U0396,P016,2024-02-14,2.0,261300
PU015685,U0396,P004,2024-07-13,4.0,174300
PU015686,U0396,P029,2024-12-21,4.0,68000
PU015687,U0396,P019,2024-02-13,3.0,189900
PU015688,U0396,P069,2024-01-25,4.0,23400
PU015689,U0396,P021,2024-02-12,4.0,136400
PU015690,U0396,P068,2024-04-27,3.0,29100
PU015691,U0396,P031,2024-05-27,,31300
PU015692,U0396,P032,2024-11-16,,82300
PU015693,U0396,P038,2024-04-23,,155800
PU015694,U0396,P036,2024-07-03,5.0,73200
PU015695,U0396,P055,2024-04-23,2.0,20100
PU015696,U0396,P029,2024-02-11,3.0,66400
PU015697,U0396,P036,2024-04-09,5.0,63800
PU015698,U0396,P010,2024-05-13,3.0,160600
PU015699,U0396,P027,2024-03-24,5.0,77900
PU015700,U0396,P081,2024-06-22,3.0,19600
PU015701,U0396,P030,2024-09-21,5.0,103200
PU015702,U0396,P022,2024-07-15,4.0,136200
PU015703,U0396,P036,2024-11-22,4.0,69000
PU015704,U0396,P022,2024-11-22,5.0,152200
PU015705,U0396,P086,2024-09-17,2.0,55700
PU015706,U0396,P035,2024-10-31,5.0,92500
PU015707,U0396,P021,2024-04-27,5.0,111900
PU015708,U0396,P034,2024-11-11,3.0,87300
PU015709,U0397,P083,2024-06-10,5.0,36800
PU015710,U0397,P099,2024-12-29,5.0,18600
PU015711,U0397,P052,2024-05-04,,42200
PU015712,U0397,P038,2024-01-14,,160300
PU015713,U0397,P085,2024-07-05,4.0,59500
PU015714,U0397,P086,2024-08-27,,53600
PU015715,U0397,P093,2024-07-10,5.0,23900
PU015716,U0397,P052,2024-08-22,3.0,38500
PU015717,U0397,P085,2024-01-28,4.0,47900
PU015718,U0397,P087,2024-09-09,5.0,26100
PU015719,U0397,P094,2024-06-30,4.0,48900
PU015720,U0397,P035,2024-09-09,,91900
PU015721,U0397,P068,2024-11-13,,26000
PU015722,U0397,P095,2024-02-06,4.0,39100
PU015723,U0397,P099,2024-06-28,5.0,18300
PU015724,U0397,P084,2024-01-28,5.0,26900
PU015725,U0397,P094,2024-11-24,4.0,47400
PU015726,U0397,P065,2024-11-27,5.0,58600
PU015727,U0397,P091,2024-04-18,5.0,49900
PU015728,U0397,P091,2024-02-16,4.0,43300
PU015729,U0397,P092,2024-04-14,4.0,66200
PU015730,U0397,P086,2024-05-26,3.0,55100
PU015731,U0397,P099,2024-06-13,,19400
PU015732,U0397,P017,2024-07-28,2.0,74600
PU015733,U0397,P081,2024-07-10,5.0,25400
PU015734,U0397,P086,2024-06-26,,46100
PU015735,U0397,P100,2024-05-08,5.0,20700
PU015736,U0397,P001,2024-11-17,3.0,275000
PU015737,U0397,P098,2024-12-08,4.0,27200
PU015738,U0397,P097,2024-01-11,5.0,12400
PU015739,U0397,P083,2024-03-17,5.0,31600
PU015740,U0397,P032,2024-08-24,4.0,90900
PU015741,U0397,P096,2024-07-18,3.0,42500
PU015742,U0397,P084,2024-08-13,5.0,27300
PU015743,U0397,P086,2024-03-11,5.0,46200
PU015744,U0397,P048,2024-05-07,3.0,49600
PU015745,U0397,P099,2024-01-13,5.0,16700
PU015746,U0397,P076,2024-08-27,1.0,56800
PU015747,U0397,P092,2024-04-02,,64700
PU015748,U0397,P005,2024-06-22,,234900
PU015749,U0397,P095,2024-01-05,,40700
PU015750,U0398,P022,2024-04-04,3.0,148700
PU015751,U0398,P047,2024-10-21,,24500
PU015752,U0398,P018,2024-05-19,5.0,67200
PU015753,U0398,P005,2024-01-08,4.0,266700
PU015754,U0398,P080,2024-06-10,3.0,57900
PU015755,U0398,P014,2024-05-08,5.0,35400
PU015756,U0398,P004,2024-04-21,5.0,215500
PU015757,U0398,P013,2024-02-20,4.0,153600
PU015758,U0398,P014,2024-08-24,5.0,34700
PU015759,U0398,P019,2024-03-20,,212800
PU015760,U0398,P020,2024-01-03,4.0,218400
PU015761,U0398,P004,2024-12-20,4.0,224200
PU015762,U0398,P014,2024-04-09,5.0,35500
PU015763,U0398,P019,2024-02-06,3.0,215400
PU015764,U0398,P060,2024-03-14,5.0,24400
PU015765,U0398,P057,2024-07-17,2.0,27200
PU015766,U0398,P097,2024-05-23,,13800
PU015767,U0398,P015,2024-04-30,4.0,148800
PU015768,U0398,P017,2024-12-31,4.0,84500
PU015769,U0398,P007,2024-08-30,,391100
PU015770,U0398,P010,2024-03-30,4.0,157600
PU015771,U0398,P007,2024-05-31,4.0,344700
PU015772,U0398,P008,2024-05-16,,264900
PU015773,U0398,P014,2024-10-24,,39200
PU015774,U0398,P095,2024-08-12,4.0,41900
PU015775,U0398,P041,2024-06-27,4.0,29100
PU015776,U0398,P011,2024-06-19,4.0,128400
PU015777,U0398,P019,2024-09-25,3.0,212000
PU015778,U0398,P002,2024-05-03,5.0,100000
PU015779,U0398,P018,2024-05-17,4.0,66000
PU015780,U0398,P002,2024-01-17,5.0,118300
PU015781,U0398,P045,2024-03-08,3.0,41800
PU015782,U0398,P054,2024-01-04,4.0,30800
PU015783,U0398,P010,2024-09-21,4.0,151700
PU015784,U0398,P033,2024-05-18,2.0,79400
PU015785,U0398,P022,2024-04-19,5.0,173700
PU015786,U0398,P009,2024-06-13,4.0,185700
PU015787,U0398,P003,2024-08-06,5.0,91000
PU015788,U0398,P019,2024-10-03,3.0,166200
PU015789,U0398,P012,2024-09-04,5.0,276200
PU015790,U0398,P018,2024-07-19,4.0,82400
PU015791,U0398,P074,2024-05-01,5.0,51500
PU015792,U0398,P012,2024-02-17,3.0,270500
PU015793,U0398,P007,2024-06-01,4.0,352200
PU015794,U0398,P092,2024-09-11,4.0,54800
PU015795,U0398,P017,2024-01-30,5.0,71800
PU015796,U0398,P011,2024-02-12,5.0,142100
PU015797,U0398,P018,2024-11-23,,64600
PU015798,U0398,P016,2024-05-10,5.0,245700
PU015799,U0398,P094,2024-06-12,4.0,53500
PU015800,U0398,P004,2024-01-19,4.0,189900
PU015801,U0398,P002,2024-05-27,4.0,104000
PU015802,U0398,P053,2024-07-05,3.0,33000
PU015803,U0398,P011,2024-02-22,,140300
PU015804,U0398,P084,2024-02-17,2.0,29800
PU015805,U0398,P004,2024-06-15,4.0,193000
PU015806,U0398,P063,2024-06-10,3.0,57300
PU015807,U0398,P066,2024-06-11,3.0,13300
PU015808,U0398,P040,2024-10-10,3.0,109700
PU015809,U0398,P010,2024-04-03,,133500
PU015810,U0399,P038,2024-05-17,4.0,154100
PU015811,U0399,P017,2024-09-10,,80100
PU015812,U0399,P016,2024-10-25,,269800
PU015813,U0399,P031,2024-01-05,,29200
PU015814,U0399,P015,2024-02-08,,149700
PU015815,U0399,P003,2024-02-28,4.0,94400
PU015816,U0399,P012,2024-09-01,4.0,296200
PU015817,U0399,P001,2024-08-20,5.0,260300
PU015818,U0399,P015,2024-03-05,4.0,126600
PU015819,U0399,P010,2024-06-07,4.0,163400
PU015820,U0399,P002,2024-07-29,5.0,109400
PU015821,U0399,P092,2024-07-02,3.0,67700
PU015822,U0399,P005,2024-03-06,,247400
PU015823,U0399,P083,2024-04-21,5.0,36500
PU015824,U0399,P017,2024-06-15,5.0,81900
PU015825,U0399,P007,2024-12-01,5.0,373000
PU015826,U0399,P009,2024-06-24,5.0,152100
PU015827,U0399,P019,2024-04-06,4.0,178400
PU015828,U0399,P012,2024-11-25,5.0,254100
PU015829,U0399,P011,2024-06-11,4.0,141000
PU015830,U0399,P007,2024-05-27,5.0,310600
PU015831,U0399,P019,2024-06-23,4.0,197000
PU015832,U0399,P019,2024-09-30,3.0,179300
PU015833,U0399,P002,2024-09-17,4.0,111100
PU015834,U0399,P004,2024-03-01,5.0,224300
PU015835,U0399,P001,2024-06-25,4.0,213500
PU015836,U0399,P014,2024-02-05,4.0,37500
PU015837,U0399,P051,2024-02-22,3.0,11800
PU015838,U0399,P027,2024-07-09,3.0,65400
PU015839,U0399,P009,2024-07-06,5.0,164100
PU015840,U0399,P016,2024-10-14,,268700
PU015841,U0399,P049,2024-12-05,1.0,24800
PU015842,U0399,P062,2024-05-15,,54700
PU015843,U0399,P018,2024-03-07,4.0,70000
PU015844,U0399,P019,2024-11-10,4.0,166600
PU015845,U0399,P013,2024-01-26,5.0,161000
PU015846,U0399,P011,2024-11-15,4.0,119100
PU015847,U0399,P019,2024-02-18,4.0,197800
PU015848,U0399,P019,2024-04-04,5.0,180200
PU015849,U0400,P010,2024-01-26,,144500
PU015850,U0400,P007,2024-07-15,4.0,301900
PU015851,U0400,P086,2024-11-08,4.0,49100
PU015852,U0400,P008,2024-07-15,3.0,215700
PU015853,U0400,P008,2024-09-23,3.0,270400
PU015854,U0400,P004,2024-03-05,4.0,215800
PU015855,U0400,P017,2024-01-26,4.0,80500
PU015856,U0400,P092,2024-06-03,,66900
PU015857,U0400,P077,2024-09-27,3.0,50500
PU015858,U0400,P036,2024-01-30,2.0,58700
PU015859,U0400,P025,2024-01-03,,120400
PU015860,U0400,P027,2024-11-21,3.0,67100
PU015861,U0400,P009,2024-06-07,,160900
PU015862,U0400,P017,2024-05-10,3.0,72800
PU015863,U0400,P010,2024-01-30,3.0,143100
PU015864,U0400,P092,2024-03-30,3.0,58200
PU015865,U0400,P010,2024-07-05,4.0,157700
PU015866,U0400,P019,2024-12-07,5.0,220700
PU015867,U0400,P016,2024-08-20,5.0,285400
PU015868,U0400,P054,2024-05-14,2.0,32700
PU015869,U0400,P006,2024-04-07,5.0,139200
PU015870,U0400,P004,2024-01-22,4.0,219400
PU015871,U0400,P024,2024-07-26,1.0,106500
PU015872,U0400,P011,2024-08-19,5.0,134200
PU015873,U0400,P033,2024-09-05,3.0,94700
PU015874,U0400,P017,2024-07-19,5.0,73400
PU015875,U0400,P017,2024-04-25,5.0,67700
PU015876,U0400,P040,2024-02-24,4.0,108400
PU015877,U0400,P020,2024-05-28,5.0,195400
PU015878,U0400,P006,2024-10-06,5.0,156600
PU015879,U0400,P018,2024-09-24,4.0,73500
PU015880,U0401,P083,2024-05-15,4.0,31600
PU015881,U0401,P010,2024-07-21,4.0,129500
PU015882,U0401,P085,2024-02-27,5.0,60700
PU015883,U0401,P044,2024-01-09,3.0,25100
PU015884,U0401,P048,2024-02-06,4.0,54000
PU015885,U0401,P031,2024-07-22,,26800
PU015886,U0401,P100,2024-04-05,3.0,20900
PU015887,U0401,P066,2024-12-22,3.0,14700
PU015888,U0401,P021,2024-12-23,2.0,109700
PU015889,U0401,P015,2024-01-24,3.0,138200
PU015890,U0401,P025,2024-08-04,3.0,129700
PU015891,U0401,P077,2024-04-16,2.0,43400
PU015892,U0401,P089,2024-07-23,5.0,20600
PU015893,U0401,P045,2024-09-03,3.0,47800
PU015894,U0401,P086,2024-09-15,5.0,44500
PU015895,U0401,P051,2024-07-05,5.0,11600
PU015896,U0401,P090,2024-02-22,4.0,30200
PU015897,U0401,P087,2024-12-31,3.0,24600
PU015898,U0401,P041,2024-04-12,5.0,29500
PU015899,U0401,P067,2024-05-17,5.0,71900
PU015900,U0401,P063,2024-06-02,4.0,51900
PU015901,U0401,P053,2024-09-26,5.0,32700
PU015902,U0401,P056,2024-01-03,4.0,18700
PU015903,U0401,P068,2024-02-20,5.0,26500
PU015904,U0401,P091,2024-07-27,5.0,43300
PU015905,U0401,P051,2024-10-03,,9800
PU015906,U0401,P093,2024-08-01,,27900
PU015907,U0401,P025,2024-03-12,3.0,131400
PU015908,U0401,P042,2024-04-04,4.0,11600
PU015909,U0401,P044,2024-08-13,4.0,21800
PU015910,U0401,P063,2024-12-30,3.0,58600
PU015911,U0401,P029,2024-04-19,3.0,54600
PU015912,U0401,P048,2024-08-09,5.0,53500
PU015913,U0401,P097,2024-03-16,,12200
PU015914,U0401,P036,2024-02-22,3.0,66600
PU015915,U0401,P004,2024-02-13,,223900
PU015916,U0401,P034,2024-09-08,4.0,87400
PU015917,U0401,P089,2024-11-21,5.0,23300
PU015918,U0401,P033,2024-08-01,3.0,85300
PU015919,U0401,P092,2024-06-07,4.0,60600
PU015920,U0401,P033,2024-01-03,,76500
PU015921,U0401,P086,2024-09-04,3.0,54100
PU015922,U0401,P023,2024-11-07,3.0,146400
PU015923,U0401,P083,2024-03-18,5.0,33100
PU015924,U0401,P043,2024-06-03,,16900
PU015925,U0401,P027,2024-06-19,3.0,75800
PU015926,U0401,P038,2024-05-08,1.0,149800
PU015927,U0401,P062,2024-07-18,,52800
PU015928,U0401,P042,2024-03-13,5.0,9900
PU015929,U0401,P047,2024-09-24,4.0,26700
PU015930,U0401,P047,2024-09-07,4.0,26200
PU015931,U0401,P086,2024-01-16,4.0,55500
PU015932,U0401,P037,2024-09-05,4.0,84800
PU015933,U0401,P046,2024-05-05,,16900
PU015934,U0401,P044,2024-04-02,,21200
PU015935,U0401,P045,2024-05-10,5.0,40000
PU015936,U0401,P087,2024-11-05,4.0,25100
PU015937,U0401,P088,2024-06-09,5.0,7600
PU015938,U0401,P092,2024-09-01,5.0,51100
PU015939,U0402,P007,2024-10-10,4.0,359800
PU015940,U0402,P029,2024-09-19,5.0,58300
PU015941,U0402,P002,2024-10-22,4.0,109000
PU015942,U0402,P005,2024-06-06,4.0,254100
PU015943,U0402,P066,2024-07-06,3.0,14800
PU015944,U0402,P061,2024-12-19,2.0,54900
PU015945,U0402,P009,2024-05-31,4.0,166300
PU015946,U0402,P014,2024-11-11,4.0,39100
PU015947,U0402,P006,2024-08-09,5.0,165500
PU015948,U0402,P034,2024-04-12,,83300
PU015949,U0402,P003,2024-11-08,4.0,104400
PU015950,U0402,P013,2024-07-26,5.0,184300
PU015951,U0402,P009,2024-08-17,5.0,153700
PU015952,U0402,P017,2024-06-02,5.0,64900
PU015953,U0402,P032,2024-03-08,3.0,85900
PU015954,U0402,P018,2024-08-25,4.0,79600
PU015955,U0402,P008,2024-06-08,,244400
PU015956,U0402,P013,2024-04-05,5.0,158800
PU015957,U0402,P009,2024-10-02,5.0,162700
PU015958,U0402,P020,2024-10-03,4.0,173700
PU015959,U0402,P007,2024-05-11,3.0,386000
PU015960,U0402,P019,2024-02-14,,214000
PU015961,U0402,P004,2024-07-13,5.0,170400
PU015962,U0402,P019,2024-04-12,,179800
PU015963,U0402,P004,2024-06-15,4.0,176600
PU015964,U0402,P012,2024-11-11,4.0,295900
PU015965,U0402,P012,2024-06-15,5.0,269600
PU015966,U0402,P003,2024-12-18,4.0,80600
PU015967,U0402,P020,2024-02-08,4.0,183200
PU015968,U0402,P055,2024-10-27,4.0,23300
PU015969,U0402,P010,2024-08-13,5.0,157400
PU015970,U0402,P007,2024-05-20,4.0,313100
PU015971,U0402,P064,2024-08-30,,53100
PU015972,U0402,P004,2024-02-27,5.0,216300
PU015973,U0402,P030,2024-12-29,2.0,122600
PU015974,U0402,P013,2024-12-11,4.0,173900
PU015975,U0402,P003,2024-03-28,,81700
